Reaction	EC-Number	In-Pathway	Substrates
ATP + a [protein]-L-tyrosine  ->  ADP + a [protein]-L-tyrosine phosphate + H+	EC-2.7.10.1 // EC-2.7.10.3 // EC-2.7.12.1 // EC-2.7.10.2		a [protein]-L-tyrosine // ATP // ADP // a [protein]-L-tyrosine phosphate // H<SUP>+</SUP>
a phosphatidylethanolamine + glycerol  ->  a phosphatidylglycerol + ethanolamine			glycerol // a phosphatidylethanolamine // a phosphatidylglycerol // ethanolamine
pyridoxal 5'-phosphate + H2O  ->  pyridoxal + phosphate	EC-3.1.3.74		H<sub>2</sub>O // pyridoxal 5'-phosphate // pyridoxal // phosphate
coproporphyrinogen III + dioxygen + 2 H+  ->  protoporphyrinogen IX + 2 CO2 + 2 H2O	EC-1.3.3.3	heme <i>b</i> biosynthesis V (aerobic)	H<SUP>+</SUP> // dioxygen // coproporphyrinogen III // protoporphyrinogen IX // CO<SUB>2</SUB> // H<sub>2</sub>O
3-hydroxybenzoyl-CoA + H2O  ->  3-hydroxybenzoate + coenzyme A + H+	EC-3.1.2		H<sub>2</sub>O // 3-hydroxybenzoyl-CoA // 3-hydroxybenzoate // coenzyme A // H<SUP>+</SUP>
propanoate + ATP + coenzyme A  ->  propanoyl-CoA + AMP + diphosphate	EC-6.2.1.17	2-methylcitrate cycle I	ATP // propanoate // coenzyme A // propanoyl-CoA // diphosphate // AMP
4,5-seco-dopa  ->  betalamate + H+ + H2O			4,5-<i>seco</i>-dopa // H<SUP>+</SUP> // betalamate // H<sub>2</sub>O
acetyl-CoA + (7Z)-tetradecenoyl-CoA  <-  3-oxo-(9Z)-hexadecenoyl-CoA + coenzyme A	EC-2.3.1.16		(7Z)-tetradecenoyl-CoA // acetyl-CoA // coenzyme A // 3-oxo-(9Z)-hexadecenoyl-CoA
a polycistronic tRNA precursor + H2O  ->  a tRNA precursor with a 5' extension and a short 3' extension + a partially processed polycistronic tRNA precursor	EC-3.1.26.12	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a short 3' extension // a polycistronic tRNA precursor
iron(III)-enterobactin complex + H2O  ->  iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine trimer] complex + H+		iron(III)-enterobactin complex + 3 H2O + H+  ->  iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] complex + 2 N-(2,3-dihydroxybenzoyl)-L-serine	H<sub>2</sub>O // iron(III)-enterobactin complex // iron(III)-[<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine trimer] complex // H<SUP>+</SUP>
Knallgas reaction	EC-1.12.98		dioxygen // H<SUB>2</SUB> // H<sub>2</sub>O
L-homoserine lactone + H2O  ->  L-homoserine + H+			H<sub>2</sub>O // L-homoserine lactone // L-homoserine // H<SUP>+</SUP>
chorismate  ->  4-hydroxybenzoate + pyruvate	EC-4.1.3.40	4-hydroxybenzoate biosynthesis II (bacteria)	chorismate // 4-hydroxybenzoate // pyruvate
phosphoenolpyruvate + an [HPr]-L-histidine  ->  an [HPr protein]-Npi-phospho-L-histidine + pyruvate		dihydroxyacetone + phosphoenolpyruvate  ->  glycerone phosphate + pyruvate	an [HPr]-L-histidine // phospho<i>enol</i>pyruvate // an [HPr protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // pyruvate
O-succinyl-L-homoserine  ->  succinate + (Z)-2-aminobutenoate + H+		O-succinyl-L-homoserine + H2O  ->  2-oxobutanoate + succinate + ammonium + H+	O-succinyl-L-homoserine // succinate // (<i>Z</i>)-2-aminobutenoate // H<SUP>+</SUP>
riboflavin + ATP  ->  ADP + FMN + H+	EC-2.7.1.26	flavin biosynthesis I (bacteria and plants)	ATP // riboflavin // H<SUP>+</SUP> // FMN // ADP
arsenite2-  <-->  arsenite3- + H+			arsenite<sup>2-</sup> // arsenite<sup>3-</sup> // H<SUP>+</SUP>
a [protein]-L-proline (omega = 180)  <-->  a [protein]-L-proline (omega = 0)	EC-5.2.1.8		a [protein]-L-proline (&omega; = 180) // a [protein]-L-proline (&omega; = 0)
formate + UTP + H+  ->  dUTP + CO2 + H2O	EC-1.1.98.6	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	H<SUP>+</SUP> // UTP // formate // dUTP // CO<SUB>2</SUB> // H<sub>2</sub>O
Fenton reaction			Fe<sup>2+</sup> // hydrogen peroxide // hydroxyl radical // OH<SUP>-</SUP> // Fe<SUP>3+</SUP>
2'-deoxyguanosine 3'-monophosphate[periplasm] + H2O[periplasm]  ->  2'-deoxyguanosine[periplasm] + phosphate[periplasm]	EC-3.1.3.34		H<sub>2</sub>O // 2'-deoxyguanosine 3'-monophosphate // 2'-deoxyguanosine // phosphate
dTDP-4-amino-4,6-dideoxy-alpha-D-galactose + acetyl-CoA  ->  dTDP-4-acetamido-alpha-D-fucose + coenzyme A + H+	EC-2.3.1.210	dTDP-<i>N</i>-acetylthomosamine biosynthesis	acetyl-CoA // dTDP-4-amino-4,6-dideoxy-&alpha;-D-galactose // H<SUP>+</SUP> // dTDP-4-acetamido-&alpha;-D-fucose // coenzyme A
L-4-hydroxy-2-oxoglutarate aldolase	EC-4.1.3.42		(4<i>S</i>)-4-hydroxy-2-oxoglutarate // glyoxylate // pyruvate
N-acetyl-alpha-D-glucosamine 1-phosphate + UTP + H+  ->  UDP-N-acetyl-alpha-D-glucosamine + diphosphate	EC-2.7.7.23	peptidoglycan recycling I // UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	UTP // <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate // H<SUP>+</SUP> // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // diphosphate
dGTP + H2O  ->  2'-deoxyguanosine + triphosphate	EC-3.1.5.1		dGTP // H<sub>2</sub>O // 2'-deoxyguanosine // triphosphate
maltopentaose + phosphate  ->  alpha-D-glucopyranose 1-phosphate + maltotetraose	EC-2.4.1.1		phosphate // maltopentaose // &alpha;-D-glucopyranose 1-phosphate // maltotetraose
L-aspartate + L-citrulline + ATP  ->  L-arginino-succinate + AMP + diphosphate + H+	EC-6.3.4.5	L-arginine biosynthesis I (via L-ornithine)	ATP // L-citrulline // L-aspartate // H<SUP>+</SUP> // L-arginino-succinate // diphosphate // AMP
ammonium + L-glutamate + ATP  ->  L-glutamine + ADP + phosphate + H+	EC-6.3.1.2	ammonia assimilation cycle III // L-aspartate degradation III (anaerobic) // L-aspartate degradation II (aerobic) // L-glutamine biosynthesis I	ATP // L-glutamate // ammonium // H<SUP>+</SUP> // L-glutamine // ADP // phosphate
beta-L-lyxopyranose  <-->  L-xylulose	EC-5.1.3	L-lyxose degradation	&beta;-L-lyxopyranose // L-xylulose
an [oxidized DsbD protein][inner membrane] + two reduced cysteine residues in a protein[periplasm]  <-  a [reduced DsbD protein][inner membrane] + an intra-protein disulfide[periplasm]	EC-1.8.4.16	periplasmic disulfide bond reduction	two reduced cysteine residues in a protein // an [oxidized DsbD protein] // a [reduced DsbD protein] // an intra-protein disulfide
spermidine + glutathione + ATP  ->  glutathionylspermidine + ADP + phosphate + H+	EC-6.3.1.9 // EC-6.3.1.8	glutathionylspermidine biosynthesis	ATP // glutathione // spermidine // H<SUP>+</SUP> // glutathionylspermidine // ADP // phosphate
an ADP-sugar + H2O  ->  AMP + an alpha-D-aldose 1-phosphate + 2 H+	EC-3.6.1.21		H<sub>2</sub>O // an ADP-sugar // AMP // an &alpha;-D-aldose 1-phosphate // H<SUP>+</SUP>
L-tyrosine + 2-oxoglutarate  <-->  3-(4-hydroxyphenyl)pyruvate + L-glutamate	EC-2.6.1.1 // EC-2.6.1.57 // EC-2.6.1.5 // EC-2.6.1.27	L-tyrosine biosynthesis I	2-oxoglutarate // L-tyrosine // 3-(4-hydroxyphenyl)pyruvate // L-glutamate
succinate + a ubiquinone[inner membrane]  ->  fumarate + a ubiquinol[inner membrane]	EC-1.3.5.1	succinate to cytochrome <i>bo</i> oxidase electron transfer // succinate to cytochrome <i>bd</i> oxidase electron transfer // TCA cycle I (prokaryotic)	succinate // a ubiquinone // a ubiquinol // fumarate
inosine + phosphate  <-->  alpha-D-ribose-1-phosphate + hypoxanthine	EC-2.4.2.1	purine ribonucleosides degradation // adenine and adenosine salvage III // adenosine nucleotides degradation II	phosphate // inosine // &alpha;-D-ribose-1-phosphate // hypoxanthine
(7R,8S)-diaminononanoate + CO2  ->  (7R,8S)-8-amino-7-(carboxyamino)nonanoate + 2 H+		CO2 + (7R,8S)-diaminononanoate + ATP  ->  dethiobiotin + ADP + phosphate + 3 H+	CO<SUB>2</SUB> // (7<i>R</i>,8<i>S</i>)-diaminononanoate // (7<i>R</i>,8<i>S</i>)-8-amino-7-(carboxyamino)nonanoate // H<SUP>+</SUP>
a (3R)-3-hydroxytetradecanoyl-[acp] + UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine  ->  UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine + acyl-carrier protein + H+	EC-2.3.1.191	lipid IV<sub>A</sub> biosynthesis (<i>E. coli</i>)	UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-&alpha;-D-glucosamine // a (3<i>R</i>)-3-hydroxytetradecanoyl-[acp] // UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
3-methyl-2-oxobutanoate + acetyl-CoA + H2O  ->  (2S)-2-isopropylmalate + coenzyme A + H+	EC-2.3.3.13	L-leucine biosynthesis	H<sub>2</sub>O // acetyl-CoA // 3-methyl-2-oxobutanoate // H<SUP>+</SUP> // (2<i>S</i>)-2-isopropylmalate // coenzyme A
cholate + NAD+  ->  3alpha,12alpha-dihydroxy-7-oxo-5beta-cholan-24-oate + NADH + H+	EC-1.1.1.159		cholate // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // 3&alpha;,12&alpha;-dihydroxy-7-oxo-5&beta;-cholan-24-oate
a 1,2-diacyl-3-(6-sulfo-alpha-D-quinovosyl)-sn-glycerol + H2O  ->  6-sulfo-alpha-D-quinovose + a 1,2-diglyceride	EC-3.2.1.199	sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation	H<sub>2</sub>O // a 1,2-diacyl-3-(6-sulfo-&alpha;-D-quinovosyl)-<i>sn</i>-glycerol // 6-sulfo-&alpha;-D-quinovose // a 1,2-diglyceride
3-isopropylmalate dehydratase		(2R,3S)-3-isopropylmalate  <-->  (2S)-2-isopropylmalate // L-leucine biosynthesis	H<sub>2</sub>O // 2-isopropylmaleate // (2<i>S</i>)-2-isopropylmalate
2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und + GDP-beta-L-fucose  ->  alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und + GDP + H+	EC-2.4.1	colanic acid (<i>Escherichia coli</i> K12) biosynthesis	GDP-&beta;-L-fucose // 2/3-<i>O</i>-Ac-&alpha;-L-Fuc-(1&rarr;3)-&alpha;-D-Glc-PP-Und // &alpha;-L-Fuc-(1&rarr;4)-2/3-<i>O</i>-Ac-&alpha;-L-Fuc-(1&rarr;3)-&alpha;-D-Glc-PP-Und // GDP // H<SUP>+</SUP>
N-(4-aminobenzoyl)-L-glutamate + H2O  ->  4-aminobenzoate + L-glutamate	EC-3.5.1		<i>N</i>-(4-aminobenzoyl)-L-glutamate // H<sub>2</sub>O // 4-aminobenzoate // L-glutamate
selenite + an oxidized electron carrier + H2O  <-  selenate + a reduced two electron carrier	EC-1.97.1.9		an oxidized electron carrier // H<sub>2</sub>O // selenite // selenate // a reduced two electron carrier
a [2,3-dihydroxybenzoyl-carrier protein] + coenzyme A  ->  a holo-[2,3-dihydroxybenzoyl-carrier protein] + adenosine 3',5'-bisphosphate + H+	EC-2.7.8.7	enterobactin biosynthesis	coenzyme A // an <i>apo</i>-[2,3-dihydroxybenzoyl-carrier protein] // a <i>holo</i>-[2,3-dihydroxybenzoyl-carrier protein] // adenosine 3',5'-bisphosphate // H<SUP>+</SUP>
CTP + a 2,3,4-saturated 1,2-diacyl-sn-glycerol 3-phosphate + H+  ->  a CDP-2,3,4-saturated-diacylglycerol + diphosphate	EC-2.7.7.41		H<SUP>+</SUP> // a 2,3,4-saturated 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate // CTP // diphosphate // a CDP-2,3,4-saturated-diacylglycerol
phenylacetyl-CoA + H2O  ->  phenylacetate + coenzyme A + H+	EC-3.1.2		H<sub>2</sub>O // phenylacetyl-CoA // phenylacetate // coenzyme A // H<SUP>+</SUP>
ATP + pyridoxal  ->  ADP + pyridoxal 5'-phosphate + H+	EC-2.7.1.35	pyridoxal 5'-phosphate salvage I	pyridoxal // ATP // H<SUP>+</SUP> // ADP // pyridoxal 5'-phosphate
5'-deoxyadenosine + H2O  ->  5-deoxy-D-ribose + adenine	EC-3.2.2.9		H<sub>2</sub>O // 5'-deoxyadenosine // 5-deoxy-D-ribose // adenine
1,4-dihydroxy-2-naphthoyl-CoA + H2O  ->  1,4-dihydroxy-2-naphthoate + coenzyme A + H+	EC-3.1.2.28	2-carboxy-1,4-naphthoquinol biosynthesis	H<sub>2</sub>O // 1,4-dihydroxy-2-naphthoyl-CoA // H<SUP>+</SUP> // 1,4-dihydroxy-2-naphthoate // coenzyme A
a [DNA ligase]-L-lysine + NAD+  ->  a [DNA ligase]-N6-(5'-adenylyl)-L-lysine + beta-nicotinamide D-ribonucleotide + 2 H+		a [DNA]-3'-hydroxyl + a 5'-phospho-[DNA] + NAD+  ->  [DNA] + AMP + beta-nicotinamide D-ribonucleotide + H+	a [DNA ligase]-L-lysine // NAD<sup>+</sup> // a [DNA ligase]-<i>N</i><sup>6</sup>-(5'-adenylyl)-L-lysine // &beta;-nicotinamide D-ribonucleotide // H<SUP>+</SUP>
a nascent peptidoglycan with L,D cross links (meso-diaminopimelate containing)[periplasm]  ->  a mature peptidoglycan with L,D cross-links (meso-diaminopimelate containing)[periplasm] + di-trans,octa-cis-undecaprenyl diphosphate[periplasm] + H+[periplasm]		peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	a nascent peptidoglycan with L,D cross links (<i>meso</i>-diaminopimelate containing) // a mature peptidoglycan with L,D cross-links (<i>meso</i>-diaminopimelate containing) // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate // H<SUP>+</SUP>
an L-leucyl-[tRNALeu] + an N-terminal L-lysyl-[protein]  ->  a [protein] N-terminal L-leucyl-L-lysine + a tRNALeu + H+	EC-2.3.2.6	N-end rule pathway I (prokaryotic)	an N-terminal L-lysyl-[protein] // an L-leucyl-[tRNA<SUP>Leu</SUP>] // a [protein] N-terminal L-leucyl-L-lysine // a tRNA<SUP>Leu</SUP> // H<SUP>+</SUP>
FMN-N5-oxide + NADH + H+  ->  FMN + NAD+ + H2O		uracil + FMNH2 + NADH + dioxygen  ->  (Z)-3-ureidoacrylate + FMN + NAD+ + H2O + H+ // thymine + FMNH2 + NADH + dioxygen  ->  (Z)-2-methylureidoacrylate + FMN + NAD+ + H2O + H+	H<sub>2</sub>O // NAD<sup>+</sup> // FMN // FMN-<i>N</i><sup>5</sup>-oxide // NADH // H<SUP>+</SUP>
a 5,10-methenyltetrahydrofolate + H2O  ->  a (6S)-5-formyltetrahydrofolate + H+			H<sub>2</sub>O // a 5,10-methenyltetrahydrofolate // a (6<i>S</i>)-5-formyltetrahydrofolate // H<SUP>+</SUP>
cytidine + ATP  ->  CMP + ADP + H+	EC-2.7.1.48 // EC-2.7.1.213	pyrimidine ribonucleosides salvage I	ATP // cytidine // CMP // ADP // H<SUP>+</SUP>
a [hydroxymethylbilane synthase] ES3 intermediate + porphobilinogen  ->  a [hydroxymethylbilane synthase] ES4 intermediate + ammonium		4 porphobilinogen + H2O  ->  4 ammonium + preuroporphyrinogen	porphobilinogen // a [hydroxymethylbilane synthase] ES<sub>3</sub> intermediate // a [hydroxymethylbilane synthase] ES<sub>4</sub> intermediate // ammonium
D-serine  ->  2-aminoprop-2-enoate + H2O		D-serine  ->  pyruvate + ammonium // D-serine degradation	D-serine // 2-aminoprop-2-enoate // H<sub>2</sub>O
4-(2-aminophenyl)-2,4-dioxobutanoate  ->  kynurenate + H2O + H+		L-kynurenine + 2-oxoglutarate  ->  kynurenate + L-glutamate + H2O + H+	4-(2-aminophenyl)-2,4-dioxobutanoate // kynurenate // H<sub>2</sub>O // H<SUP>+</SUP>
(R)-lactate + H+  <-->  (R)-lactic acid			H<SUP>+</SUP> // (<i>R</i>)-lactate // <i>(R)</i>-lactic acid
UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase	EC-2.7.8.13	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	<i>di-trans,octa-cis</i>-undecaprenyl phosphate // UDP-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala // Und-PP-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala // UMP
a holo [citrate lyase acyl-carrier protein] + S-acetyl phosphopantetheine  ->  an acetyl-holo [citrate lyase acyl-carrier protein] + 4'-phosphopantetheine	EC-2.3.1.49	citrate lyase activation	S-acetyl phosphopantetheine // a <i>holo</i> [citrate lyase acyl-carrier protein] // an acetyl-<i>holo</i> [citrate lyase acyl-carrier protein] // 4'-phosphopantetheine
D-serine  ->  pyruvate + ammonium	EC-4.3.1.18		D-serine // pyruvate // ammonium
2 dehydroascorbate + dioxygen  ->  2 cyclic-2,3-O-oxalyl-L-threonate			dioxygen // dehydroascorbate // cyclic-2,3-<i>O</i>-oxalyl-L-threonate
aldehydo-L-fucose  <-->  L-fucopyranose			<i>aldehydo</i>-L-fucose // L-fucopyranose
thymidine + phosphate  <-->  2-deoxy-alpha-D-ribose 1-phosphate + thymine	EC-2.4.2.2 // EC-2.4.2.4	pyrimidine deoxyribonucleosides degradation // salvage pathways of pyrimidine deoxyribonucleotides	phosphate // thymidine // 2-deoxy-&alpha;-D-ribose 1-phosphate // thymine
guanosine 3'-monophosphate[periplasm] + H2O[periplasm]  ->  guanosine[periplasm] + phosphate[periplasm]	EC-3.1.3.6		H<sub>2</sub>O // guanosine 3'-monophosphate // guanosine // phosphate
6-methoxy-3-methyl-2-all-trans-octaprenyl-1,4-benzoquinol + a reduced two electron carrier + dioxygen  ->  3-demethylubiquinol-8 + an oxidized electron carrier + H2O	EC-1.14.99.60	ubiquinol-8 biosynthesis (early decarboxylation)	a reduced two electron carrier // dioxygen // 6-methoxy-3-methyl-2-<i>all-trans</i>-octaprenyl-1,4-benzoquinol // 3-demethylubiquinol-<i>8</i> // H<sub>2</sub>O // an oxidized electron carrier
(S)-dihydroorotate + H2O  <-->  N-carbamoyl-L-aspartate + H+	EC-3.5.2.3	UMP biosynthesis I	H<sub>2</sub>O // (<i>S</i>)-dihydroorotate // H<SUP>+</SUP> // <i>N</i>-carbamoyl-L-aspartate
enterobactin + H2O  ->  N-(2,3-dihydroxybenzoyl)-L-serine trimer + H+	EC-3.1.1.107	enterobactin hydrolase	H<sub>2</sub>O // enterobactin // <i>N</i>-(2,3-dihydroxybenzoyl)-L-serine trimer // H<SUP>+</SUP>
ATP + H2O  ->  ADP + phosphate + H+	EC-3.6.1.15		H<sub>2</sub>O // ATP // H<SUP>+</SUP> // ADP // phosphate
a [protein]-L-tyrosine phosphate + H2O  ->  a [protein]-L-tyrosine + phosphate	EC-3.1.3.48		H<sub>2</sub>O // a [protein]-L-tyrosine phosphate // phosphate // a [protein]-L-tyrosine
D-alanine dehydrogenase	EC-1.4.5	L-alanine degradation I	D-alanine // H<sub>2</sub>O // an electron-transfer quinone // an electron-transfer quinol // ammonium // pyruvate
glycerone phosphate  ->  methylglyoxal + phosphate	EC-4.2.3.3		glycerone phosphate // methylglyoxal // phosphate
gamma-glutamyl-L-putrescine + H2O + dioxygen  ->  4-(gamma-L-glutamylamino)butanal + hydrogen peroxide + ammonium	EC-1.4.3	putrescine degradation II	dioxygen // H<sub>2</sub>O // &gamma;-glutamyl-L-putrescine // 4-(&gamma;-L-glutamylamino)butanal // hydrogen peroxide // ammonium
an [oxidized DsbD protein][inner membrane] + a CcmG protein with reduced cysteine residues[periplasm]  <-  a [reduced DsbD protein][inner membrane] + a CcmG protein with an internal disulfide bridge[periplasm]	EC-1.8.4.16	cytochrome <i>c</i> biogenesis (system I type)	a CcmG protein with reduced cysteine residues // an [oxidized DsbD protein] // a [reduced DsbD protein] // a CcmG protein with an internal disulfide bridge
a tRNAGly + glycine + ATP  ->  a glycyl-[tRNAGly] + AMP + diphosphate	EC-6.1.1.14	tRNA charging	ATP // glycine // a tRNA<SUP>Gly</SUP> // a glycyl-[tRNA<SUP>Gly</SUP>] // diphosphate // AMP
3-phenylpropanoate + NADH + dioxygen + H+  ->  3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate + NAD+	EC-1.14.12.19	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	H<SUP>+</SUP> // dioxygen // NADH // 3-phenylpropanoate // 3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate // NAD<sup>+</sup>
a phosphate monoester[periplasm] + H2O[periplasm]  ->  an alcohol[periplasm] + phosphate[periplasm]	EC-3.1.3.1		H<sub>2</sub>O // a phosphate monoester // an alcohol // phosphate
2'-deoxyuridine + phosphate  <-->  2-deoxy-alpha-D-ribose 1-phosphate + uracil	EC-2.4.2.3 // EC-2.4.2.2	pyrimidine deoxyribonucleosides degradation // salvage pathways of pyrimidine deoxyribonucleotides	phosphate // 2'-deoxyuridine // 2-deoxy-&alpha;-D-ribose 1-phosphate // uracil
2-dehydro-3-deoxy-D-gluconate 6-phosphate  ->  D-glyceraldehyde 3-phosphate + pyruvate	EC-4.1.2.55 // EC-4.1.2.14	Entner-Doudoroff shunt // D-galacturonate degradation I // D-fructuronate degradation	2-dehydro-3-deoxy-D-gluconate 6-phosphate // D-glyceraldehyde 3-phosphate // pyruvate
D-sorbitol 6-phosphate + NAD+  <-->  keto-D-fructose 6-phosphate + NADH + H+	EC-1.1.1.140	D-sorbitol degradation II	NAD<sup>+</sup> // D-sorbitol 6-phosphate // <i>keto</i>-D-fructose 6-phosphate // NADH // H<SUP>+</SUP>
ADP reductase	EC-1.17.4.1	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	H<sub>2</sub>O // an oxidized thioredoxin // dADP // ADP // a reduced thioredoxin
shikimate 3-phosphate + phosphoenolpyruvate  <-->  5-enolpyruvoyl-shikimate 3-phosphate + phosphate	EC-2.5.1.19	chorismate biosynthesis from 3-dehydroquinate	phospho<i>enol</i>pyruvate // shikimate 3-phosphate // 5-enolpyruvoyl-shikimate 3-phosphate // phosphate
N-acetylneuraminate  =  N-acetyl-D-mannosamine + pyruvate	EC-4.1.3.3		<i>N</i>-acetylneuraminate // <i>N</i>-acetyl-D-mannosamine // pyruvate
(5Z)-tetradecenoyl-CoA + acetyl-CoA  <-  3-oxo-(7Z)-hexadecenoyl-CoA + coenzyme A	EC-2.3.1.16	oleate &beta;-oxidation	acetyl-CoA // (5Z)-tetradecenoyl-CoA // 3-oxo-(7Z)-hexadecenoyl-CoA // coenzyme A
a quinone + NADPH + H+  ->  a quinol + NADP+	EC-1.6.5.10		H<SUP>+</SUP> // NADPH // a quinone // a quinol // NADP<sup>+</sup>
alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A (E. coli) + ADP-L-glycero-beta-D-manno-heptose  ->  alpha-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A (E. coli) + ADP + H+	EC-2.4.99.23	lipid A-core biosynthesis (<i>E. coli</i> K-12)	ADP-L-glycero-&beta;-D-<I>manno</I>-heptose // &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A (<i>E. coli</i>) // &alpha;-Hep-(1&rarr;5)-[&alpha;-Kdo-(2&rarr;4)]-&alpha;-Kdo-(2&rarr;6)-lipid A (<i>E. coli</i>) // ADP // H<SUP>+</SUP>
adenosine 3',5'-bisphosphate + H2O  ->  AMP + phosphate	EC-3.1.3.7		H<sub>2</sub>O // adenosine 3',5'-bisphosphate // phosphate // AMP
D-phenylhydantoin + H2O  ->  N-carbamoyl-D-phenylglycine + H+	EC-3.5.2		H<sub>2</sub>O // D-phenylhydantoin // <i>N</i>-carbamoyl-D-phenylglycine // H<SUP>+</SUP>
a (3R,9Z)-3-hydroxyhexadec-9-enoyl-[acp]  ->  a (2E,9Z)-hexadeca-2,9-dienoyl-[acp] + H2O	EC-4.2.1.59	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	a (3<i>R</i>,9<i>Z</i>)-3-hydroxyhexadec-9-enoyl-[acp] // a (2<i>E</i>,9<i>Z</i>)-hexadeca-2,9-dienoyl-[acp] // H<sub>2</sub>O
L-methionine + hydrogen peroxide  ->  L-methionine-(R)-S-oxide + H2O			hydrogen peroxide // L-methionine // L-methionine-(<i>R</i>)-<i>S</i>-oxide // H<sub>2</sub>O
a C-nitro compound + 2 NADPH + 2 H+  ->  a hydroxylamino group-containing compound + 2 NADP+ + H2O	EC-1.7.1		H<sub>2</sub>O // NADP<sup>+</sup> // a hydroxylamino group-containing compound // a C-nitro compound // NADPH // H<SUP>+</SUP>
a tRNA precursor with a 5' extension and a long 3' trailer + n H2O  ->  a tRNA precursor with a 5' extension and a short 3' extension + n a nucleoside 5'-monophosphate	EC-3.1.13.1	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a long 3' trailer // a tRNA precursor with a 5' extension and a short 3' extension // a nucleoside 5'-monophosphate
a [protein] C-terminal L-glutamate + L-glutamate + ATP  ->  a [protein] C-terminal alpha-L-glutamate-alpha-L-glutamate + ADP + phosphate + H+	EC-6.3.2		ATP // L-glutamate // a [protein] C-terminal L-glutamate // a [protein] C-terminal &alpha;-L-glutamate-&alpha;-L-glutamate // ADP // phosphate // H<SUP>+</SUP>
dihydrouridine synthase	EC-1.1.1		NADP<sup>+</sup> // a 5,6-dihydrouridine in tRNA // a uridine in tRNA // NADPH // H<SUP>+</SUP>
thiocyanate  <-->  isothiocyanate			thiocyanate // isothiocyanate
L-idonate 2-dehydrogenase	EC-1.1.1	ketogluconate metabolism	NADP<sup>+</sup> // L-idonate // 2-keto-L-gulonate // NADPH // H<SUP>+</SUP>
palmitoleoyl-CoA + 1-cis-vaccenoyl-sn-glycerol-3-phosphate  ->  1-cis-vaccenoyl-2-palmitoleoyl-sn-glycerol-3-phosphate + coenzyme A	EC-2.3.1.51		1-<i>cis</i>-vaccenoyl-<i>sn</i>-glycerol-3-phosphate // palmitoleoyl-CoA // 1-cis-vaccenoyl-2-palmitoleoyl-<i>sn</i>-glycerol-3-phosphate // coenzyme A
[(R)-lipoyl]adenylate + [glycine cleavage system lipoyl-carrier protein]-L-lysine  ->  a [glycine-cleavage complex H protein] N6-[(R)-lipoyl]-L-lysine + AMP + 2 H+		lipoate--GcvH protein ligase	[glycine cleavage system lipoyl-carrier protein]-L-lysine // [(<i>R</i>)-lipoyl]adenylate // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-[(<i>R</i>)-lipoyl]-L-lysine // AMP // H<SUP>+</SUP>
