Reaction	EC-Number	In-Pathway	Substrates
n ATP + a [tubulin]-L-glutamate + n L-glutamate  ->  a  [tubulin]-(gamma-(poly-alpha-L-glutamyl)-L-glutamyl)-L-glutamate + n ADP + n phosphate + n H+	EC-6.3.2.61		L-glutamate // a [tubulin]-L-glutamate // ATP // a  [tubulin]-(&gamma;-(poly-&alpha;-L-glutamyl)-L-glutamyl)-L-glutamate // ADP // phosphate // H<SUP>+</SUP>
UDP-alpha-D-glucuronate + a 3-O-[alpha-Xyl-(1->3)-beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein]  ->  UDP + a 3-O-[beta-GlcA-(1->3)-alpha-Xyl-(1->3)-beta-GlcA(1->4)-beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein] + H+	EC-2.4.1	&alpha;-dystroglycan glycosylation	a 3-<i>O</i>-[&alpha;-Xyl-(1&rarr;3)-&beta;-GlcA(1&rarr;4)-&beta;-Xyl-(1&rarr;4)-(Rbo5P)<sub>2</sub>-3-&beta;GalNAc-(1&rarr;3)-&beta;GlucNAc-(1&rarr;4)-(P6)-<i>O</i>-&alpha;Man]-Ser/Thr-[protein] // UDP-&alpha;-D-glucuronate // UDP // a 3-<i>O</i>-[&beta;-GlcA-(1&rarr;3)-&alpha;-Xyl-(1&rarr;3)-&beta;-GlcA(1&rarr;4)-&beta;-Xyl-(1&rarr;4)-(Rbo5P)<sub>2</sub>-3-&beta;GalNAc-(1&rarr;3)-&beta;GlucNAc-(1&rarr;4)-(P6)-<i>O</i>-&alpha;Man]-Ser/Thr-[protein] // H<SUP>+</SUP>
L-glutamine + L-aspartate + ATP + H2O  ->  L-glutamate + L-asparagine + AMP + diphosphate + H+	EC-6.3.5.4	L-asparagine biosynthesis	ATP // L-aspartate // L-glutamine // H<sub>2</sub>O // H<SUP>+</SUP> // L-glutamate // L-asparagine // diphosphate // AMP
(3R,5Z,8Z,11Z,14Z,17Z)-3-hydroxydocosapentaenoyl-CoA + NAD(P)+  <-  (5Z,8Z,11Z,14Z,17Z)-3-oxodocosapentaenoyl-CoA + NAD(P)H + H+	EC-1.1.1.330	docosahexaenoate biosynthesis IV (4-desaturase, mammals) // docosahexaenoate biosynthesis III (6-desaturase, mammals)	NAD(P)<sup>+</sup> // (3R,5Z,8Z,11Z,14Z,17Z)-3-hydroxydocosapentaenoyl-CoA // (5Z,8Z,11Z,14Z,17Z)-3-oxodocosapentaenoyl-CoA // NAD(P)H // H<SUP>+</SUP>
L-cysteine + H2O  ->  pyruvate + hydrogen sulfide + ammonium	EC-4.4.1.1 // EC-4.4.1.28	hydrogen sulfide biosynthesis II (mammalian)	H<sub>2</sub>O // L-cysteine // pyruvate // hydrogen sulfide // ammonium
2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate + H2O  ->  1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + phosphate	EC-3.1.3.87	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation // 5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate + H2O  ->  1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + phosphate + H+	H<sub>2</sub>O // 2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate // 1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one // phosphate
CTP + 2 H2O  =  CMP + 2 phosphate + 2 H+	EC-3.6.1.5		CTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // CMP
UDP-alpha-D-galactose + a ganglioside GM2  ->  a ganglioside GM1a + UDP + H+	EC-2.4.1.62	ganglio-series glycosphingolipids biosynthesis	a ganglioside GM2 // UDP-&alpha;-D-galactose // a ganglioside GM1a // H<SUP>+</SUP> // UDP
2 L-ascorbate + hydrogen peroxide  ->  L-ascorbate + dehydroascorbate + 2 H2O	EC-1.11.1.11		hydrogen peroxide // L-ascorbate // dehydroascorbate // H<sub>2</sub>O
(8S)-HpETE + 2 glutathione  ->  8(S)-HETE + glutathione disulfide + H2O	EC-1.11.1.12	arachidonate metabolites biosynthesis	glutathione // (8<i>S</i>)-HpETE // 8(<i>S</i>)-HETE // H<sub>2</sub>O // glutathione disulfide
NAD+ + H2O  ->  ADP-D-ribose + nicotinamide + H+	EC-3.2.2.6		NAD<sup>+</sup> // H<sub>2</sub>O // H<SUP>+</SUP> // ADP-D-ribose // nicotinamide
sphingosine 1-phosphate  ->  (2E)-hexadecenal + O-phosphoethanolamine	EC-4.3.2	sphingosine and sphingosine-1-phosphate metabolism	sphingosine 1-phosphate // (2E)-hexadecenal // <i>O</i>-phosphoethanolamine
4 porphobilinogen + H2O  ->  4 ammonium + preuroporphyrinogen	EC-2.5.1.61	tetrapyrrole biosynthesis	porphobilinogen // H<sub>2</sub>O // ammonium // preuroporphyrinogen
ATP + an L-glutamyl-[tRNAGln]  ->  a 5-phosphooxy-L-glutamyl-[tRNAGln] + ADP		glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation // L-glutamine + an L-glutamyl-[tRNAGln] + ATP + H2O  ->  L-glutamate + an L-glutaminyl-[tRNAGln] + ADP + phosphate + H+	an L-glutamyl-[tRNA<sup>Gln</sup>] // ATP // a 5-phosphooxy-L-glutamyl-[tRNA<sup>Gln</sup>] // ADP
all-trans-retinal + H2O + dioxygen  ->  all-trans-retinoate + hydrogen peroxide + H+	EC-1.2.3.1		dioxygen // H<sub>2</sub>O // <i>all-trans</i>-retinal // <i>all-trans</i>-retinoate // hydrogen peroxide // H<SUP>+</SUP>
an O-phospho-L-seryl-[tRNASec] + selenophosphate + H2O  ->  an L-selenocysteinyl-[tRNAsec] + 2 phosphate	EC-2.9.1.2	L-selenocysteine biosynthesis	H<sub>2</sub>O // selenophosphate // an <i>O</i>-phospho-L-seryl-[tRNA<sup>Sec</sup>] // an L-selenocysteinyl-[tRNA<SUP>sec</SUP>] // phosphate
L-gulonate + NADP+  ->  aldehydo-D-glucuronate + NADPH + H+	EC-1.1.1.19	D-glucuronate degradation	L-gulonate // NADP<sup>+</sup> // <i>aldehydo</i>-D-glucuronate // NADPH // H<SUP>+</SUP>
15(S)-HETE + dioxygen  ->  lipoxin A4	EC-1.13.11.33	arachidonate metabolites biosynthesis	dioxygen // 15(<i>S</i>)-HETE // lipoxin A4
prostaglandin H1  ->  prostaglandin E1	EC-5.3.99.3	di-homo-&gamma;-linolenate metabolites biosynthesis	prostaglandin H<sub>1</sub> // prostaglandin E<sub>1</sub>
13'-hydroxy-alpha-tocopherol  ->  5'-alpha-carboxylmethylbutylhydroxychroman		&alpha;-tocopherol degradation	13'-hydroxy-&alpha;-tocopherol // 5'-&alpha;-carboxylmethylbutylhydroxychroman
4-hydroxy-4-(3-pyridyl)-butanoate + an oxidized electron carrier  <-  4-oxo-4-(3-pyridyl)-butanoate + a reduced two electron carrier	EC-1.1	nicotine degradation IV // nicotine degradation V	an oxidized electron carrier // 4-hydroxy-4-(3-pyridyl)-butanoate // 4-oxo-4-(3-pyridyl)-butanoate // a reduced two electron carrier
palmitoyl-CoA + cholesterol  ->  cholesteryl palmitate + coenzyme A	EC-2.3.1.26		cholesterol // palmitoyl-CoA // cholesteryl palmitate // coenzyme A
3 S-adenosyl-L-methionine + a [histone H3]-L-lysine-79  ->  3 S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-79 + 3 H+	EC-2.1.1.360		a [histone H3]-L-lysine-79 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-79 // H<SUP>+</SUP>
pyridoxamine 5'-phosphate + H2O  ->  pyridoxamine + phosphate	EC-3.1.3.74		H<sub>2</sub>O // pyridoxamine 5'-phosphate // pyridoxamine // phosphate
2 glutathione + an organic hydroperoxide  ->  glutathione disulfide + an alcohol + H2O	EC-1.11.1.27		an organic hydroperoxide // glutathione // glutathione disulfide // H<sub>2</sub>O // an alcohol
L-thyroxine  ->  tetraiodothyroacetate		thyroid hormone metabolism II (via conjugation and/or degradation)	L-thyroxine // tetraiodothyroacetate
L-glutamate-5-semialdehyde[mitochondrial lumen] + NADP+[mitochondrial lumen] + phosphate[mitochondrial lumen]  <-  gamma-L-glutamyl 5-phosphate[mitochondrial lumen] + NADPH[mitochondrial lumen] + H+[mitochondrial lumen]	EC-1.2.1.41	ornithine <i>de novo </i> biosynthesis // L-proline biosynthesis	NADP<sup>+</sup> // phosphate // L-glutamate-5-semialdehyde // &gamma;-L-glutamyl 5-phosphate // NADPH // H<SUP>+</SUP>
(R)-lactate[in] + an electron-transfer quinone[membrane]  ->  pyruvate[in] + an electron-transfer quinol[membrane]	EC-1.1.5.12	methylglyoxal degradation I	(<i>R</i>)-lactate // an electron-transfer quinone // an electron-transfer quinol // pyruvate
15(S)-HpEPE + 2 glutathione  ->  15(S)-HEPE + glutathione disulfide + H2O	EC-1.11.1.12	icosapentaenoate metabolites biosynthesis	glutathione // 15(<i>S</i>)-HpEPE // 15(<i>S</i>)-HEPE // H<sub>2</sub>O // glutathione disulfide
2-oxo-3-sulfanylpropanoate + a reduced thioredoxin  ->  pyruvate + hydrogen sulfide + an oxidized thioredoxin	EC-2.8.1.2	L-cysteine degradation III	a reduced thioredoxin // 2-oxo-3-sulfanylpropanoate // pyruvate // hydrogen sulfide // an oxidized thioredoxin
(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin + 2 NADP+  <-  (6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin + 2 NADPH + 2 H+	EC-1.1.1.153		NADP<sup>+</sup> // (6<i>R</i>)-L-<i>erythro</i>-5,6,7,8-tetrahydrobiopterin // H<SUP>+</SUP> // NADPH // (6<i>R</i>)-6-pyruvoyl-5,6,7,8-tetrahydropterin
cotinine + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N'-hydroxymethyl-norcotinine + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.1	nicotine degradation V	dioxygen // a reduced [NADPH-hemoprotein reductase] // cotinine // <i>N</i>'-hydroxymethyl-norcotinine // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
(3R)-3-hydroxytetratriacontanoyl-CoA  ->  trans-tetratriaconta-2-enoyl-CoA + H2O	EC-4.2.1.134	ultra-long-chain fatty acid biosynthesis	(3<i>R</i>)-3-hydroxytetratriacontanoyl-CoA // <i>trans</i>-tetratriaconta-2-enoyl-CoA // H<sub>2</sub>O
2 geranylgeranyl diphosphate  ->  15-cis-phytoene + 2 diphosphate	EC-2.5.1.32		geranylgeranyl diphosphate // 15-<i>cis</i>-phytoene // diphosphate
(3R,5S)-3-hydroxy-1-pyrroline-5-carboxylate + H2O + H+  <-->  L-4-hydroxyglutamate semialdehyde		<i>trans</i>-4-hydroxy-L-proline degradation	H<SUP>+</SUP> // H<sub>2</sub>O // (3<i>R</i>,5<i>S</i>)-3-hydroxy-1-pyrroline-5-carboxylate // L-4-hydroxyglutamate semialdehyde
(indol-3-yl)acetaldehyde + NAD+ + H2O  ->  (indol-3-yl)acetate + NADH + 2 H+	EC-1.2.1.3	L-tryptophan degradation via tryptamine	H<sub>2</sub>O // NAD<sup>+</sup> // (indol-3-yl)acetaldehyde // (indol-3-yl)acetate // NADH // H<SUP>+</SUP>
nicotinate + NADP+  ->  nicotinate-adenine dinucleotide 2'-phosphate + nicotinamide	EC-2.4.99.20		nicotinate // NADP<sup>+</sup> // nicotinate-adenine dinucleotide 2'-phosphate // nicotinamide
a glycogen + phosphate  ->  alpha-D-glucopyranose 1-phosphate + maltotetraose	EC-2.4.1.1		phosphate // a glycogen // &alpha;-D-glucopyranose 1-phosphate // maltotetraose
L-cystathionine + H2O  ->  2-oxobutanoate + L-cysteine + ammonium	EC-4.4.1.1	L-cysteine biosynthesis III (from L-homocysteine)	H<sub>2</sub>O // L-cystathionine // 2-oxobutanoate // L-cysteine // ammonium
prostaglandin I3 + H2O  ->  Delta17-6-oxo-prostaglandin F1alpha		icosapentaenoate metabolites biosynthesis	H<sub>2</sub>O // prostaglandin I<sub>3</sub> // &Delta;17-6-oxo-prostaglandin F<sub>1&alpha;</sub>
(S)-2-amino-6-oxohexanoate + NAD(P)+ + H2O  ->  L-2-aminoadipate + NAD(P)H + 2 H+	EC-1.2.1.31	L-lysine degradation (saccharopine pathway)	H<sub>2</sub>O // NAD(P)<sup>+</sup> // (<i>S</i>)-2-amino-6-oxohexanoate // L-2-aminoadipate // NAD(P)H // H<SUP>+</SUP>
S-adenosyl-L-methionine + (R)-noradrenaline  ->  S-adenosyl-L-homocysteine + (R)-adrenaline + H+	EC-2.1.1.28	catecholamine biosynthesis // noradrenaline and adrenaline degradation	(<i>R</i>)-noradrenaline // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // (R)-adrenaline
2 acetyl-CoA  <-->  acetoacetyl-CoA + coenzyme A	EC-2.3.1.16 // EC-2.3.1.9	glutaryl-CoA degradation // mevalonate pathway // ketogenesis // ketolysis	acetyl-CoA // acetoacetyl-CoA // coenzyme A
an ultra-long-chain fatty acyl-CoA + a sphingoid base  ->  an ultra-long-chain ceramide + coenzyme A + H+	EC-2.3.1.298		a sphingoid base // an ultra-long-chain fatty acyl-CoA // an ultra-long-chain ceramide // coenzyme A // H<SUP>+</SUP>
keto-L-sorbose  <-->  L-sorbopyranose			<i>keto</i>-L-sorbose // L-sorbopyranose
2 S-adenosyl-L-methionine + a [protein]-L-arginine  ->  2 S-adenosyl-L-homocysteine + a [protein]-Nomega,N'omega-dimethyl-L-arginine + 2 H+	EC-2.1.1.320		a [protein]-L-arginine // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [protein]-<i>N</i><sup>&omega;</sup>,<i>N'</i><sup>&omega;</sup>-dimethyl-L-arginine // H<SUP>+</SUP>
5-hydroxytryptophol UDP-glucuronosyltransferase	EC-2.4.1.17	serotonin degradation	UDP-&alpha;-D-glucuronate // 5-hydroxytryptophol // 5-hydroxytryptophol glucuronide // UDP // H<SUP>+</SUP>
(<i>S</i>)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	EC-1.2.1.25	L-isoleucine degradation	coenzyme A // NAD<sup>+</sup> // (3<i>S</i>)-3-methyl-2-oxopentanoate // (2<i>S</i>)-2-methylbutanoyl-CoA // NADH // CO<SUB>2</SUB>
GMP + diphosphate  <-  guanine + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.8	guanine and guanosine salvage	diphosphate // GMP // guanine // 5-phospho-&alpha;-D-ribose 1-diphosphate
2 (2E,6E)-farnesyl diphosphate + NAD(P)H + H+  =  squalene + NAD(P)+ + 2 diphosphate	EC-2.5.1.21		H<SUP>+</SUP> // NAD(P)H // (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // squalene // diphosphate // NAD(P)<sup>+</sup>
(5Z,8Z,11Z,14Z,17Z)-icosapentaenoate + a reduced two electron carrier + dioxygen  ->  8-HEPE + an oxidized electron carrier + H2O		icosapentaenoate metabolites biosynthesis	a reduced two electron carrier // dioxygen // (5Z,8Z,11Z,14Z,17Z)-icosapentaenoate // 8-HEPE // H<sub>2</sub>O // an oxidized electron carrier
NADPH + H2O  ->  (R)-NADPHX			H<sub>2</sub>O // NADPH // (<i>R</i>)-NADPHX
a [protein] with an N-terminal L-glutamate  ->  a [protein] with an N-terminal 5-oxo-L-proline + H2O		5-oxo-L-proline metabolism	a [protein] with an N-terminal L-glutamate // a [protein] with an N-terminal 5-oxo-L-proline // H<sub>2</sub>O
pyruvate[mitochondrial lumen] + coenzyme A[mitochondrial lumen] + NAD+[mitochondrial lumen]  ->  acetyl-CoA[mitochondrial lumen] + CO2[mitochondrial lumen] + NADH[mitochondrial lumen]	EC-1.2.1.104		NAD<sup>+</sup> // coenzyme A // pyruvate // acetyl-CoA // CO<SUB>2</SUB> // NADH
2-iminobutanoate + H2O  ->  2-oxobutanoate + ammonium	EC-3.5.99.10	L-homocysteine + H2O  ->  hydrogen sulfide + 2-oxobutanoate + ammonium // L-cystathionine + H2O  ->  2-oxobutanoate + L-cysteine + ammonium // L-threonine  ->  2-oxobutanoate + ammonium	H<sub>2</sub>O // 2-iminobutanoate // 2-oxobutanoate // ammonium
S-adenosyl-L-methionine + (R)-adrenaline  ->  metanephrine + S-adenosyl-L-homocysteine + H+	EC-2.1.1.6	noradrenaline and adrenaline degradation	(R)-adrenaline // <i>S</i>-adenosyl-L-methionine // metanephrine // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
24,25-dihydrolanosterol 14-demethylase	EC-1.14.14.154	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	a reduced [NADPH-hemoprotein reductase] // dioxygen // 24,25-dihydrolanosterol // 4,4-dimethyl-5-&alpha;-cholesta-8,14-dien-3-&beta;-ol // formate // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase] // H<SUP>+</SUP>
(R)-3-(4-hydroxyphenyl)lactate + NAD+  <-  3-(4-hydroxyphenyl)pyruvate + NADH + H+	EC-1.1.1.110	4-hydroxybenzoate biosynthesis	NAD<sup>+</sup> // (R)-3-(4-hydroxyphenyl)lactate // 3-(4-hydroxyphenyl)pyruvate // NADH // H<SUP>+</SUP>
pyruvate + hydroxylamine  ->  pyruvic oxime + H2O			hydroxylamine // pyruvate // pyruvic oxime // H<sub>2</sub>O
androstenedione + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  19-hydroxyandrostenedione + an oxidized [NADPH-hemoprotein reductase] + H2O		androstenedione + 3 a reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  estrone + 3 an oxidized [NADPH-hemoprotein reductase] + formate + 4 H2O + H+ // estradiol biosynthesis I (via estrone)	dioxygen // a reduced [NADPH-hemoprotein reductase] // androstenedione // 19-hydroxyandrostenedione // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
2 ATP + L-glutamine + hydrogencarbonate + H2O  ->  L-glutamate + 2 ADP + carbamoyl phosphate + phosphate + 2 H+	EC-6.3.5.5	UMP biosynthesis	H<sub>2</sub>O // hydrogencarbonate // L-glutamine // ATP // H<SUP>+</SUP> // L-glutamate // ADP // phosphate // carbamoyl phosphate
a 1-acyl-2-arachidonoyl-sn-glycero-3-phospho-D-myo-inositol 4,5-bisphosphate + H2O  ->  2-arachidonoyl-sn-glycero-3-phospho-D-myo-inositol 4,5-bisphosphate + a fatty acid + H+	EC-3.1.1.118	2-arachidonoylglycerol biosynthesis	H<sub>2</sub>O // a 1-acyl-2-arachidonoyl-<i>sn</i>-glycero-3-phospho-D-myo-inositol 4,5-bisphosphate // 2-arachidonoyl-<i>sn</i>-glycero-3-phospho-D-myo-inositol 4,5-bisphosphate // a fatty acid // H<SUP>+</SUP>
(R)-4'-phosphopantothenate + L-cysteine + CTP  ->  (R)-4'-phosphopantothenoyl-L-cysteine + CMP + diphosphate + H+	EC-6.3.2.5		CTP // L-cysteine // (<i>R</i>)-4'-phosphopantothenate // H<SUP>+</SUP> // (R)-4'-phosphopantothenoyl-L-cysteine // diphosphate // CMP
pppGp(2'-5')A  ->  2',3'-cyclic GMP-AMP + diphosphate		ATP + GTP  ->  2',3'-cyclic GMP-AMP + 2 diphosphate	pppGp(2'-5')A // 2',3'-cyclic GMP-AMP // diphosphate
D-myo-inositol (1,4,5,6)-tetrakisphosphate + H2O  ->  D-myo-inositol (1,4,5)-trisphosphate + phosphate	EC-3.1.3		H<sub>2</sub>O // D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate // D-<i>myo</i>-inositol (1,4,5)-trisphosphate // phosphate
2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	EC-6.3.4.16	urea cycle	ammonium // hydrogencarbonate // ATP // ADP // phosphate // carbamoyl phosphate // H<SUP>+</SUP>
a 2,3,4-saturated fatty acyl CoA + acetyl-CoA  <-  a 2,3,4-saturated 3-oxoacyl-CoA + coenzyme A	EC-2.3.1.16	fatty acid &beta;-oxidation (peroxisome) // fatty acid &beta;-oxidation	acetyl-CoA // a 2,3,4-saturated fatty acyl CoA // a 2,3,4-saturated 3-oxoacyl-CoA // coenzyme A
alpha-D-Man-a-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-mannosyl phosphate  ->  alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+	EC-2.4.1.261	protein <i>N</i>-glycosylation initial phase (eukaryotic)	a dolichyl &beta;-D-mannosyl phosphate // &alpha;-D-Man-a-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // a dolichyl phosphate // H<SUP>+</SUP>
18-hydroxycorticosterone + 2 a reduced  adrenodoxin + 2 H+ + dioxygen  ->  aldosterone + 2 an oxidized adrenodoxin + 2 H2O	EC-1.14.15.5	mineralocorticoid biosynthesis	dioxygen // H<SUP>+</SUP> // a reduced  adrenodoxin // 18-hydroxycorticosterone // H<sub>2</sub>O // aldosterone // an oxidized adrenodoxin
a [protein] N-terminal-formyl-L-methionine + H2O  =  an N-terminal L-methionyl-[protein] + formate	EC-3.5.1.88		H<sub>2</sub>O // a [protein] N-terminal-formyl-L-methionine // an N-terminal L-methionyl-[protein] // formate
an N-(acyl)ethanolamine plasmalogen + H2O  ->  a 2-acyl-1-Z-alk-1-enyl-sn-glycerol 3-phosphoate + an N-acylethanolamine + H+	EC-3.1.4.54		H<sub>2</sub>O // an <i>N</i>-(acyl)ethanolamine plasmalogen // a 2-acyl-1-Z-alk-1-enyl-<i>sn</i>-glycerol 3-phosphoate // an <i>N</i>-acylethanolamine // H<SUP>+</SUP>
4,4-dimethyl-5alpha-cholesta-8-en-3beta-ol + 6 a ferrocytochrome b5 + 3 dioxygen + 5 H+  ->  4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol + 6 a ferricytochrome b5 + 4 H2O	EC-1.14.18.9	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // 4,4-dimethyl-5&alpha;-cholesta-8-en-3&beta;-ol // 4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8-en-3&beta;-ol // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O
L-thyroxine  ->  3-iodothyronamine		thyroid hormone metabolism II (via conjugation and/or degradation)	L-thyroxine // 3-iodothyronamine
(8Z,11Z,14Z,17Z)-3-oxoicosatetraenoyl-CoA + NAD(P)H + H+  ->  (3R,8Z,11Z,14Z,17Z)-3-hydroxyicosatetraenoyl-CoA + NAD(P)+	EC-1.1.1.330	icosapentaenoate biosynthesis II (6-desaturase, mammals)	H<SUP>+</SUP> // NAD(P)H // (8Z,11Z,14Z,17Z)-3-oxoicosatetraenoyl-CoA // (3R,8Z,11Z,14Z,17Z)-3-hydroxyicosatetraenoyl-CoA // NAD(P)<sup>+</sup>
3 S-adenosyl-L-methionine + a 2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2]  ->  a diphthine-[translation elongation factor 2] + 3 S-adenosyl-L-homocysteine + 3 H+	EC-2.1.1.98	diphthamide biosynthesis	a 2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2] // <i>S</i>-adenosyl-L-methionine // a diphthine-[translation elongation factor 2] // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
ATP + phytate  ->  ADP + 1D-myo-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate	EC-2.7.4.24	inositol diphosphates biosynthesis	phytate // ATP // ADP // 1D-<i>myo</i>-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate
(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  lanosterol	EC-5.4.99.7	lanosterol biosynthesis	(3<i>S</i>)-2,3-epoxy-2,3-dihydrosqualene // lanosterol
1-(3-aminopropyl)-pyrrolinium  ->  1,5-diazabicyclononane + H+			1-(3-aminopropyl)-pyrrolinium // H<SUP>+</SUP> // 1,5-diazabicyclononane
a 2,3,4-saturated (3R)-3-hydroxyacyl-CoA + NAD+  ->  a 2,3,4-saturated 3-oxoacyl-CoA + NADH + H+	EC-1.1.1	fatty acid &beta;-oxidation (peroxisome)	NAD<sup>+</sup> // a 2,3,4-saturated (3<i>R</i>)-3-hydroxyacyl-CoA // a 2,3,4-saturated 3-oxoacyl-CoA // NADH // H<SUP>+</SUP>
a [protein]-Nomega,N'omega-dimethyl-L-arginine + 2 2-oxoglutarate + 2 dioxygen  ->  a [protein]-L-arginine + 2 succinate + 2 CO2 + 2 formaldehyde	EC-1.14.11		2-oxoglutarate // dioxygen // a [protein]-<i>N</i><sup>&omega;</sup>,<i>N'</i><sup>&omega;</sup>-dimethyl-L-arginine // a [protein]-L-arginine // succinate // CO<SUB>2</SUB> // formaldehyde
(S)-NADHX + ATP  ->  ADP + NADH + phosphate + H+	EC-4.2.1.93	NADH repair	ATP // (<i>S</i>)-NADHX // H<SUP>+</SUP> // phosphate // NADH // ADP
a 1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine + a phosphatidylethanolamine  ->  an N-palmitoyl-phosphatidylethanolamine + a 1-lysophosphatidylcholine + H+	EC-2.3.1	palmitoyl ethanolamide biosynthesis	a phosphatidylethanolamine // a 1-palmitoyl-2-acyl-<i>sn</i>-glycero-3-phosphocholine // an <i>N</i>-palmitoyl-phosphatidylethanolamine // a 1-lysophosphatidylcholine // H<SUP>+</SUP>
adrenoyl-CoA + NADP+  <-  (2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA + NADPH + H+	EC-1.3.1.93	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)	NADP<sup>+</sup> // adrenoyl-CoA // (2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA // NADPH // H<SUP>+</SUP>
