Reaction	EC-Number	In-Pathway	Substrates
(R)-S-lactoylglutathione + H2O  ->  glutathione + (R)-lactate + H+	EC-3.1.2.6		H<sub>2</sub>O // (<i>R</i>)-<i>S</i>-lactoylglutathione // H<SUP>+</SUP> // glutathione // (<i>R</i>)-lactate
GDP-alpha-D-mannose  =  GDP-4-dehydro-alpha-D-rhamnose + H2O	EC-4.2.1.47		GDP-&alpha;-D-mannose // GDP-4-dehydro-&alpha;-D-rhamnose // H<sub>2</sub>O
(S)-3-hydroxybutanoyl-CoA + NADP+  <-  acetoacetyl-CoA + NADPH + H+	EC-1.1.1.157		NADP<sup>+</sup> // (<i>S</i>)-3-hydroxybutanoyl-CoA // acetoacetyl-CoA // NADPH // H<SUP>+</SUP>
dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose  ->  dTDP-4-dehydro-beta-L-rhamnose	EC-5.1.3.13	dTDP-&beta;-L-rhamnose biosynthesis	dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose // dTDP-4-dehydro-&beta;-L-rhamnose
(2S)-2-methylbutanoyl-CoA + an oxidized electron-transfer flavoprotein + H+  <-->  (E)-2-methylcrotonoyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.5	L-isoleucine degradation I	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // (2<i>S</i>)-2-methylbutanoyl-CoA // (<i>E</i>)-2-methylcrotonoyl-CoA // a reduced electron-transfer flavoprotein
an apo acyl-carrier protein + coenzyme A  ->  adenosine 3',5'-bisphosphate + a holo acyl-carrier protein + H+	EC-2.7.8.7	acyl carrier protein activation	coenzyme A // all <i>apo</i>-acyl carrier proteins // adenosine 3',5'-bisphosphate // all <i>holo</i>-acyl carrier proteins // H<SUP>+</SUP>
2,3,4-saturated fatty acyl-CoA synthetase	EC-6.2.1	fatty acid &beta;-oxidation I (generic)	ATP // coenzyme A // a 2,3,4-saturated fatty acid // a 2,3,4-saturated fatty acyl CoA // diphosphate // AMP
D-ribulose 5-phosphate  ->  formate + 1-deoxy-L-glycero-tetrulose 4-phosphate + H+	EC-4.1.99.12	flavin biosynthesis I (bacteria and plants)	D-ribulose 5-phosphate // H<SUP>+</SUP> // formate // 1-deoxy-L-glycero-tetrulose 4-phosphate
hydroxypyruvate reductase (NADP+)	EC-1.1.1		NADP<sup>+</sup> // D-glycerate // H<SUP>+</SUP> // hydroxypyruvate // NADPH
(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O  <-  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + 2 a reduced ferredoxin [iron-sulfur] cluster + H+	EC-1.17.7.1	methylerythritol phosphate pathway II	H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster // (<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate // 2-C-methyl-D-erythritol-2,4-cyclodiphosphate // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>
sulfate + ATP + H+  ->  adenosine 5'-phosphosulfate + diphosphate	EC-2.7.7.4	assimilatory sulfate reduction III // assimilatory sulfate reduction IV // sulfate activation for sulfonation	ATP // sulfate // H<SUP>+</SUP> // adenosine 5'-phosphosulfate // diphosphate
CTP + a 2,3,4-saturated 1,2-diacyl-sn-glycerol 3-phosphate + H+  ->  a CDP-2,3,4-saturated-diacylglycerol + diphosphate	EC-2.7.7.41		H<SUP>+</SUP> // a 2,3,4-saturated 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate // CTP // diphosphate // a CDP-2,3,4-saturated-diacylglycerol
5-aminolevulinyl-CoA  ->  2,5-piperidinedione + coenzyme A + H+			5-aminolevulinyl-CoA // 2,5-piperidinedione // coenzyme A // H<SUP>+</SUP>
GTP + 3 H2O  ->  2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + formate + diphosphate + 2 H+	EC-3.5.4.25	flavin biosynthesis I (bacteria and plants)	GTP // H<sub>2</sub>O // H<SUP>+</SUP> // diphosphate // 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one // formate
a D-hexose + ATP  ->  D-hexose 6-phosphate + ADP + H+	EC-2.7.1.1		ATP // a D-hexose // D-hexose 6-phosphate // ADP // H<SUP>+</SUP>
a tRNA precursor with a short 3' extension  ->  an uncharged tRNA + n a nucleoside 5'-monophosphate	EC-3.1.13.5	tRNA processing	a tRNA precursor with a short 3' extension // an uncharged tRNA // a nucleoside 5'-monophosphate
formate + H+  ->  CO2 + H2		(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	formate // H<SUP>+</SUP> // CO<SUB>2</SUB> // H<SUB>2</SUB>
a (7Z)-tetradec-7-enoyl-[acp] + NAD+  <-  a (2E,7Z)-tetradeca-2,7-dienoyl-[acp] + NADH + H+	EC-1.3.1.9	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	NAD<sup>+</sup> // a (7<i>Z</i>)-tetradec-7-enoyl-[acp] // a (2<i>E</i>,7<i>Z</i>)-tetradeca-2,7-dienoyl-[acp] // NADH // H<SUP>+</SUP>
(L-threonylcarbamoyl)adenylate + an adenine37 in tRNA  ->  an N6-L-threonylcarbamoyladenine37 in tRNA + AMP + H+	EC-2.3.1.234	N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	an adenine<sup>37</sup> in tRNA // (L-threonylcarbamoyl)adenylate // an <i>N</i><sup>6</sup>-L-threonylcarbamoyladenine<sup>37</sup> in tRNA // AMP // H<SUP>+</SUP>
a [SoxY protein]-S-(2-sulfodisulfanyl)-L-cysteine + H2O  ->  a [SoxY protein]-S-disulfanyl-L-cysteine + sulfate + 2 H+	EC-3.1.6.20	thiosulfate oxidation III (multienzyme complex)	H<sub>2</sub>O // a [SoxY protein]-<i>S</i>-(2-sulfodisulfanyl)-L-cysteine // a [SoxY protein]-<i>S</i>-disulfanyl-L-cysteine // sulfate // H<SUP>+</SUP>
4 porphobilinogen + H2O  ->  preuroporphyrinogen + 4 ammonium	EC-2.5.1.61	tetrapyrrole biosynthesis I (from glutamate) // tetrapyrrole biosynthesis II (from glycine)	H<sub>2</sub>O // porphobilinogen // preuroporphyrinogen // ammonium
CTP + H+ + H2O  ->  UTP + ammonium	EC-3.5.4.13		H<sub>2</sub>O // CTP // H<SUP>+</SUP> // UTP // ammonium
UDP + H2O  ->  UMP + phosphate + H+	EC-3.6.1.6	UTP and CTP dephosphorylation I	H<sub>2</sub>O // UDP // phosphate // UMP // H<SUP>+</SUP>
adenosylcobinamide + ATP  ->  adenosyl-cobinamide phosphate + ADP + H+	EC-2.7.1.156	superpathway of adenosylcobalamin salvage from cobinamide I // adenosylcobinamide-GDP salvage from cobinamide I	ATP // adenosylcobinamide // H<SUP>+</SUP> // adenosyl-cobinamide phosphate // ADP
L-tyrosine + H+  =  CO2 + p-tyramine	EC-4.1.1.25		L-tyrosine // H<SUP>+</SUP> // CO<SUB>2</SUB> // <i>p</i>-tyramine
an (S)-2-halocarboxylate + H2O  ->  an (S)-2-hydroxycarboxylate + a halide anion + H+	EC-3.8.1.11		H<sub>2</sub>O // an (<i>S</i>)-2-halocarboxylate // an (<i>S</i>)-2-hydroxycarboxylate // a halide anion // H<SUP>+</SUP>
5,6-dihydrouracil + NAD+  =  uracil + NADH + H+	EC-1.3.1.1		NAD<sup>+</sup> // 5,6-dihydrouracil // uracil // NADH // H<SUP>+</SUP>
sn-glycerol 3-phosphate + ubiquinone-8  ->  glycerone phosphate + ubiquinol-8	EC-1.1.5.3		ubiquinone-<i>8</i> // <i>sn</i>-glycerol 3-phosphate // ubiquinol-<i>8</i> // glycerone phosphate
(<i>S</i>)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	EC-1.2.1.25	L-isoleucine degradation I	coenzyme A // NAD<sup>+</sup> // (3<i>S</i>)-3-methyl-2-oxopentanoate // (2<i>S</i>)-2-methylbutanoyl-CoA // NADH // CO<SUB>2</SUB>
succinate semialdehyde + NAD+ + H2O  ->  succinate + NADH + 2 H+	EC-1.2.1.24	4-aminobutanoate degradation I	NAD<sup>+</sup> // H<sub>2</sub>O // succinate semialdehyde // succinate // NADH // H<SUP>+</SUP>
5-amino-6-(D-ribitylamino)uracil + 1-deoxy-L-glycero-tetrulose 4-phosphate  ->  6,7-dimethyl-8-(1-D-ribityl)lumazine + phosphate + H+ + 2 H2O	EC-2.5.1.78	flavin biosynthesis I (bacteria and plants)	1-deoxy-L-glycero-tetrulose 4-phosphate // 5-amino-6-(D-ribitylamino)uracil // H<SUP>+</SUP> // 6,7-dimethyl-8-(1-D-ribityl)lumazine // phosphate // H<sub>2</sub>O
S-adenosyl-L-methionine + cobalt-precorrin-5B  ->  cobalt-precorrin-6A + S-adenosyl-L-homocysteine	EC-2.1.1.195	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)	cobalt-precorrin-5B // <i>S</i>-adenosyl-L-methionine // cobalt-precorrin-6A // <i>S</i>-adenosyl-L-homocysteine
S-adenosyl-L-methionine + a cytidine1402 in 16S rRNA  ->  S-adenosyl-L-homocysteine + an N4-methylcytidine1402  in 16S rRNA + H+	EC-2.1.1.199		a cytidine<sup>1402</sup> in 16S rRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N</i><sup>4</sup>-methylcytidine<sup>1402</sup>  in 16S rRNA // H<SUP>+</SUP>
L-phenylalanine + 2-oxoglutarate  <-->  3-phenyl-2-oxopropanoate + L-glutamate	EC-2.6.1.1 // EC-2.6.1.57 // EC-2.6.1.27	L-phenylalanine biosynthesis I	2-oxoglutarate // L-phenylalanine // 3-phenyl-2-oxopropanoate // L-glutamate
a (3R,5Z)-3-hydroxydodec-5-enoyl-[acp]  ->  a (2E,5Z)-dodeca-3,5-dienoyl-[acp] + H2O	EC-4.2.1.59	(5Z)-dodecenoate biosynthesis I	a (3<i>R</i>,5<i>Z</i>)-3-hydroxydodec-5-enoyl-[acp] // H<sub>2</sub>O // a (2<i>E</i>,5<i>Z</i>)-dodeca-3,5-dienoyl-[acp]
an L-leucyl-[tRNALeu] + an N-terminal arginyl-[protein]  ->  a [protein] N-terminal L-leucyl-L-arginine + a tRNALeu + H+	EC-2.3.2.6	N-end rule pathway I (prokaryotic)	an N-terminal arginyl-[protein] // an L-leucyl-[tRNA<SUP>Leu</SUP>] // a [protein] N-terminal L-leucyl-L-arginine // a tRNA<SUP>Leu</SUP> // H<SUP>+</SUP>
L-methionine + hydrogen peroxide  ->  L-methionine-(R)-S-oxide + H2O			hydrogen peroxide // L-methionine // L-methionine-(<i>R</i>)-<i>S</i>-oxide // H<sub>2</sub>O
D-glucopyranose 6-phosphate  ->  1D-myo-inositol 3-monophosphate	EC-5.5.1.4	<i>myo</i>-inositol biosynthesis	D-glucopyranose 6-phosphate // 1D-<i>myo</i>-inositol 3-monophosphate
a tRNA precursor with a 5' extension and a short 3' extension  ->  a tRNA precursor with a 5' extension + a ribonucleoside 5'-monophosphate	EC-3.1.13.5	tRNA processing	a tRNA precursor with a 5' extension and a short 3' extension // a tRNA precursor with a 5' extension // a ribonucleoside 5'-monophosphate
a tRNALeu + L-leucine + ATP  ->  an L-leucyl-[tRNALeu] + AMP + diphosphate	EC-6.1.1.4	tRNA charging	ATP // L-leucine // a tRNA<SUP>Leu</SUP> // an L-leucyl-[tRNA<SUP>Leu</SUP>] // diphosphate // AMP
keto-D-fructose  ->  beta-D-fructofuranose		D-sorbitol degradation I	<i>keto</i>-D-fructose // &beta;-D-fructofuranose
a tRNAArg + L-arginine + ATP  ->  an L-arginyl-[tRNAArg] + AMP + diphosphate	EC-6.1.1.19	tRNA charging	ATP // L-arginine // a tRNA<SUP>Arg</SUP> // an L-arginyl-[tRNA<SUP>Arg</SUP>] // diphosphate // AMP
N-acetyl-L-ornithine + 2-oxoglutarate  <-->  L-glutamate + N-acetyl-L-glutamate 5-semialdehyde	EC-2.6.1.11	L-arginine biosynthesis II (acetyl cycle)	2-oxoglutarate // <i>N</i>-acetyl-L-ornithine // L-glutamate // <i>N</i>-acetyl-L-glutamate 5-semialdehyde
NADH + H2O  ->  (R)-NADHX		NADH repair (eukaryotes)	H<sub>2</sub>O // NADH // (<i>R</i>)-NADHX
CTP + H2O  ->  CDP + phosphate + H+	EC-3.6.1.15	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III // UTP and CTP dephosphorylation I	CTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // CDP
(S)-ureidoglycolate  ->  urea + glyoxylate	EC-4.3.2.3	allantoin degradation to glyoxylate III // allantoin degradation to glyoxylate I	(<i>S</i>)-ureidoglycolate // urea // glyoxylate
oxaloacetate + ATP  ->  CO2 + phosphoenolpyruvate + ADP	EC-4.1.1.49	gluconeogenesis I	ATP // oxaloacetate // CO<SUB>2</SUB> // phospho<i>enol</i>pyruvate // ADP
3-oxo-palmitoyl-[acyl-carrier protein] synthase	EC-2.3.1.179 // EC-2.3.1.41	palmitate biosynthesis (type II fatty acid synthase)	H<SUP>+</SUP> // a malonyl-[acp] // a myristoyl-[acp] // a 3-oxohexadecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
5,6-dihydrothymine + NAD+  =  thymine + NADH + H+	EC-1.3.1.1		NAD<sup>+</sup> // 5,6-dihydrothymine // thymine // NADH // H<SUP>+</SUP>
ATP + UTP + L-glutamine + H2O  ->  ADP + CTP + L-glutamate + phosphate + 2 H+	EC-6.3.4.2	UTP and CTP <i>de novo</i> biosynthesis // UTP and CTP dephosphorylation I	H<sub>2</sub>O // L-glutamine // UTP // ATP // H<SUP>+</SUP> // ADP // phosphate // CTP // L-glutamate
1-(5-phospho-beta-D-ribosyl)-ATP + H2O  ->  1-(5-phospho-beta-D-ribosyl)-AMP + diphosphate + H+	EC-3.6.1.31	L-histidine biosynthesis	H<sub>2</sub>O // 1-(5-phospho-&beta;-D-ribosyl)-ATP // 1-(5-phospho-&beta;-D-ribosyl)-AMP // diphosphate // H<SUP>+</SUP>
3-oxo-stearoyl-[acyl-carrier protein] reductase	EC-1.1.1.100	stearate biosynthesis II (bacteria and plants)	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxyoctadecanoyl-[acp] // a 3-oxooctadecanoyl-[acp] // NADPH // H<SUP>+</SUP>
a tRNATyr + L-tyrosine + ATP  ->  an L-tyrosyl-[tRNATyr] + AMP + diphosphate	EC-6.1.1.1	tRNA charging	ATP // L-tyrosine // a tRNA<SUP>Tyr</SUP> // an L-tyrosyl-[tRNA<SUP>Tyr</SUP>] // diphosphate // AMP
choline + an oxidized electron carrier  <-->  betaine aldehyde + a reduced two electron carrier	EC-1.1.99.1	glycine betaine biosynthesis I (Gram-negative bacteria) // choline degradation I	an oxidized electron carrier // choline // betaine aldehyde // a reduced two electron carrier
keto-D-fructose 6-phosphate  <-->  beta-D-fructofuranose 6-phosphate			<i>keto</i>-D-fructose 6-phosphate // &beta;-D-fructofuranose 6-phosphate
adenine + H+ + H2O  ->  ammonium + hypoxanthine	EC-3.5.4.2	adenine salvage	adenine // H<sub>2</sub>O // H<SUP>+</SUP> // ammonium // hypoxanthine
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP  ->  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP + H+	EC-2.7.1.148	methylerythritol phosphate pathway II // methylerythritol phosphate pathway I	ATP // 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // H<SUP>+</SUP> // 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // ADP
beta-D-fructofuranose 6-phosphate + L-glutamine  <-->  D-glucosamine 6-phosphate + L-glutamate	EC-2.6.1.16	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	L-glutamine // &beta;-D-fructofuranose 6-phosphate // D-glucosamine 6-phosphate // L-glutamate
precorrin-3A + NADH + oxygen + H+  ->  precorrin-3B + NAD+ + H2O	EC-1.14.13.83	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	H<SUP>+</SUP> // NADH // oxygen // precorrin-3A // precorrin-3B // H<sub>2</sub>O // NAD<sup>+</sup>
NADH + H2O  ->  (S)-NADHX		NADH repair (eukaryotes)	H<sub>2</sub>O // NADH // (<i>S</i>)-NADHX
UTP + H2O  ->  UDP + phosphate + H+	EC-3.6.1.15	UTP and CTP dephosphorylation I	UTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // UDP
(S)-3-hydroxyhexanoyl-CoA + NAD+  ->  3-oxohexanoyl-CoA + NADH + H+	EC-1.1.1.35	oleate &beta;-oxidation	NAD<sup>+</sup> // (<i>S</i>)-3-hydroxyhexanoyl-CoA // 3-oxohexanoyl-CoA // NADH // H<SUP>+</SUP>
a purine ribonucleoside 5'-triphosphate + adenosylcobinamide  ->  adenosyl-cobinamide phosphate + a purine ribonucleoside 5'-diphosphate + H+	EC-2.7.1.156		adenosylcobinamide // a purine ribonucleoside 5'-triphosphate // adenosyl-cobinamide phosphate // a purine ribonucleoside 5'-diphosphate // H<SUP>+</SUP>
ATP + 3-methylbutanoate + coenzyme A  ->  AMP + 3-methylbutanoyl-CoA + diphosphate	EC-6.2.1.1		coenzyme A // 3-methylbutanoate // ATP // diphosphate // AMP // 3-methylbutanoyl-CoA
an alpha-limit dextrin  ->  a debranched alpha-limit dextrin	EC-3.2.1.33 // EC-2.4.1.25	glycogen degradation II	an &alpha;-limit dextrin // a debranched &alpha;-limit dextrin
a [protein]-Npi-phospho-L-histidine + 2-or-3 phospho-D-glycerate  <-->  a [protein]-L-histidine + 2,3-diphospho-D-glycerate		2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	2-or-3 phospho-D-glycerate // a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // a [protein]-L-histidine // 2,3-diphospho-D-glycerate
Ornithine--oxo-glutarate aminotransferase	EC-2.6.1.13	L-arginine degradation I (arginase pathway)	2-oxoglutarate // L-ornithine // L-glutamate // L-glutamate-5-semialdehyde
dTDP-alpha-D-glucose  ->  dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose + H2O	EC-4.2.1.46	dTDP-&beta;-L-rhamnose biosynthesis	dTDP-&alpha;-D-glucose // H<sub>2</sub>O // dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose
(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA + NAD+  ->  2-methylacetoacetyl-CoA + NADH + H+	EC-1.1.1.178	L-isoleucine degradation I	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // 2-methylacetoacetyl-CoA
a nascent peptidoglycan with D,D cross-links (meso-diaminopimelate containing)  ->  a mature peptidoglycan with D,D cross-links (meso-diaminopimelate containing) + di-trans,octa-cis-undecaprenyl diphosphate + H+		peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	a nascent peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing) // a mature peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing) // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate // H<SUP>+</SUP>
an octanoyl-[acp] + a [lipoyl-carrier protein]-L-lysine  ->  a [lipoyl-carrier protein] N6-octanoyl-L-lysine + acyl-carrier protein + H+	EC-2.3.1.181	lipoate biosynthesis and incorporation I	a [lipoyl-carrier protein]-L-lysine // an octanoyl-[acp] // a [lipoyl-carrier protein] <i>N<sup>6</sup></i>-octanoyl-L-lysine // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
beta-D-fructose 1,6-bisphosphate + H2O  ->  beta-D-fructofuranose 6-phosphate + phosphate	EC-3.1.3.11	Calvin-Benson-Bassham cycle // gluconeogenesis I	H<sub>2</sub>O // &beta;-D-fructose 1,6-bisphosphate // &beta;-D-fructofuranose 6-phosphate // phosphate
2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	EC-5.4.2.12	glycolysis III (from glucose) // gluconeogenesis I	2-phospho-D-glycerate // 3-phospho-D-glycerate
S-adenosyl-L-methionine + cobalt-precorrin-4  ->  S-adenosyl-L-homocysteine + cobalt-precorrin-5A + H+	EC-2.1.1.271	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)	cobalt-precorrin-4 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // cobalt-precorrin-5A // H<SUP>+</SUP>
p-nitrophenyl-beta-D-galactoside + H2O  ->  4-nitrophenol + D-galactopyranose + H+	EC-3.2.1.23		H<sub>2</sub>O // <i>p</i>-nitrophenyl-&beta;-D-galactoside // 4-nitrophenol // D-galactopyranose // H<SUP>+</SUP>
a debranched alpha-limit dextrin + n H2O  ->  n D-glucopyranose	EC-3.2.1.3	glycogen degradation II	H<sub>2</sub>O // a debranched &alpha;-limit dextrin // D-glucopyranose
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	EC-2.7.7.65		GTP // cyclic di-3',5'-guanylate // diphosphate
1-hydroxyneurosporene  <-  all-trans neurosporene + H2O	EC-4.2.1.131	spheroidene and spheroidenone biosynthesis	1-hydroxyneurosporene // <i>all-trans</i> neurosporene // H<sub>2</sub>O
4-imidazolone-5-propanoate + a reduced two electron carrier + oxygen + H2O  ->  4-oxoglutaramate + ammonium + formate + an oxidized electron carrier			a reduced two electron carrier // H<sub>2</sub>O // oxygen // 4-imidazolone-5-propanoate // 4-oxoglutaramate // ammonium // formate // an oxidized electron carrier
AMP + H2O  ->  D-ribofuranose 5-phosphate + adenine	EC-3.2.2.4	adenosine nucleotides degradation III	H<sub>2</sub>O // AMP // D-ribofuranose 5-phosphate // adenine
a (3R)-3-hydroxydecanoyl-[acp]  ->  a (2E)-dec-2-enoyl-[acp] + H2O	EC-4.2.1.59	(5Z)-dodecenoate biosynthesis I // palmitate biosynthesis (type II fatty acid synthase)	a (3<i>R</i>)-3-hydroxydecanoyl-[acp] // a (2<i>E</i>)-dec-2-enoyl-[acp] // H<sub>2</sub>O
a tRNAglu + L-glutamate + ATP  ->  an L-glutamyl-[tRNAGlu] + AMP + diphosphate	EC-6.1.1.17	tetrapyrrole biosynthesis I (from glutamate) // tRNA charging	ATP // L-glutamate // a tRNA<SUP>glu</SUP> // an L-glutamyl-[tRNA<SUP>Glu</SUP>] // diphosphate // AMP
a dodecanoyl-[acp] + H2O  ->  acyl-carrier protein + laurate + H+	EC-3.1.2.21	palmitate biosynthesis (type II fatty acid synthase)	H<sub>2</sub>O // a dodecanoyl-[acp] // a soluble [acyl-carrier protein] // laurate // H<SUP>+</SUP>
a CDP-diacylglycerol + sn-glycerol 3-phosphate  ->  CMP + a phosphatidylglycerophosphate + H+	EC-2.7.8.5	phosphatidylglycerol biosynthesis I (plastidic) // phosphatidylglycerol biosynthesis II (non-plastidic)	<i>sn</i>-glycerol 3-phosphate // a CDP-diacylglycerol // CMP // a phosphatidylglycerophosphate // H<SUP>+</SUP>
L-phenylalanine + H+  =  2-phenylethylamine + CO2	EC-4.1.1.53		L-phenylalanine // H<SUP>+</SUP> // 2-phenylethylamine // CO<SUB>2</SUB>
hexanoyl-CoA dehydrogenase	EC-1.3.8.7	oleate &beta;-oxidation	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // hexanoyl-CoA // (2<i>E</i>)-hexenoyl-CoA // a reduced electron-transfer flavoprotein
S-adenosyl-L-methionine + cobalt-precorrin-7  ->  cobalt-precorrin-8 + S-adenosyl-L-homocysteine	EC-2.1.1.289	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)	cobalt-precorrin-7 // <i>S</i>-adenosyl-L-methionine // cobalt-precorrin-8 // <i>S</i>-adenosyl-L-homocysteine
15-<em>cis</em>-phytoene desaturase		15-cis-phytoene + 2 a plastoquinone  ->  9,15,9'-tri-cis-zeta-carotene + 2 a plastoquinol	a plastoquinone // 15,9'-di-<i>cis</i>-phytofluene // 9,15,9'-tri-<i>cis</i>-&zeta;-carotene // a plastoquinol
UTP + N-acetyl-alpha-D-glucosamine 1-phosphate + H+  ->  UDP-N-acetyl-alpha-D-glucosamine + diphosphate	EC-2.7.7.23	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	H<SUP>+</SUP> // <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate // UTP // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // diphosphate
(S)-3-hydroxy-isobutanoate + NAD+  ->  (S)-methylmalonate-semialdehyde + NADH + H+	EC-1.1.1.31	L-valine degradation I	NAD<sup>+</sup> // (<i>S</i>)-3-hydroxy-isobutanoate // H<SUP>+</SUP> // NADH // (<i>S</i>)-methylmalonate-semialdehyde
pyrazinamide + H2O  ->  ammonium + pyrazine-2-carboxylate	EC-3.5.1.4		H<sub>2</sub>O // pyrazinamide // ammonium // pyrazine-2-carboxylate
a mature peptidoglycan (meso-DAP containing)  =  a mature peptidoglycan(n-1) (meso-DAP containing) + GlcNAc-1,6-anhMurNAc-L-Ala-gamma-D-Glu-DAP-D-Ala	EC-4.2.2		a mature peptidoglycan (<i>meso</i>-DAP containing) // GlcNAc-1,6-anhMurNAc-L-Ala-&gamma;-D-Glu-DAP-D-Ala
15-<em>cis</em>-phytoene desaturase		15-cis-phytoene + 2 a plastoquinone  ->  9,15,9'-tri-cis-zeta-carotene + 2 a plastoquinol	a plastoquinone // 15-<i>cis</i>-phytoene // 15,9'-di-<i>cis</i>-phytofluene // a plastoquinol
D-ribofuranose 5-phosphate + uracil  <-  pseudouridine 5'-phosphate + H2O	EC-4.2.1.70	pseudouridine degradation	uracil // D-ribofuranose 5-phosphate // H<sub>2</sub>O // pseudouridine 5'-phosphate
CTP + a phosphatidate + H+  ->  a CDP-diacylglycerol + diphosphate	EC-2.7.7.41	CDP-diacylglycerol biosynthesis II // CDP-diacylglycerol biosynthesis I	H<SUP>+</SUP> // a phosphatidate // CTP // a CDP-diacylglycerol // diphosphate
D-ribulose 5-phosphate  <-->  D-xylulose 5-phosphate	EC-5.1.3.1	Calvin-Benson-Bassham cycle	D-ribulose 5-phosphate // D-xylulose 5-phosphate
a palmitoyl-[acp] + H2O  ->  palmitate + acyl-carrier protein + H+	EC-3.1.2.14	palmitate biosynthesis (type II fatty acid synthase)	H<sub>2</sub>O // a palmitoyl-[acp] // palmitate // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
dGTP + 2 hydroxyl radical  ->  8-oxo-dGTP + H2O			hydroxyl radical // dGTP // 8-oxo-dGTP // H<sub>2</sub>O
D-gluconate 6-phosphate  ->  2-dehydro-3-deoxy-D-gluconate 6-phosphate + H2O	EC-4.2.1.12	Entner-Doudoroff shunt	D-gluconate 6-phosphate // 2-dehydro-3-deoxy-D-gluconate 6-phosphate // H<sub>2</sub>O
a tRNAVal + L-valine + ATP  ->  an L-valyl-[tRNAVal] + AMP + diphosphate	EC-6.1.1.9	tRNA charging	ATP // L-valine // a tRNA<SUP>Val</SUP> // an L-valyl-[tRNA<SUP>Val</SUP>] // diphosphate // AMP
<i>trans</i> oct-2-enoyl-[acp] reductase	EC-1.3.1.9	palmitate biosynthesis (type II fatty acid synthase)	NAD<sup>+</sup> // an octanoyl-[acp] // a (2<i>E</i>)-oct-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
