Reaction	EC-Number	In-Pathway	Substrates
ADP-ribose 1''-phosphate phosphatase	EC-3.1.3	tRNA splicing	H<SUB>2</SUB>O // ADP ribose 1''-phosphate // ADP-ribose // phosphate
a purine ribonucleoside + phosphate  =  alpha-D-ribose-1-phosphate + a purine base	EC-2.4.2.1		phosphate // a purine ribonucleoside // &alpha;-D-ribose-1-phosphate // a purine base
a 2,3,4-saturated (3R)-3-hydroxyacyl-CoA  ->  a (2E)-2-enoyl-CoA + H2O	EC-4.2.1.119	fatty acid &beta;-oxidation IV (unsaturated, even number)	a 2,3,4-saturated (3<i>R</i>)-3-hydroxyacyl-CoA // a (2<i>E</i>)-2-enoyl-CoA // H<SUB>2</SUB>O
L-glutamine + L-aspartate + ATP + H2O  ->  L-glutamate + L-asparagine + AMP + diphosphate + H+	EC-6.3.5.4	asparagine biosynthesis I	ATP // L-aspartate // L-glutamine // H<SUB>2</SUB>O // H<SUP>+</SUP> // L-glutamate // L-asparagine // diphosphate // AMP
all-trans-octaprenyl diphosphate + 4-hydroxybenzoate  ->  3-octaprenyl-4-hydroxybenzoate + diphosphate	EC-2.5.1.39	ubiquinol-8 biosynthesis (eukaryotic)	4-hydroxybenzoate // all-<i>trans</i>-octaprenyl diphosphate // 3-octaprenyl-4-hydroxybenzoate // diphosphate
methyl parathion + H2O  ->  4-nitrophenol + dimethylthiophosphate + H+	EC-3.1.8.1	methyl parathion degradation	H<SUB>2</SUB>O // methyl parathion // H<SUP>+</SUP> // 4-nitrophenol // dimethylthiophosphate
flavin reductase	EC-1.5.1.30		NADP<sup>+</sup> // reduced riboflavin // H<SUP>+</SUP> // riboflavin // NADPH
D-fructose-6-phosphate + ATP  =  beta-D-fructose 2,6-bisphosphate + ADP + H+	EC-2.7.1.105		ATP // D-fructose-6-phosphate // H<SUP>+</SUP> // &beta;-D-fructose 2,6-bisphosphate // ADP
malonate semialdehyde + coenzyme A + NAD+  ->  acetyl-CoA + CO2 + NADH	EC-1.2.1.18	&beta;-alanine degradation I	malonate semialdehyde // coenzyme A // NAD<sup>+</sup> // acetyl-CoA // CO<SUB>2</SUB> // NADH
arachidonate + oxygen  =  (5Z,9E,11Z,14Z)-(8R)-8-hydroperoxyicosa-5,9,11,14-tetraenoate	EC-1.13.11.40		arachidonate // oxygen // (5Z,9E,11Z,14Z)-(8R)-8-hydroperoxyicosa-5,9,11,14-tetraenoate
D-sedoheptulose + ATP  =  D-sedoheptulose 7-phosphate + ADP + H+	EC-2.7.1.14		ATP // D-sedoheptulose // D-sedoheptulose 7-phosphate // H<SUP>+</SUP> // ADP
a monoglyceride + H2O  =  glycerol + a carboxylate	EC-3.1.1.79		H<SUB>2</SUB>O // a monoglyceride // glycerol // a carboxylate
D-xylulose + ATP  ->  D-xylulose-5-phosphate + ADP + H+	EC-2.7.1.17	xylitol degradation	ATP // D-xylulose // H<SUP>+</SUP> // D-xylulose-5-phosphate // ADP
acetoacetyl-CoA + acetyl-CoA + H2O  ->  (S)-3-hydroxy-3-methylglutaryl-CoA + coenzyme A + H+	EC-2.3.3.10	ketogenesis // ketogenesis // mevalonate pathway I	acetyl-CoA // H<SUB>2</SUB>O // acetoacetyl-CoA // H<SUP>+</SUP> // coenzyme A // (<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA
3-keto-4-methylzymosterol + NADPH + H+  ->  4alpha-methyl-zymosterol + NADP+	EC-1.1.1.270	cholesterol biosynthesis III (via desmosterol) // cholesterol biosynthesis I	NADPH // 3-keto-4-methylzymosterol // H<SUP>+</SUP> // 4&alpha;-methyl-zymosterol // NADP<sup>+</sup>
guanosine + ATP  =  GMP + ADP + H+	EC-2.7.1.73		ATP // guanosine // H<SUP>+</SUP> // GMP // ADP
5-phospho-ribosyl-glycineamide + 10-formyl-tetrahydrofolate  ->  5'-phosphoribosyl-N-formylglycineamide + tetrahydrofolate + H+	EC-2.1.2.2	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate // 5-aminoimidazole ribonucleotide biosynthesis I	5-phospho-ribosyl-glycineamide // 10-formyl-tetrahydrofolate // H<SUP>+</SUP> // tetrahydrofolate // 5'-phosphoribosyl-<i>N</i>-formylglycineamide
beta-D-galactosyl-(1->3)-[beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl-R + CMP-N-acetylneuraminate  =  an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R + CMP	EC-2.4.99.6		CMP-<i>N</i>-acetylneuraminate // &beta;-D-galactosyl-(1&rarr;3)-[&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;6)]-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R // an <i>N</i>-acetyl-&alpha;-neuraminyl-(2&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R // CMP
lactose + H2O  =  beta-D-galactose + beta-D-glucose	EC-3.2.1.108		lactose // H<SUB>2</SUB>O // &beta;-D-galactose // &beta;-D-glucose
4-oxo-4-(3-pyridyl)-N-methylbutanamide  ->  4-oxo-4-(3-pyridyl)-butanoate		nicotine degradation III	4-oxo-4-(3-pyridyl)-N-methylbutanamide // 4-oxo-4-(3-pyridyl)-butanoate
L-threonine  =  D-threonine	EC-5.1.1.6		L-threonine // D-threonine
an alpha-L-fucoside + H2O  =  L-fucose + an alcohol	EC-3.2.1.51		H<SUB>2</SUB>O // an &alpha;-L-fucoside // L-fucose // an alcohol
(1,4-alpha-D-glucosyl)(n) + phosphate  =  alpha-D-glucose 1-phosphate + (1,4-alpha-D-glucosyl)(n-1)	EC-2.4.1.1		phosphate // &alpha;-D-glucose 1-phosphate // a (1&rarr;4)-&alpha;-D-glucan
beta-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-[glycoprotein] + CMP-N-acetylneuraminate  =  alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R + CMP	EC-2.4.99.4		CMP-<i>N</i>-acetylneuraminate // &beta;-D-galactosyl-1,3-<i>N</i>-acetyl-D-galactosaminyl-[glycoprotein] // &alpha;-<i>N</i>-acetylneuraminyl-2,3-&beta;-D-galactosyl-1,3-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R // CMP
S-adenosyl-L-methionine + a thiopurine  =  S-adenosyl-L-homocysteine + a thiopurine S-methylether	EC-2.1.1.67		a thiopurine // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a thiopurine S-methylether
N-acetylputrescine + H2O + oxygen  ->  4-acetamidobutanal + ammonia + hydrogen peroxide	EC-1.4.3.4	putrescine degradation III	oxygen // H<SUB>2</SUB>O // <i>N</i>-acetylputrescine // 4-acetamidobutanal // ammonia // hydrogen peroxide
a palmitoyl-[acp] + H2O  ->  palmitate + acyl-carrier protein	EC-3.1.2.14	palmitate biosynthesis I (animals)	H<SUB>2</SUB>O // a palmitoyl-[acp] // palmitate // a soluble [acyl-carrier protein]
oxaloacetate + acetyl-CoA + H2O  ->  citrate + coenzyme A + H+	EC-2.3.3.1	TCA cycle variation III (eukaryotic) // TCA cycle	H<SUB>2</SUB>O // acetyl-CoA // oxaloacetate // H<SUP>+</SUP> // citrate // coenzyme A
Dol-P-Man:Man<sub>8</sub>GlcNAc<sub>2</sub>-PP-Dol &alpha;-1,2-mannosyltransferase	EC-2.4.1	dolichyl-diphosphooligosaccharide biosynthesis	a dolichyl &beta;-D-mannosyl phosphate // &alpha;-D-Man-a-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // a dolichyl phosphate // H<SUP>+</SUP>
an [eIF5A-precursor]-deoxyhypusine + a reduced two electron carrier + oxygen  =  an [eIF5A]-hypusine + an oxidized electron carrier + H2O	EC-1.14.99.29		a reduced two electron carrier // oxygen // an [eIF5A-precursor]-deoxyhypusine // an [eIF5A]-hypusine // H<SUB>2</SUB>O // an oxidized electron carrier
L-dopa + L-tyrosine + oxygen  ->  L-dopa + dopaquinone + H2O	EC-1.14.18.1	L-dopachrome biosynthesis	oxygen // L-tyrosine // L-dopa // H<SUB>2</SUB>O // dopaquinone
UDP-D-glucose + cis-zeatin  =  cis-zeatin-O-glucoside + UDP + H+	EC-2.4.1.215		<i>cis</i>-zeatin // UDP-D-glucose // H<SUP>+</SUP> // <i>cis</i>-zeatin-<i>O</i>-glucoside // UDP
L-xylo-hexulonolactone  ->  L-ascorbate + H+		L-ascorbate biosynthesis VI	L-xylo-hexulonolactone // H<SUP>+</SUP> // L-ascorbate
7alpha-hydroxycholesterol + NAD+  ->  7alpha-hydroxycholest-4-en-3-one + NADH + H+	EC-1.1.1.181	bile acid biosynthesis, neutral pathway	NAD<sup>+</sup> // 7&alpha;-hydroxycholesterol // 7&alpha;-hydroxycholest-4-en-3-one // NADH // H<SUP>+</SUP>
a sterol + a phosphatidylcholine  =  a 1-acyl-2-lyso-glycerophosphocholine + a steryl-ester	EC-2.3.1.43		a phosphatidylcholine // a sterol // a 1-acyl-2-lyso-glycerophosphocholine // a steryl-ester
diethylphosphate + H2O  =  ethylphosphate + ethanol + H+	EC-3.1.3		H<SUB>2</SUB>O // diethylphosphate // H<SUP>+</SUP> // ethylphosphate // ethanol
uridine-5'-phosphate + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + uracil	EC-2.4.2.9	purine and pyrimidine metabolism // salvage pathways of pyrimidine ribonucleotides	uridine-5'-phosphate // diphosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // uracil
glucose-6-phosphate isomerase	EC-5.3.1.9	glycolysis I // glycolysis III // formaldehyde oxidation I // GDP-mannose biosynthesis I // glycolysis V (Pyrococcus) // GDP-mannose biosynthesis // gluconeogenesis I	&beta;-D-glucose-6-phosphate // D-fructose-6-phosphate
ammonia + inosine-5'-phosphate + NADP+  =  GMP + NADPH + H+	EC-1.7.1.7		NADP<sup>+</sup> // inosine-5'-phosphate // ammonia // H<SUP>+</SUP> // GMP // NADPH
CDP + ATP  <-->  CTP + ADP	EC-2.7.4.6	pyrimidine ribonucleotides interconversion // salvage pathways of pyrimidine ribonucleotides	ATP // CDP // CTP // ADP
an aldehyde + NAD(P)+ + H2O  =  an acid + NAD(P)H + H+	EC-1.2.1.5		an aldehyde // H<SUB>2</SUB>O // NAD(P)<sup>+</sup> // an acid // NAD(P)H // H<SUP>+</SUP>
a tRNAGln + L-glutamate + ATP  ->  an L-glutamyl-[tRNAGln] + AMP + diphosphate		L-glutamine biosynthesis II (tRNA-dependent)	ATP // L-glutamate // a tRNA<SUP>Gln</SUP> // an L-glutamyl-[tRNA<sup>Gln</sup>] // AMP // diphosphate
kynurenine + H2O  ->  L-alanine + anthranilate + H+	EC-3.7.1.3	tryptophan degradation I (via anthranilate)	kynurenine // H<SUB>2</SUB>O // H<SUP>+</SUP> // L-alanine // anthranilate
4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol + NAD(P)+  ->  5alpha-cholesta-8-en-3-one + CO2 + NAD(P)H	EC-1.1.1.170	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	NAD(P)<sup>+</sup> // 4&alpha;-carboxy-5&alpha;-cholesta-8-en-3&beta;-ol // 5&alpha;-cholesta-8-en-3-one // CO<SUB>2</SUB> // NAD(P)H
2 dopaxanthin + oxygen  =  2 dopaxanthin quinone + 2 H2O	EC-1.10.3		oxygen // dopaxanthin // dopaxanthin quinone // H<SUB>2</SUB>O
2-amino-3-oxobutanoate + 2 H+  ->  aminoacetone + CO2		threonine degradation III (to methylglyoxal)	2-amino-3-oxobutanoate // H<SUP>+</SUP> // aminoacetone // CO<SUB>2</SUB>
2-methylacetoacetyl-CoA thiolase	EC-2.3.1.9	2-methylbutyrate biosynthesis // isoleucine degradation	coenzyme A // 2-methylacetoacetyl-CoA // propanoyl-CoA // acetyl-CoA
cytosine + H2O  ->  ammonia + uracil	EC-3.5.4.1	salvage pathways of pyrimidine ribonucleotides	cytosine // H<SUB>2</SUB>O // ammonia // uracil
2-oxoglutarate + L-erythro-4-hydroxy-glutamate  ->  L-glutamate + D-4-hydroxy-2-keto-glutarate	EC-2.6.1.23	4-hydroxyproline degradation I	L-erythro-4-hydroxy-glutamate // 2-oxoglutarate // L-glutamate // D-4-hydroxy-2-keto-glutarate
nicotinamide + H2O  ->  ammonia + nicotinate + H+	EC-3.5.1.19	pyridine nucleotide cycling	H<SUB>2</SUB>O // nicotinamide // H<SUP>+</SUP> // ammonia // nicotinate
a lipopolysaccharide + UDP-alpha-N-acetyl-D-glucosamine  =  a N-acetyl-alpha-D-glucosaminyl-lipopolysaccharide + UDP	EC-2.4.1.56		UDP-&alpha;-<i>N</i>-acetyl-D-glucosamine // a lipopolysaccharide // a <i>N</i>-acetyl-&alpha;-D-glucosaminyl-lipopolysaccharide // UDP
11-deoxycorticosterone + reduced ferredoxin + oxygen  ->  corticosterone + oxidized ferredoxin + H2O	EC-1.14.15.4	biosynthesis of corticosteroids	oxygen // reduced ferredoxin // 11-deoxycorticosterone // corticosterone // oxidized ferredoxin // H<SUB>2</SUB>O
N,N-dimethylaniline + NADPH + oxygen + H+  =  nn-dimethylaniline-n-oxide + NADP+ + H2O	EC-1.14.13.8		H<SUP>+</SUP> // NADPH // oxygen // N,N-dimethylaniline // H<SUB>2</SUB>O // NADP<sup>+</sup> // nn-dimethylaniline-n-oxide
geranial + oxygen + H2O  =  geranate + hydrogen peroxide + H+	EC-1.2.3.1		H<SUB>2</SUB>O // oxygen // geranial // H<SUP>+</SUP> // geranate // hydrogen peroxide
L-carnitine + acetyl-CoA  =  O-acetylcarnitine + coenzyme A	EC-2.3.1.7		acetyl-CoA // L-carnitine // <i>O</i>-acetylcarnitine // coenzyme A
S-adenosyl-L-methionine  =  S-methyl-5'-thioadenosine + 1-aminocyclopropane-1-carboxylate + H+	EC-4.4.1.14		<i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-methyl-5'-thioadenosine // 1-aminocyclopropane-1-carboxylate
beta-D-fructose 2,6-bisphosphate + H2O  =  D-fructose-6-phosphate + phosphate	EC-3.1.3.46		&beta;-D-fructose 2,6-bisphosphate // H<SUB>2</SUB>O // phosphate // D-fructose-6-phosphate
a proteinogenic amino acid + oxygen + H2O  =  ammonia + hydrogen peroxide + a 2-oxo acid	EC-1.4.3.2		a proteinogenic amino acid // H<SUB>2</SUB>O // oxygen // ammonia // hydrogen peroxide // a 2-oxo acid
cholate + ATP + coenzyme A  =  AMP + choloyl-CoA + diphosphate	EC-6.2.1.7		ATP // coenzyme A // cholate // AMP // diphosphate // choloyl-CoA
dopamine + L-ascorbate + H+ + oxygen  ->  L-dehydro-ascorbate + noradrenaline + H2O	EC-1.14.17.1	catecholamine biosynthesis	L-ascorbate // oxygen // dopamine // H<SUP>+</SUP> // H<SUB>2</SUB>O // L-dehydro-ascorbate // noradrenaline
a dinucleotide + H2O  =  2 a nucleoside 5'-monophosphate	EC-3.6.1.9		a dinucleotide // H<SUB>2</SUB>O // a nucleoside 5'-monophosphate
S-adenosyl-L-methionine + arsenite  ->  methylarsonate + S-adenosyl-L-homocysteine + H+	EC-2.1.1.137	arsenate detoxification I (glutaredoxin)	arsenite // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // methylarsonate // <i>S</i>-adenosyl-L-homocysteine
creatine + ATP  <-->  creatine-phosphate + ADP + H+	EC-2.7.3.2	creatine-phosphate energy transfer // creatine biosynthesis	ATP // creatine // H<SUP>+</SUP> // creatine-phosphate // ADP
a deacetylated heparosan-[core protein] + phosphoadenosine-5'-phosphosulfate  ->  a heparan sulfate containing alpha-D-N-sulfoglucosamine + adenosine 3',5'-bisphosphate	EC-2.8.2.8	heparan sulfate biosynthesis (late stages)	phosphoadenosine-5'-phosphosulfate // a deacetylated heparosan-[core protein] // a heparan sulfate containing &alpha;-D-<i>N</i>-sulfoglucosamine // adenosine 3',5'-bisphosphate
a diglyceride + H2O  =  a monoglyceride + a carboxylate	EC-3.1.1.79		H<SUB>2</SUB>O // a diglyceride // a monoglyceride // a carboxylate
1D-myo-inositol (4)-monophosphate + H2O  ->  myo-inositol + phosphate	EC-3.1.3.25	D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	H<SUB>2</SUB>O // 1D-<i>myo</i>-inositol (4)-monophosphate // <I>myo</I>-inositol // phosphate
S-adenosyl-L-methionine + N,N-dimethyl-beta-alanine  =  beta-alanine betaine + S-adenosyl-L-homocysteine + H+	EC-2.1.1		N,N-dimethyl-&beta;-alanine // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // &beta;-alanine betaine // <i>S</i>-adenosyl-L-homocysteine
a long-chain (3R)-3-hydroxyacyl-CoA + NADP+  <-  a long-chain 3-oxoacyl-CoA + NADPH + H+	EC-1.1.1.36	very long chain fatty acid biosynthesis	NADP<sup>+</sup> // a long-chain (3<i>R</i>)-3-hydroxyacyl-CoA // a long-chain 3-oxoacyl-CoA // NADPH // H<SUP>+</SUP>
2,4-dienoyl-CoA reductase (NADPH)	EC-1.3.1.34		NADP<sup>+</sup> // trans-&Delta;<SUP>2</SUP>-decenoyl-CoA // H<SUP>+</SUP> // trans-&Delta;<SUP>2</SUP>, cis-&Delta;<SUP>4</SUP>-decadienoyl-CoA // NADPH
20&alpha;-hydroxysteroid dehydrogenase	EC-1.1.1.149		17-&alpha;,20-&alpha;-dihydroxypregn-4-en-3-one // NAD(P)<sup>+</sup> // NAD(P)H // 17-&alpha;-hydroxyprogesterone
a long-chain 2,3,4-saturated fatty acyl CoA + NADP+  <-  a long-chain (2E)-2-enoyl-CoA + NADPH + H+	EC-1.3.1.38	very long chain fatty acid biosynthesis	NADP<sup>+</sup> // a long-chain 2,3,4-saturated fatty acyl CoA // a long-chain (2<i>E</i>)-2-enoyl-CoA // NADPH // H<SUP>+</SUP>
3-hydroxyanthranilate + oxygen  ->  aminocarboxymuconate semialdehyde + H+	EC-1.13.11.6	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	3-hydroxyanthranilate // oxygen // H<SUP>+</SUP> // aminocarboxymuconate semialdehyde
4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol + NAD(P)H + oxygen  ->  4alpha-formyl-5alpha-cholesta-8-en-3beta-ol + NAD(P)+ + 2 H2O	EC-1.14.13.72	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	NAD(P)H // oxygen // 4&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol // 4&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol // H<SUB>2</SUB>O // NAD(P)<sup>+</sup>
2 5-amino-levulinate  ->  porphobilinogen + H+ + 2 H2O	EC-4.2.1.24	tetrapyrrole biosynthesis II	5-amino-levulinate // H<SUP>+</SUP> // H<SUB>2</SUB>O // porphobilinogen
glycogen phosphorylase	EC-2.4.1.1		phosphate // a glycogen // &alpha;-D-glucose 1-phosphate // maltotetraose
3-oxoadipate + succinyl-CoA  ->  3-oxoadipyl-CoA + succinate	EC-2.8.3.6	3-oxoadipate degradation	succinyl-CoA // 3-oxoadipate // 3-oxoadipyl-CoA // succinate
alpha-maltose + H2O  ->  2 alpha-D-glucose	EC-3.2.1.20	starch degradation	H<SUB>2</SUB>O // &alpha;-maltose // &alpha;-D-glucose
ribose-1-arsenate + dihydrolipoate + 2 H+  ->  D-ribose + arsenite + (R)-lipoate		arsenate detoxification I (glutaredoxin)	H<SUP>+</SUP> // dihydrolipoate // ribose-1-arsenate // D-ribose // arsenite // (<i>R</i>)-lipoate
an acyl-CoA + cholesterol  =  a cholesterol ester + coenzyme A	EC-2.3.1.26		cholesterol // an acyl-CoA // a cholesterol ester // coenzyme A
L-arabinose + NADPH + H+  <-->  L-arabitol + NADP+	EC-1.1.1.21	L-arabinose degradation II	H<SUP>+</SUP> // NADPH // L-arabinose // L-arabitol // NADP<sup>+</sup>
3-methoxy-4-hydroxy-5-all-trans-hexaprenylbenzoate + H+  ->  2-hexaprenyl-6-methoxyphenol + CO2	EC-4.1.1	ubiquinol-6 biosynthesis (eukaryotic)	3-methoxy-4-hydroxy-5-<i>all-trans</i>-hexaprenylbenzoate // H<SUP>+</SUP> // 2-hexaprenyl-6-methoxyphenol // CO<SUB>2</SUB>
lathosterol  <-  zymostenol	EC-5.3.3.5	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	lathosterol // zymostenol
a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA + NAD+  =  a 2,3,4-saturated 3-oxoacyl-CoA + NADH + H+	EC-1.1.1.211		a 2,3,4-saturated (3<i>S</i>)-3-hydroxyacyl-CoA // NAD<sup>+</sup> // a 2,3,4-saturated 3-oxoacyl-CoA // NADH // H<SUP>+</SUP>
a 1-lysophosphatidylcholine + H2O  =  a carboxylate + L-1-glycero-3-phosphocholine + H+	EC-3.1.1.5		H<SUB>2</SUB>O // a 1-lysophosphatidylcholine // a carboxylate // L-1-glycero-3-phosphocholine // H<SUP>+</SUP>
N-acetyl-4-aminobutyrate + H2O  ->  4-aminobutyrate + acetate	EC-3.5.1	putrescine degradation III	H<SUB>2</SUB>O // <i>N</i>-acetyl-4-aminobutyrate // 4-aminobutyrate // acetate
<i>trans</i> tetradec-2-enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific)	EC-1.3.1.39	palmitate biosynthesis I (animals)	NADP<sup>+</sup> // a myristoyl-[acp] // a (2<i>E</i>)-tetradec-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
3-hydroxydodecanoyl-[acyl-carrier protein] dehydratase	EC-4.2.1.59	palmitate biosynthesis I (animals)	a (<i>3R</i>)-3-hydroxydodecanoyl-[acp] // a (2<i>E</i>)-dodec-2-enoyl-[acp] // H<SUB>2</SUB>O
dUMP + 5,10-methylenetetrahydropteroyl mono-L-glutamate  <-->  dTMP + 7,8-dihydrofolate monoglutamate	EC-2.1.1.45	purine and pyrimidine metabolism // folate transformations II (plants) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	dUMP // 5,10-methylenetetrahydropteroyl mono-L-glutamate // dTMP // 7,8-dihydrofolate monoglutamate
ATP + 5'-phosphoribosyl-N-formylglycineamide + L-glutamine + H2O  ->  L-glutamate + ADP + 5-phosphoribosyl-N-formylglycineamidine + phosphate + H+	EC-6.3.5.3	superpathway of 5-aminoimidazole ribonucleotide biosynthesis // 5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I	H<SUB>2</SUB>O // L-glutamine // 5'-phosphoribosyl-<i>N</i>-formylglycineamide // ATP // H<SUP>+</SUP> // L-glutamate // ADP // phosphate // 5-phosphoribosyl-<i>N</i>-formylglycineamidine
dimethylallyl diphosphate + isopentenyl diphosphate  ->  geranyl diphosphate + diphosphate	EC-2.5.1.1	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	isopentenyl diphosphate // dimethylallyl diphosphate // geranyl diphosphate // diphosphate
octanoyl-CoA ligase	EC-6.2.1.3		coenzyme A // ATP // octanoate // octanoyl-CoA // AMP // diphosphate
(S)-nicotine + NADPH  ->  nicotine-Delta1'5'-iminium ion + NADP+ + 3 H+	EC-1.14.14.1	nicotine degradation II // nicotine degradation III	NADPH // (<i>S</i>)-nicotine // H<SUP>+</SUP> // nicotine-&Delta;<sup>1'5'</sup>-iminium ion // NADP<sup>+</sup>
Butyryl-CoA dehydrogenase	EC-1.3.99.2		an oxidized electron carrier // butanoyl-CoA // crotonyl-CoA // a reduced two electron carrier
a 1-monoglyceride + ATP  =  a 2-lysophosphatidate + ADP	EC-2.7.1.94		ATP // a 1-monoglyceride // a 2-lysophosphatidate // ADP
a long-chain fatty aldehyde + coenzyme A + NADP+  =  a long-chain acyl-CoA + NADPH + H+	EC-1.2.1.50		a long-chain fatty aldehyde // coenzyme A // NADP<sup>+</sup> // a long-chain acyl-CoA // NADPH // H<SUP>+</SUP>
D-myo-inositol (1,4)-bisphosphate + H2O  ->  1D-myo-inositol (4)-monophosphate + phosphate	EC-3.1.3.57	D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	H<SUB>2</SUB>O // D-<i>myo</i>-inositol (1,4)-bisphosphate // phosphate // 1D-<i>myo</i>-inositol (4)-monophosphate
3-hydroxypropanoyl-CoA  =  acrylyl-CoA + H2O	EC-4.2.1.116		3-hydroxypropanoyl-CoA // acrylyl-CoA // H<SUB>2</SUB>O
arachidoyl-CoA + 1-dodecanol  ->  a medium-chain ester + coenzyme A		wax esters biosynthesis II	1-dodecanol // arachidoyl-CoA // a medium-chain ester // coenzyme A
a core protein L-serine + UDP-alpha-D-xylose  ->  a 3-O-(beta-D-xylosyl)-L-seryl-[protein] + UDP	EC-2.4.2.26	glycoaminoglycan-protein linkage region biosynthesis	UDP-&alpha;-D-xylose // a core protein L-serine // a 3-<i>O</i>-(&beta;-D-xylosyl)-L-seryl-[protein] // UDP
(S)-3-hydroxybutanoyl-CoA + NAD+  ->  acetoacetyl-CoA + NADH + H+	EC-1.1.1.35	glutaryl-CoA degradation	NAD<sup>+</sup> // (S)-3-hydroxybutanoyl-CoA // acetoacetyl-CoA // NADH // H<SUP>+</SUP>
putrescine + oxygen + H2O  =  ammonia + hydrogen peroxide + 4-aminobutanal + H+	EC-1.4.3.10		putrescine // H<SUB>2</SUB>O // oxygen // H<SUP>+</SUP> // ammonia // hydrogen peroxide // 4-aminobutanal
threonine aldolase	EC-4.1.2.5	glycine biosynthesis IV	L-threonine // acetaldehyde // glycine
AMP + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + adenine	EC-2.4.2.7	purine and pyrimidine metabolism // adenine and adenosine salvage I	diphosphate // AMP // 5-phospho-&alpha;-D-ribose 1-diphosphate // adenine
a dihydroceramide  ->  a sphingosine-containing ceramide		ceramide biosynthesis	a dihydroceramide // a sphingosine-containing ceramide
mevalonate-5-phosphate + ATP  ->  mevalonate-diphosphate + ADP	EC-2.7.4.2	mevalonate pathway I	ATP // mevalonate-5-phosphate // mevalonate-diphosphate // ADP
Serotonin acetyltransferase	EC-2.3.1.87	serotonin and melatonin biosynthesis // biosynthesis of serotonin and melatonin	serotonin // acetyl-CoA // H<SUP>+</SUP> // coenzyme A // <i>N</i>-acetyl-serotonin
prostaglandin E2 + NAD+  =  (5Z)-(15S)-11-alpha-hydroxy-9,15-dioxoprosta-13-enoate + NADH + H+	EC-1.1.1.141		NAD<sup>+</sup> // prostaglandin E<sub>2</sub> // H<SUP>+</SUP> // NADH // (5Z)-(15S)-11-&alpha;-hydroxy-9,15-dioxoprosta-13-enoate
