Reaction	EC-Number	In-Pathway	Substrates
a dodecanoyl-[acp] + a malonyl-[acp] + H+  ->  a 3-oxotetradecanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.41 // EC-2.3.1.179	palmitate biosynthesis II (bacteria and plants)	H<SUP>+</SUP> // a malonyl-[acp] // a dodecanoyl-[acp] // a 3-oxotetradecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
D-lysine + dioxygen + H2O  ->  6-amino-2-oxohexanoate + ammonium + hydrogen peroxide	EC-1.4.3.3		H<sub>2</sub>O // dioxygen // D-lysine // 6-amino-2-oxohexanoate // ammonium // hydrogen peroxide
GMP + diphosphate  <-  guanine + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.8	guanine and guanosine salvage II	diphosphate // GMP // guanine // 5-phospho-&alpha;-D-ribose 1-diphosphate
a (4R)-4,2'-dihydroxyisoflavan + NADP+  <-  a (3R)-2'-hydroxyisoflavanone + NADPH + H+	EC-1.1.1.348		NADP<sup>+</sup> // a (4R)-4,2'-dihydroxyisoflavan // a (3R)-2'-hydroxyisoflavanone // NADPH // H<SUP>+</SUP>
chalinasterol + NADPH + H+  ->  campesterol + NADP+	EC-1.3.1	phytosterol biosynthesis (plants)	NADP<sup>+</sup> // campesterol // chalinasterol // NADPH // H<SUP>+</SUP>
alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP-alpha-D-mannose  ->  alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP + H+	EC-2.4.1.257	protein <i>N</i>-glycosylation initial phase (eukaryotic)	GDP-&alpha;-D-mannose // &alpha;-D-Man-(1&rarr;3)-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // &alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // H<SUP>+</SUP> // GDP
a very-long-chain (3R)-3-hydroxyacyl-CoA  ->  a very-long-chain (2E)-2-enoyl-CoA + H2O	EC-4.2.1.134	very long chain fatty acid biosynthesis I	a very-long-chain (3<i>R</i>)-3-hydroxyacyl-CoA // a very-long-chain (2<i>E</i>)-2-enoyl-CoA // H<sub>2</sub>O
7-oxateasterone  ->  7-oxatyphasterol		superpathway of C28 brassinosteroid biosynthesis	7-oxateasterone // 7-oxatyphasterol
S-adenosyl-L-methionine + salicylate  ->  methylsalicylate + S-adenosyl-L-homocysteine	EC-2.1.1.274	methylsalicylate biosynthesis // volatile benzenoid biosynthesis I (ester formation)	salicylate // <i>S</i>-adenosyl-L-methionine // methylsalicylate // <i>S</i>-adenosyl-L-homocysteine
gibberellin A19 + 2-oxoglutarate + dioxygen  ->  gibberellin A20 + 2 CO2 + succinate + H+	EC-1.14.11	gibberellin biosynthesis III (early C-13 hydroxylation)	dioxygen // 2-oxoglutarate // gibberellin A<sub>19</sub> // H<SUP>+</SUP> // gibberellin A<sub>20</sub> // CO<SUB>2</SUB> // succinate
ATP + 2-(formamido)-N1-(5-phospho-beta-D-ribosyl)acetamidine  ->  ADP + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + phosphate + H+	EC-6.3.3.1	5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I	2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine // ATP // H<SUP>+</SUP> // ADP // phosphate // 5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole
(2S)-naringenin + 2-oxoglutarate + dioxygen  ->  apigenin + succinate + CO2 + H2O + H+	EC-1.14.20.5	luteolin biosynthesis // flavonoid biosynthesis (in equisetum)	dioxygen // 2-oxoglutarate // (2<i>S</i>)-naringenin // apigenin // succinate // CO<SUB>2</SUB> // H<sub>2</sub>O // H<SUP>+</SUP>
L-galactopyranose + NAD+  ->  L-galactono-1,4-lactone + NADH + H+	EC-1.1.1.316	L-ascorbate biosynthesis I (L-galactose pathway)	NAD<sup>+</sup> // L-galactopyranose // H<SUP>+</SUP> // L-galactono-1,4-lactone // NADH
GDP-4-dehydro-alpha-D-rhamnose  ->  GDP-4-dehydro-6-deoxy-beta-L-galactose		GDP-L-fucose biosynthesis I (from GDP-D-mannose) // GDP-beta-L-fucose + NADP+  <-  GDP-4-dehydro-alpha-D-rhamnose + NADPH + H+	GDP-4-dehydro-&alpha;-D-rhamnose // GDP-4-dehydro-6-deoxy-&beta;-L-galactose
L-methionine + hydrogen peroxide  ->  L-methionine-(R)-S-oxide + H2O			hydrogen peroxide // L-methionine // L-methionine-(<i>R</i>)-<i>S</i>-oxide // H<sub>2</sub>O
(Z)-1-(L-cystein-S-yl)-N-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine + H2O  ->  (Z)-N-hydroxy-2-(4-hydroxyphenyl)acetimidothioate + pyruvate + ammonium + H+	EC-4.4.1.13	glucosinolate biosynthesis from tyrosine	H<sub>2</sub>O // (<i>Z</i>)-1-(L-cystein-<i>S</i>-yl)-<i>N</i>-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine // (<i>Z</i>)-<i>N</i>-hydroxy-2-(4-hydroxyphenyl)acetimidothioate // pyruvate // ammonium // H<SUP>+</SUP>
(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine + H2O  ->  (Z)-N-hydroxy-2-(4-hydroxyphenyl)acetimidothioate + L-seryl-glycine + H+	EC-4.4.1	glucosinolate biosynthesis from tyrosine	H<sub>2</sub>O // (<i>Z</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine // (<i>Z</i>)-<i>N</i>-hydroxy-2-(4-hydroxyphenyl)acetimidothioate // L-seryl-glycine // H<SUP>+</SUP>
an S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex  ->  a [cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex	EC-2.8.1	[2Fe-2S] iron-sulfur cluster biosynthesis	an <i>S</i>-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex // a [cysteine desulfurase]-<i>S</i>-sulfanyl-[disordered-form scaffold protein] complex
(Z)-1-(glutathion-S-yl)-N-hydroxy-omega-(methylsulfanyl)nonan-1-imine + H2O  ->  (Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-omega-(methylsulfanyl)nonan-1-imine + L-glutamate	EC-3.4.19.16	glucosinolate biosynthesis from hexahomomethionine	H<sub>2</sub>O // (<i>Z</i>)-1-(glutathion-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)nonan-1-imine // (<i>Z</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)nonan-1-imine // L-glutamate
an L-cysteine-S-conjugate + malonyl-CoA  ->  an N-malonyl-L-cysteine-S-conjugate + coenzyme A + H+	EC-2.3.1	glutathione-mediated detoxification II	malonyl-CoA // an L-cysteine-<i>S</i>-conjugate // an <i>N</i>-malonyl-L-cysteine-<i>S</i>-conjugate // coenzyme A // H<SUP>+</SUP>
(R)-mevalonate + coenzyme A + 2 NADP+  <-  (S)-3-hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H+	EC-1.1.1.34	mevalonate pathway I	(<i>R</i>)-mevalonate // coenzyme A // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // (<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA
3-hydroxypropyl-glucosinolate + benzoyl-CoA  ->  glucomalcommin + coenzyme A		glucosinolate biosynthesis from homomethionine	benzoyl-CoA // 3-hydroxypropyl-glucosinolate // glucomalcommin // coenzyme A
2-(2,8-dihydroxytridecyl)-6-oxopyran-4-olate + NADP+  <-  2-(8-hydroxy-2-oxotridecyl)-6-oxopyran-4-olate + NADPH + H+	EC-1.1.1	sporopollenin precursors biosynthesis	NADP<sup>+</sup> // 2-(2,8-dihydroxytridecyl)-6-oxopyran-4-olate // 2-(8-hydroxy-2-oxotridecyl)-6-oxopyran-4-olate // NADPH // H<SUP>+</SUP>
16-hydroxypalmitate + ATP + coenzyme A  ->  16-hydroxypalmitoyl-CoA + AMP + diphosphate	EC-6.2.1.3	suberin monomers biosynthesis // cutin biosynthesis // sporopollenin precursors biosynthesis	ATP // coenzyme A // 16-hydroxypalmitate // 16-hydroxypalmitoyl-CoA // diphosphate // AMP
UDP-alpha-D-glucuronate + H+  ->  UDP-alpha-D-xylose + CO2	EC-4.1.1.35	UDP-&alpha;-D-xylose biosynthesis	UDP-&alpha;-D-glucuronate // H<SUP>+</SUP> // UDP-&alpha;-D-xylose // CO<SUB>2</SUB>
a nucleoside 3',5'-bisphosphate + H2O  =  a nucleoside 5'-monophosphate + phosphate	EC-3.1.3.97		H<sub>2</sub>O // a nucleoside 3',5'-bisphosphate // a nucleoside 5'-monophosphate // phosphate
(S)-cheilanthifoline + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (S)-stylopine + an oxidized [NADPH-hemoprotein reductase] + 2 H2O	EC-1.14.19.64	sanguinarine and macarpine biosynthesis	a reduced [NADPH-hemoprotein reductase] // dioxygen // (<i>S</i>)-cheilanthifoline // (<i>S</i>)-stylopine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]
N7-methylguanosine 5'-phosphate + H2O  ->  N7-methylguanosine + phosphate	EC-3.1.3.91		H<sub>2</sub>O // <i>N</i><sup>7</sup>-methylguanosine 5'-phosphate // <i>N</i><sup>7</sup>-methylguanosine // phosphate
tetrahydrogeranylgeranyl diphosphate + NADP+  <-  dihydrogeranylgeranyl diphosphate + NADPH + H+		phytyl diphosphate + 3 NADP+  <-  geranylgeranyl diphosphate + 3 NADPH + 3 H+ // phytyl diphosphate biosynthesis	NADP<sup>+</sup> // tetrahydrogeranylgeranyl diphosphate // dihydrogeranylgeranyl diphosphate // NADPH // H<SUP>+</SUP>
L-dopachrome  ->  5,6-dihydroxyindole-2-carboxylate	EC-5.3.3.12	eumelanin biosynthesis	L-dopachrome // 5,6-dihydroxyindole-2-carboxylate
(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-omega-(methylsulfanyl)hexan-1-imine + H2O  ->  (Z)-omega-(methylsulfanyl)hexyl-thiohydroximate + L-seryl-glycine	EC-4.4.1	glucosinolate biosynthesis from trihomomethionine	H<sub>2</sub>O // (<i>Z</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)hexan-1-imine // (<i>Z</i>)-&omega;-(methylsulfanyl)hexyl-thiohydroximate // L-seryl-glycine
benzylbenzoate + H2O  ->  benzoate + benzyl alcohol + H+		benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)	H<sub>2</sub>O // benzylbenzoate // H<SUP>+</SUP> // benzoate // benzyl alcohol
N-(5-phosphoribosyl)-anthranilate + diphosphate  <-  anthranilate + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.18	L-tryptophan biosynthesis	diphosphate // <i>N</i>-(5-phosphoribosyl)-anthranilate // anthranilate // 5-phospho-&alpha;-D-ribose 1-diphosphate
L-aspartate + carbamoyl phosphate  ->  N-carbamoyl-L-aspartate + phosphate + H+	EC-2.1.3.2	UMP biosynthesis I	carbamoyl phosphate // L-aspartate // H<SUP>+</SUP> // <i>N</i>-carbamoyl-L-aspartate // phosphate
a phosphatidate + ATP  <-->  a 1,2-diacyl-sn-glycerol 3-diphosphate + ADP	EC-2.7.4	phosphatidate metabolism, as a signaling molecule	ATP // a phosphatidate // a 1,2-diacyl-<i>sn</i>-glycerol 3-diphosphate // ADP
UDP-alpha-D-glucose + 4-coumarate  ->  4-O-beta-D-glucosyl-4-hydroxycinnamate + UDP + H+	EC-2.4.1.126		4-coumarate // UDP-&alpha;-D-glucose // H<SUP>+</SUP> // 4-O-&beta;-D-glucosyl-4-hydroxycinnamate // UDP
an acyl-CoA + a 1,2-diacyl-sn-glycerol  ->  a triacyl-sn-glycerol + coenzyme A	EC-2.3.1.20	diacylglycerol and triacylglycerol biosynthesis	a 1,2-diacyl-<i>sn</i>-glycerol // an acyl-CoA // a triacyl-<i>sn</i>-glycerol // coenzyme A
GA<sub>12</sub>-aldehyde monooxygenase		ent-kaur-16-en-19-oate + 3 a reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  gibberellin A12 + 3 an oxidized [NADPH-hemoprotein reductase] + 4 H2O + H+ // GA<sub>12</sub> biosynthesis	dioxygen // a reduced [NADPH-hemoprotein reductase] // gibberellin A<sub>12</sub>-aldehyde // gibberellin A<sub>12</sub> // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O // H<SUP>+</SUP>
4-(indol-3-yl)3-oxobutanoyl-CoA + coenzyme A  ->  (indol-3 yl)acetyl-CoA + acetyl-CoA	EC-2.3.1	IAA biosynthesis VII	coenzyme A // 4-(indol-3-yl)3-oxobutanoyl-CoA // (indol-3 yl)acetyl-CoA // acetyl-CoA
a [glycerolipid]-(7Z)-hexadecenoate + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  a [glycerolipid]-(7Z,10Z)-hexadecadienoate + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	EC-1.14.19.23	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis	H<SUP>+</SUP> // dioxygen // a reduced ferredoxin [iron-sulfur] cluster // a [glycerolipid]-(7Z)-hexadecenoate // a [glycerolipid]-(7Z,10Z)-hexadecadienoate // an oxidized ferredoxin [iron-sulfur] cluster // H<sub>2</sub>O
L-trihomomethionine + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  ->  CO2 + 2 an oxidized [NADPH-hemoprotein reductase] + (E)-6-(methylsulfanyl)hexanal oxime + 3 H2O	EC-1.14.14.42	glucosinolate biosynthesis from trihomomethionine	a reduced [NADPH-hemoprotein reductase] // dioxygen // L-trihomomethionine // H<sub>2</sub>O // CO<SUB>2</SUB> // an oxidized [NADPH-hemoprotein reductase] // (<i>E</i>)-6-(methylsulfanyl)hexanal oxime
alpha,alpha-trehalose 6-phosphate + H2O  ->  alpha,alpha-trehalose + phosphate	EC-3.1.3.12	trehalose biosynthesis I	H<sub>2</sub>O // &alpha;,&alpha;-trehalose 6-phosphate // &alpha;,&alpha;-trehalose // phosphate
a glutathione-S-conjugate + H2O  ->  a [gamma-glutamyl-L-cysteine]-S-conjugate + glycine	EC-3.4.17.25	glutathione-mediated detoxification II	H<sub>2</sub>O // a glutathione-<i>S</i>-conjugate // a [&gamma;-glutamyl-L-cysteine]-<i>S</i>-conjugate // glycine
L-threonine  <-->  acetaldehyde + glycine	EC-4.1.2.48 // EC-4.1.2.5	glycine biosynthesis	L-threonine // acetaldehyde // glycine
5-(methylsulfanyl)pentyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + glucoberteroin + H+	EC-2.8.2.38	glucosinolate biosynthesis from trihomomethionine	3'-phosphoadenylyl-sulfate // 5-(methylsulfanyl)pentyl-desulfoglucosinolate // adenosine 3',5'-bisphosphate // H<SUP>+</SUP> // glucoberteroin
beta-D-fructofuranose 6-phosphate + diphosphate  ->  beta-D-fructofuranose 1,6-bisphosphate + phosphate + H+	EC-2.7.1.90	glycolysis IV (plant cytosol)	diphosphate // &beta;-D-fructofuranose 6-phosphate // H<SUP>+</SUP> // phosphate // &beta;-D-fructofuranose 1,6-bisphosphate
<i>N,N</i>-dihydroxy-L-phenylalanine carboxy-lyase		glucosinolate biosynthesis from phenylalanine // L-phenylalanine + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  ->  (E)-phenylacetaldehyde oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO2 + 3 H2O	<i>N,N</i>-dihydroxy-L-phenylalanine // H<SUP>+</SUP> // (<i>E</i>)-phenylacetaldehyde oxime // CO<SUB>2</SUB> // H<sub>2</sub>O
phenazine-1-carboxylate + NADH + dioxygen + 2 H+  =  phenazin-1-ol + CO2 + NAD+ + H2O	EC-1.14.13.218		H<SUP>+</SUP> // dioxygen // NADH // phenazine-1-carboxylate // phenazin-1-ol // NAD<sup>+</sup> // CO<SUB>2</SUB> // H<sub>2</sub>O
UDP-alpha-D-glucose + kaempferol 3-O-beta-D-glucoside  ->  kaempferol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside + UDP + H+	EC-2.4.1.239	kaempferol triglucoside biosynthesis // kaempferol glycoside biosynthesis (Arabidopsis)	kaempferol 3-<i>O</i>-&beta;-D-glucoside // UDP-&alpha;-D-glucose // H<SUP>+</SUP> // kaempferol 3-<i>O</i>-&beta;-<i>D</i>-glucosyl-(1->2)-&beta;-D-glucoside // UDP
chlorophyllide a + NADP+  <-  chlorophyllide a2 + NADPH + H+	EC-1.3.1.75	chlorophyll <i>a</i> biosynthesis II // chlorophyll <i>a</i> biosynthesis I	NADP<sup>+</sup> // chlorophyllide <i>a</i> // chlorophyllide <i>a</i><sub>2</sub> // NADPH // H<SUP>+</SUP>
D-glucono-1,5-lactone + H2O  ->  D-gluconate + H+	EC-3.1.1.17	glucose and glucose-1-phosphate degradation // sorbitol biosynthesis II	H<sub>2</sub>O // D-glucono-1,5-lactone // H<SUP>+</SUP> // D-gluconate
3-phenylpropionitrile + 2 H2O  ->  3-phenylpropanoate + ammonium	EC-3.5.5.1		H<sub>2</sub>O // 3-phenylpropionitrile // 3-phenylpropanoate // ammonium
(indol-3-yl)acetyl-L-phenylalanine  ->  (6-hydroxy-indol-3-yl)acetyl-L-phenylalanine		indole-3-acetate inactivation V	(indol-3-yl)acetyl-L-phenylalanine // (6-hydroxy-indol-3-yl)acetyl-L-phenylalanine
2-hydroxy-2-(1H-indol-3-yl)acetonitrile + dioxygen  ->  indole-3-carbonyl nitrile + hydrogen peroxide	EC-1.1.3	4-hydroxyindole-3-carbonyl nitrile biosynthesis	dioxygen // 2-hydroxy-2-(1H-indol-3-yl)acetonitrile // indole-3-carbonyl nitrile // hydrogen peroxide
8-(methylsulfanyl)-2-oxooctanoate + a proteinogenic amino acid  <-->  L-tetrahomomethionine + a 2-oxo carboxylate	EC-2.6.1	aliphatic glucosinolate biosynthesis, side chain elongation cycle	a proteinogenic amino acid // 8-(methylsulfanyl)-2-oxooctanoate // L-tetrahomomethionine // a 2-oxo carboxylate
a 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + ATP  ->  1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate + ADP + H+	EC-2.7.1.153	3-phosphoinositide biosynthesis	ATP // a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate // 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate // ADP // H<SUP>+</SUP>
an N-acetyl-alpha-D-glucosaminide + H2O  ->  N-acetyl-D-glucosamine + a non glycosylated sugar acceptor	EC-3.2.1.50		H<sub>2</sub>O // an <i>N</i>-acetyl-&alpha;-D-glucosaminide // <i>N</i>-acetyl-D-glucosamine // a non glycosylated sugar acceptor
chlorophyllide b + geranylgeranyl diphosphate + 2 H+  =  geranylgeranyl chlorophyll b + diphosphate	EC-2.5.1.62		H<SUP>+</SUP> // geranylgeranyl diphosphate // chlorophyllide <i>b</i> // geranylgeranyl chlorophyll b // diphosphate
prostaglandin H2  =  thromboxane A2	EC-5.3.99.5		prostaglandin H<sub>2</sub> // thromboxane A<sub>2</sub>
a (2S)-flavan-4-one + 2-oxoglutarate + dioxygen  ->  a (2R,3R)-dihydroflavonol + succinate + CO2	EC-1.14.11.9		dioxygen // 2-oxoglutarate // a (2S)-flavan-4-one // a (2<i>R</i>,3<i>R</i>)-dihydroflavonol // succinate // CO<SUB>2</SUB>
nitrite + NAD+ + H2O  <-  nitrate + NADH + H+	EC-1.7.1.1	nitrate reduction II (assimilatory)	NAD<sup>+</sup> // H<sub>2</sub>O // nitrite // H<SUP>+</SUP> // nitrate // NADH
myo-inositol + 1-O-(indol-3-ylacetyl)-beta-D-glucose  ->  1D-1-O-(indol-3-yl)acetyl-myo-inositol + D-glucopyranose	EC-2.3.1.72	indole-3-acetate inactivation IX	1-<i>O</i>-(indol-3-ylacetyl)-&beta;-D-glucose // <I>myo</I>-inositol // 1D-1-O-(indol-3-yl)acetyl-myo-inositol // D-glucopyranose
an exposed unphosphorylated, unbranched malto-oligosaccharide tail on amylopectin + n H2O  ->  maltose + an exposed unphosphorylated, (alpha-1,6)-branched malto-oligosaccharide tail on amylopectin	EC-3.2.1.2	starch degradation II	H<sub>2</sub>O // an exposed unphosphorylated, unbranched malto-oligosaccharide tail on amylopectin // maltose // an exposed unphosphorylated, (&alpha;-1,6)-branched malto-oligosaccharide tail on amylopectin
alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-glucosyl phosphate  ->  alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+	EC-2.4.1.267	protein <i>N</i>-glycosylation initial phase (eukaryotic)	a dolichyl &beta;-D-glucosyl phosphate // &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // &alpha;-D-Glc-(1&rarr;3)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // a dolichyl phosphate // H<SUP>+</SUP>
benzoyl-CoA + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  salicyl-CoA + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14	salicylate biosynthesis II	a reduced [NADPH-hemoprotein reductase] // dioxygen // benzoyl-CoA // salicyl-CoA // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]
[(1->4)-alpha-D-glucosyl]n + phosphate  ->  [(1->4)-alpha-D-glucosyl](n-1) + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // a long-linear &alpha;-D-glucan // &alpha;-D-glucopyranose 1-phosphate
GDP-alpha-D-mannose  ->  GDP-4-dehydro-alpha-D-rhamnose + H2O	EC-4.2.1.47	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GDP-&alpha;-D-mannose // H<sub>2</sub>O // GDP-4-dehydro-&alpha;-D-rhamnose
24-epi-campesterol + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  brassicasterol + an oxidized [NADPH-hemoprotein reductase] + 2 H2O	EC-1.14.19.41	phytosterol biosynthesis (plants)	dioxygen // a reduced [NADPH-hemoprotein reductase] // 24-<i>epi</i>-campesterol // brassicasterol // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
obtusifoliol + 3 a reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol + formate + 3 an oxidized [NADPH-hemoprotein reductase] + 4 H2O + H+	EC-1.14.14.154	phytosterol biosynthesis (plants)	a reduced [NADPH-hemoprotein reductase] // dioxygen // obtusifoliol // 4&alpha;-methyl-5&alpha;-ergosta-8,14,24(28)-trien-3&beta;-ol // formate // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase] // H<SUP>+</SUP>
7,9,9'-cis-neurosporene  ->  9'-cis-neurosporene	EC-5.2.1		7,9,9'-<i>cis</i>-neurosporene // 9'-<i>cis</i>-neurosporene
geranial  <-->  neral			geranial // neral
(polyphosphate)(n) + H2O  ->  (polyphosphate)(n-1) + phosphate	EC-3.6.1.11		H<sub>2</sub>O // long chain polyphosphate // phosphate
D-erythro-7,8-dihydroneopterin  ->  glycolaldehyde + 6-(hydroxymethyl)-7,8-dihydropterin	EC-4.1.2.25	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	D-<i>erythro</i>-7,8-dihydroneopterin // glycolaldehyde // 6-(hydroxymethyl)-7,8-dihydropterin
2-C-methyl-D-erythritol 4-phosphate + CTP + H+  ->  4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + diphosphate	EC-2.7.7.60	methylerythritol phosphate pathway I // methylerythritol phosphate pathway II	CTP // 2-C-methyl-D-erythritol 4-phosphate // H<SUP>+</SUP> // 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // diphosphate
[Glu-Cys]n-Gly + glutathione  ->  [Glu-Cys](n+1)-Gly + glycine	EC-2.3.2.15	phytochelatins biosynthesis	glutathione // a phytochelatin // glycine
UMP + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + uracil	EC-2.4.2.9	pyrimidine nucleobases salvage I // pyrimidine salvage pathway	UMP // diphosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // uracil
a 1,2-diacyl-sn-glycerol 3-diphosphate + H2O  ->  a phosphatidate + phosphate + H+	EC-3.1.3.81	phosphatidate metabolism, as a signaling molecule	H<sub>2</sub>O // a 1,2-diacyl-<i>sn</i>-glycerol 3-diphosphate // a phosphatidate // phosphate // H<SUP>+</SUP>
chlorophyll a + 3 H+  ->  pheophytin a + Mg2+	EC-4.99.1.10	chlorophyll <i>a</i> degradation II	H<SUP>+</SUP> // chlorophyll <i>a</i> // pheophytin <i>a</i> // Mg<SUP>2+</SUP>
bisdemalonylsalvianin + malonyl-CoA  ->  monodemalonylsalvianin + coenzyme A	EC-2.3.1.172	salvianin biosynthesis	malonyl-CoA // bisdemalonylsalvianin // coenzyme A // monodemalonylsalvianin
ferulate + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  5-hydroxyferulate + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14	free phenylpropanoid acid biosynthesis	dioxygen // a reduced [NADPH-hemoprotein reductase] // ferulate // 5-hydroxyferulate // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]
an alkenyl-glucosinolate + H2O  ->  an N-(sulfonatooxy)alkenimidothioic acid with a terminal double bond + D-glucopyranose	EC-3.2.1.147	glucosinolate activation	H<sub>2</sub>O // an alkenyl-glucosinolate // an <i>N</i>-(sulfonatooxy)alkenimidothioic acid with a terminal double bond // D-glucopyranose
