Reaction	EC-Number	In-Pathway	Substrates
all-trans-nonaprenyl diphosphate + 4-hydroxybenzoate  ->  3-nonaprenyl-4-hydroxybenzoate + diphosphate	EC-2.5.1.39	plastoquinol-9 biosynthesis II	4-hydroxybenzoate // <i>all-trans</i>-nonaprenyl diphosphate // 3-nonaprenyl-4-hydroxybenzoate // diphosphate
S-adenosyl-L-methionine + Mg-protoporphyrin  ->  S-adenosyl-L-homocysteine + magnesium-protoporphyrin IX 13-monomethyl ester	EC-2.1.1.11	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent) // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	Mg-protoporphyrin // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // magnesium-protoporphyrin IX 13-monomethyl ester
uroporphyrinogen-III + 4 H+  ->  coproporphyrinogen III + 4 CO2	EC-4.1.1.37	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent) // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent) // heme <i>b</i> biosynthesis I (aerobic)	H<SUP>+</SUP> // uroporphyrinogen-III // coproporphyrinogen III // CO<SUB>2</SUB>
IMP + NAD+ + H2O  <-->  XMP + NADH + H+	EC-1.1.1.205	inosine 5'-phosphate degradation // guanosine ribonucleotides <i>de novo</i> biosynthesis	NAD<sup>+</sup> // H<sub>2</sub>O // IMP // XMP // NADH // H<SUP>+</SUP>
dGTP + 2 hydroxyl radical  ->  8-oxo-dGTP + H2O			hydroxyl radical // dGTP // 8-oxo-dGTP // H<sub>2</sub>O
L-cysteine + an [L-cysteine desulfurase]-L-cysteine  ->  L-alanine + an [L-cysteine desulfurase]-S-sulfanyl-L-cysteine		L-alanine biosynthesis III // thiamine diphosphate thiazole component biosynthesis // L-cysteine + an unsulfurated [sulfur carrier]  ->  L-alanine + a sulfurated [sulfur carrier] // cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase // L-cysteine + a carboxy-adenylated-[ThiS sulfur-carrier protein] + a reduced two electron carrier  ->  a thiocarboxy-[ThiS-Protein] + L-alanine + AMP + an oxidized electron carrier + 2 H+	an [L-cysteine desulfurase]-L-cysteine // L-cysteine // L-alanine // an [L-cysteine desulfurase]-<i>S</i>-sulfanyl-L-cysteine
L-lysine + a tRNALys + ATP  ->  an L-lysyl-[tRNALys] + AMP + diphosphate	EC-6.1.1.6	tRNA charging	ATP // a tRNA<SUP>Lys</SUP> // L-lysine // an L-lysyl-[tRNA<SUP>Lys</SUP>] // diphosphate // AMP
UTP + H2O  ->  UDP + phosphate + H+	EC-3.6.1.15	UTP and CTP dephosphorylation I	UTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // UDP
prenyl diphosphate + an adenosine37 in tRNA  ->  N6-(3-methylbut-2-en-1-yl)-adenosine37 in tRNA + diphosphate	EC-2.5.1.75		an adenosine<sup>37</sup> in tRNA // prenyl diphosphate // <i>N</i><sup>6</sup>-(3-methylbut-2-en-1-yl)-adenosine<sup>37</sup> in tRNA // diphosphate
adenosine 3',5'-bisphosphate + H2O  ->  AMP + phosphate	EC-3.1.3.7		H<sub>2</sub>O // adenosine 3',5'-bisphosphate // phosphate // AMP
nicotinamide + H2O  ->  ammonium + nicotinate	EC-3.5.1.19		H<sub>2</sub>O // nicotinamide // ammonium // nicotinate
selenate + ATP + H+  ->  adenosine 5'-phosphoselenate + diphosphate	EC-2.7.7.4	selenate reduction	H<SUP>+</SUP> // ATP // selenate // adenosine 5'-phosphoselenate // diphosphate
2-aceto-2-hydroxy-butyrate synthase	EC-2.2.1.6	L-isoleucine biosynthesis I (from threonine)	2-oxobutanoate // pyruvate // H<SUP>+</SUP> // (<i>S</i>)-2-aceto-2-hydroxybutanoate // CO<SUB>2</SUB>
pyruvate + ATP  <-  phosphoenolpyruvate + ADP + H+	EC-2.7.1.40	Entner-Doudoroff pathway I // Rubisco shunt	ATP // pyruvate // H<SUP>+</SUP> // phospho<i>enol</i>pyruvate // ADP
4a-hydroxy-N10-formyltetrahydrofolate  =  an N10-formyl-7,8-dihydrofolate + H2O	EC-4.2.1.96		4a-hydroxy-N<sup>10</sup>-formyltetrahydrofolate // an <i>N</i><sup>10</sup>-formyl-7,8-dihydrofolate // H<sub>2</sub>O
D-glyceraldehyde 3-phosphate + arsenate + NAD+  ->  1-arseno-3-phosphoglycerate + NADH + H+	EC-1.2.1.12	arsenate detoxification V	NAD<sup>+</sup> // arsenate // D-glyceraldehyde 3-phosphate // 1-arseno-3-phosphoglycerate // NADH // H<SUP>+</SUP>
agmatine + H2O  ->  urea + putrescine	EC-3.5.3.11	putrescine biosynthesis I // L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	agmatine // H<sub>2</sub>O // urea // putrescine
ppGpp + H2O  ->  GDP + diphosphate	EC-3.1.7.2	ppGpp metabolism	H<sub>2</sub>O // ppGpp // diphosphate // GDP
dATP + 2 hydroxyl radical  ->  2-hydroxy-dATP + H2O			hydroxyl radical // dATP // 2-hydroxy-dATP // H<sub>2</sub>O
(S)-1-pyrroline-5-carboxylate + H+ + H2O  <-->  L-glutamate-5-semialdehyde		L-proline biosynthesis I (from L-glutamate)	(<i>S</i>)-1-pyrroline-5-carboxylate // H<sub>2</sub>O // H<SUP>+</SUP> // L-glutamate-5-semialdehyde
L-proline + NAD(P)+  <-  (S)-1-pyrroline-5-carboxylate + NAD(P)H + 2 H+	EC-1.5.1.2	L-proline biosynthesis I (from L-glutamate)	NAD(P)<sup>+</sup> // L-proline // (<i>S</i>)-1-pyrroline-5-carboxylate // NAD(P)H // H<SUP>+</SUP>
a tRNAArg + L-arginine + ATP  ->  an L-arginyl-[tRNAArg] + AMP + diphosphate	EC-6.1.1.19	tRNA charging	ATP // L-arginine // a tRNA<SUP>Arg</SUP> // an L-arginyl-[tRNA<SUP>Arg</SUP>] // diphosphate // AMP
(2Z)-2-aminobut-2-enoate  ->  2-iminobutanoate		L-isoleucine biosynthesis I (from threonine) // L-threonine  ->  2-oxobutanoate + ammonium	(2Z)-2-aminobut-2-enoate // 2-iminobutanoate
D-glyceraldehyde 3-phosphate + NADP+ + phosphate  <-  3-phospho-D-glyceroyl phosphate + NADPH + H+	EC-1.2.1.13	Calvin-Benson-Bassham cycle	NADP<sup>+</sup> // phosphate // D-glyceraldehyde 3-phosphate // 3-phospho-D-glyceroyl phosphate // NADPH // H<SUP>+</SUP>
L-leucine + 2-oxoglutarate  <-->  L-glutamate + 4-methyl-2-oxopentanoate	EC-2.6.1.6 // EC-2.6.1.42	L-leucine biosynthesis	2-oxoglutarate // L-leucine // L-glutamate // 4-methyl-2-oxopentanoate
a tRNATyr + L-tyrosine + ATP  ->  an L-tyrosyl-[tRNATyr] + AMP + diphosphate	EC-6.1.1.1	tRNA charging	ATP // L-tyrosine // a tRNA<SUP>Tyr</SUP> // an L-tyrosyl-[tRNA<SUP>Tyr</SUP>] // diphosphate // AMP
2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H+  =  5-amino-6-(D-ribitylamino)uracil + riboflavin	EC-2.5.1.9		6,7-dimethyl-8-(1-D-ribityl)lumazine // H<SUP>+</SUP> // 5-amino-6-(D-ribitylamino)uracil // riboflavin
initiator tRNAMet + L-methionine + ATP  ->  an L-methionyl-[initiator tRNAMet] + AMP + diphosphate	EC-6.1.1.10	tRNA charging	ATP // L-methionine // initiator tRNA<sup>Met</sup> // an L-methionyl-[initiator tRNA<SUP>Met</SUP>] // diphosphate // AMP
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP  ->  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP + H+	EC-2.7.1.148	methylerythritol phosphate pathway	ATP // 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // H<SUP>+</SUP> // 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // ADP
protoheme + 6 a reduced ferredoxin [iron-sulfur] cluster + 3 oxygen + 8 H+  ->  (Z,Z)-biliverdin-IX alpha + Fe2+ + carbon monoxide + 6 an oxidized ferredoxin [iron-sulfur] cluster + 3 H2O	EC-1.14.15.20	phycocyanobilin biosynthesis // phycoerythrobilin biosynthesis I	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // oxygen // protoheme // (<i>Z,Z</i>)-biliverdin-IX &alpha; // Fe<SUP>2+</SUP> // carbon monoxide // an oxidized ferredoxin [iron-sulfur] cluster // H<sub>2</sub>O
a long-linear alpha-D-glucan + alpha-D-glucopyranose  <-->  2 a short 1,4-alpha-D-glucan	EC-2.4.1.25		&alpha;-D-glucopyranose // a long-linear &alpha;-D-glucan // a short 1,4-&alpha;-D-glucan
S-adenosyl-L-methionine + uroporphyrinogen-III  ->  S-adenosyl-L-homocysteine + precorrin-1 + H+		cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation) // 2 S-adenosyl-L-methionine + uroporphyrinogen-III  ->  2 S-adenosyl-L-homocysteine + precorrin-2 + H+	uroporphyrinogen-III // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // precorrin-1
beta-nicotinate D-ribonucleotide + adenine  ->  nicotinate + adenine ribotide phosphate + H+	EC-2.4.2.21	adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	adenine // &beta;-nicotinate D-ribonucleotide // nicotinate // adenine ribotide phosphate // H<SUP>+</SUP>
cytidine + H+ + H2O  =  uridine + ammonium	EC-3.5.4.5		cytidine // H<sub>2</sub>O // H<SUP>+</SUP> // uridine // ammonium
a tRNA precursor with a 5' extension and a short 3' extension + H2O  ->  a tRNA precursor with a short 3' extension + a tRNA fragment	EC-3.1.26.5	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a short 3' extension // a tRNA precursor with a short 3' extension // a tRNA fragment
D-sedoheptulose 1-phosphate  <-->  glycerone phosphate + D-erythrose	EC-4.1.2.13		D-sedoheptulose 1-phosphate // glycerone phosphate // D-erythrose
CDP + H2O  ->  CMP + phosphate + H+	EC-3.6.1.6	UTP and CTP dephosphorylation I	H<sub>2</sub>O // CDP // phosphate // CMP // H<SUP>+</SUP>
acetyl-CoA + dihydrolipoamide  ->  S-acetyldihydrolipoamide + coenzyme A	EC-2.3.1.12		dihydrolipoamide // acetyl-CoA // coenzyme A // <i>S</i>-acetyldihydrolipoamide
L-2,4-diaminobutanoate + H+  =  propane-1,3-diamine + CO2	EC-4.1.1.86		L-2,4-diaminobutanoate // H<SUP>+</SUP> // propane-1,3-diamine // CO<SUB>2</SUB>
4-nitrophenyl palmitate + H2O  ->  4-nitrophenol + palmitate + 2 H+	EC-3.1.1.2		H<sub>2</sub>O // 4-nitrophenyl palmitate // 4-nitrophenol // palmitate // H<SUP>+</SUP>
O-acetyl-L-serine + hydrogen selenide  ->  L-selenocysteine + acetate + H+	EC-2.5.1.47		hydrogen selenide // <i>O</i>-acetyl-L-serine // L-selenocysteine // acetate // H<SUP>+</SUP>
dUTP + H2O  ->  dUMP + diphosphate + H+	EC-3.6.1.23 // EC-3.6.1.9	pyrimidine deoxyribonucleotides dephosphorylation // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	H<sub>2</sub>O // dUTP // H<SUP>+</SUP> // dUMP // diphosphate
O-acetyl-L-homoserine + hydrogen sulfide  ->  L-homocysteine + acetate + H+	EC-2.5.1.49	L-homocysteine biosynthesis	hydrogen sulfide // <i>O</i>-acetyl-L-homoserine // H<SUP>+</SUP> // L-homocysteine // acetate
2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	EC-6.3.4.16	urea cycle // 2 ATP + L-glutamine + hydrogencarbonate + H2O  ->  L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+	ammonium // hydrogencarbonate // ATP // ADP // phosphate // carbamoyl phosphate // H<SUP>+</SUP>
71-dihydroxychlorophyllide a2  ->  chlorophyllide b2 + H2O		chlorophyll <i>b</i><sub>2</sub> biosynthesis // chlorophyllide a2 + 2 NADPH + 2 oxygen + 2 H+  ->  chlorophyllide b2 + 2 NADP+ + 3 H2O	7<sup>1</sup>-dihydroxychlorophyllide <i>a</i><sub>2</sub> // chlorophyllide <i>b</i><sub>2</sub> // H<sub>2</sub>O
UMP + H2O  ->  uridine + phosphate	EC-3.1.3.5	UTP and CTP dephosphorylation I	H<sub>2</sub>O // UMP // uridine // phosphate
D-glyceraldehyde 3-phosphate + NAD+ + phosphate  <-->  3-phospho-D-glyceroyl phosphate + NADH + H+	EC-1.2.1.12	sucrose biosynthesis I (from photosynthesis) // Entner-Doudoroff pathway I	NAD<sup>+</sup> // phosphate // D-glyceraldehyde 3-phosphate // H<SUP>+</SUP> // 3-phospho-D-glyceroyl phosphate // NADH
an N10-formyltetrahydrofolate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide  ->  a tetrahydrofolate + 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	EC-2.1.2.3	inosine-5'-phosphate biosynthesis I	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // a tetrahydrofolate // 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide
ATP + UTP + L-glutamine + H2O  ->  ADP + CTP + L-glutamate + phosphate + 2 H+	EC-6.3.4.2	UTP and CTP dephosphorylation I // UTP and CTP <i>de novo</i> biosynthesis	H<sub>2</sub>O // L-glutamine // UTP // ATP // H<SUP>+</SUP> // ADP // phosphate // CTP // L-glutamate
glutathione + a proteinogenic amino acid  ->  an alpha-(gamma-L-glutamyl)-L-amino acid + L-cysteinylglycine	EC-2.3.2.2		a proteinogenic amino acid // glutathione // an &alpha;-(&gamma;-L-glutamyl)-L-amino acid // L-cysteinylglycine
SHG-glucosyln+1 + D-glucopyranose  <-->  SHG-glucosyln + maltose	EC-2.4.1.25		D-glucopyranose // a plant soluble heteroglycan // maltose
2 glutathione + hydrogen peroxide  ->  glutathione disulfide + 2 H2O	EC-1.11.1.9	glutathione-peroxide redox reactions	hydrogen peroxide // glutathione // glutathione disulfide // H<sub>2</sub>O
L-aspartate + L-citrulline + ATP  ->  L-arginino-succinate + AMP + diphosphate + H+	EC-6.3.4.5	L-arginine biosynthesis I (via L-ornithine) // urea cycle // L-arginine biosynthesis II (acetyl cycle)	ATP // L-citrulline // L-aspartate // H<SUP>+</SUP> // L-arginino-succinate // diphosphate // AMP
chorismate + L-glutamine  ->  4-amino-4-deoxychorismate + L-glutamate	EC-2.6.1.85	4-aminobenzoate biosynthesis	L-glutamine // chorismate // 4-amino-4-deoxychorismate // L-glutamate
2-iminobutanoate + H2O + H+  ->  2-oxobutanoate + ammonium	EC-3.5.99.10	L-isoleucine biosynthesis I (from threonine) // L-threonine  ->  2-oxobutanoate + ammonium	H<SUP>+</SUP> // H<sub>2</sub>O // 2-iminobutanoate // 2-oxobutanoate // ammonium
glycine + H2O + oxygen  ->  glyoxylate + ammonium + hydrogen peroxide	EC-1.4.3.3 // EC-1.4.3.19		oxygen // H<sub>2</sub>O // glycine // glyoxylate // ammonium // hydrogen peroxide
beta-cryptoxanthin + 2 a reduced ferredoxin [iron-sulfur] cluster + oxygen + 2 H+  ->  zeaxanthin + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O		beta-carotene + 4 a reduced ferredoxin [iron-sulfur] cluster + 4 H+ + 2 oxygen  ->  zeaxanthin + 4 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O // zeaxanthin biosynthesis	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // oxygen // &beta;-cryptoxanthin // zeaxanthin // H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster
5-phospho-beta-D-ribosylamine + ATP + glycine  ->  ADP + N1-(5-phospho-beta-D-ribosyl)glycinamide + phosphate + H+	EC-6.3.4.13	5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I	glycine // ATP // 5-phospho-&beta;-D-ribosylamine // H<SUP>+</SUP> // ADP // phosphate // <i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide
stearate + ATP + coenzyme A  ->  stearoyl-CoA + AMP + diphosphate	EC-6.2.1.3	stearate biosynthesis II (bacteria and plants)	ATP // coenzyme A // stearate // stearoyl-CoA // AMP // diphosphate
chlorophyllide a2 + 2 NADPH + 2 oxygen + 2 H+  ->  chlorophyllide b2 + 2 NADP+ + 3 H2O	EC-1.14.13.122		H<SUP>+</SUP> // NADPH // oxygen // chlorophyllide <i>a</i><sub>2</sub> // chlorophyllide <i>b</i><sub>2</sub> // H<sub>2</sub>O // NADP<sup>+</sup>
an alpha-limit dextrin  <-->  a alpha-limit dextrin with short branches	EC-2.4.1.25		an &alpha;-limit dextrin // a &alpha;-limit dextrin with short branches
carbamoyl phosphate  ->  cyanate + phosphate + H+			carbamoyl phosphate // cyanate // phosphate // H<SUP>+</SUP>
histidinal + NAD+ + H2O  ->  L-histidine + NADH + 2 H+		L-histidine biosynthesis // histidinol + 2 NAD+ + H2O  ->  L-histidine + 2 NADH + 3 H+	H<sub>2</sub>O // NAD<sup>+</sup> // histidinal // H<SUP>+</SUP> // L-histidine // NADH
ferroheme i + an oxidized electron carrier + H2O  ->  hydroxyferroheme i + a reduced two electron carrier		heme <i>a</i> biosynthesis // ferroheme o + 2 an oxidized electron carrier + H2O  ->  ferroheme a + 2 a reduced two electron carrier	an oxidized electron carrier // H<sub>2</sub>O // ferroheme <i>i</i> // hydroxyferroheme <i>i</i> // a reduced two electron carrier
ATP + isovalerate + coenzyme A  ->  AMP + isovaleryl-CoA + diphosphate	EC-6.2.1.1		coenzyme A // isovalerate // ATP // diphosphate // AMP // isovaleryl-CoA
phosphoribulosylformimino-AICAR-phosphate + L-glutamine  ->  L-glutamate + D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + H+	EC-4.3.2.10	L-histidine biosynthesis	L-glutamine // phosphoribulosylformimino-AICAR-phosphate // H<SUP>+</SUP> // L-glutamate // D-<i>erythro</i>-1-(imidazol-4-yl)-glycerol 3-phosphate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
IMP + H2O  <-  5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	EC-3.5.4.10	inosine-5'-phosphate biosynthesis I	H<sub>2</sub>O // IMP // 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide
carbonic acid  <-->  CO2 + H2O	EC-4.2.1.1		carbonic acid // H<sub>2</sub>O // CO<SUB>2</SUB>
9,9'-di-cis-zeta-carotene + 2 an electron-transfer quinone  ->  prolycopene + 2 an electron-transfer quinol	EC-1.3.5.6		an electron-transfer quinone // 9,9'-di-<i>cis</i>-&zeta;-carotene // prolycopene // an electron-transfer quinol
adenosylcobinamide-GDP + benzimidazole ribotide phosphate  ->  Coalpha-[alpha-(benzimidazolyl)]-Cobeta-adenosylcobamide 5'-phosphate + GMP + H+	EC-2.7.8.26	benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	benzimidazole ribotide phosphate // adenosylcobinamide-GDP // <i>Co</i>&alpha;-[&alpha;-(benzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate // GMP // H<SUP>+</SUP>
2 S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin  ->  an unsulfurated [sulfur carrier] + biotin + 2 5'-deoxyadenosine + 2 L-methionine + 2 an oxidized [2Fe-2S] ferredoxin	EC-2.8.1.6	biotin biosynthesis from 8-amino-7-oxononanoate I	a reduced [2Fe-2S] ferredoxin // dethiobiotin // a sulfurated [sulfur carrier] // <i>S</i>-adenosyl-L-methionine // an unsulfurated [sulfur carrier] // biotin // 5'-deoxyadenosine // L-methionine // an oxidized [2Fe-2S] ferredoxin
D-mannopyranose 6-phosphate  <-  beta-D-fructofuranose 6-phosphate	EC-5.3.1.8	GDP-mannose biosynthesis	D-mannopyranose 6-phosphate // &beta;-D-fructofuranose 6-phosphate
phosphoenolpyruvate + D-erythrose 4-phosphate + H2O  ->  3-deoxy-D-arabino-heptulosonate 7-phosphate + phosphate	EC-2.5.1.54	3-dehydroquinate biosynthesis I	H<sub>2</sub>O // D-erythrose 4-phosphate // phospho<i>enol</i>pyruvate // 3-deoxy-D-arabino-heptulosonate 7-phosphate // phosphate
a lipoprotein signal peptide + n H2O  ->  n+1 a peptide	EC-3.4.21	lipoprotein posttranslational modification	H<sub>2</sub>O // a lipoprotein signal peptide // a peptide
pppGpp + H2O  ->  GTP + diphosphate	EC-3.1.7.2	ppGpp metabolism	H<sub>2</sub>O // pppGpp // GTP // diphosphate
2 ATP + L-glutamine + hydrogencarbonate + H2O  ->  L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+	EC-6.3.5.5	L-arginine biosynthesis I (via L-ornithine) // L-arginine biosynthesis II (acetyl cycle)	H<sub>2</sub>O // hydrogencarbonate // L-glutamine // ATP // L-glutamate // carbamoyl phosphate // ADP // phosphate // H<SUP>+</SUP>
a 2-deoxy-D-ribosyl-base(1) + a base(2)  ->  a 2-deoxy-D-ribosyl-base(2) + a base(1)	EC-2.4.2.6		a 2-deoxy-D-ribosyl-base // a nucleobase
a tetrahydrofolate + NADP+  <-  a 7,8-dihydrofolate + NADPH + H+	EC-1.5.1.3	tetrahydrofolate biosynthesis // folate transformations III (<i>E. coli</i>)	NADP<sup>+</sup> // a tetrahydrofolate // a 7,8-dihydrofolate // NADPH // H<SUP>+</SUP>
L-methionine + hydrogen peroxide  ->  L-methionine-(S)-S-oxide + H2O			hydrogen peroxide // L-methionine // L-methionine-(<i>S</i>)-<i>S</i>-oxide // H<sub>2</sub>O
lipid A disaccharide (P. putida) + ATP  ->  lipid IVA (P. putida) + ADP + H+	EC-2.7.1.130	lipid IV<sub>A</sub> biosynthesis (<i>P. putida</i>)	ATP // lipid A disaccharide (P. putida) // lipid IV<sub>A</sub> (P. putida) // ADP // H<SUP>+</SUP>
XMP + L-glutamine + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+	EC-6.3.5.2	guanosine ribonucleotides <i>de novo</i> biosynthesis	ATP // L-glutamine // H<sub>2</sub>O // XMP // H<SUP>+</SUP> // L-glutamate // GMP // diphosphate // AMP
a [protein]-L-proline (omega = 180)  <-->  a [protein]-L-proline (omega = 0)	EC-5.2.1.8		a [protein]-L-proline (&omega; = 180) // a [protein]-L-proline (&omega; = 0)
pyruvate + D-glyceraldehyde 3-phosphate + H+  ->  1-deoxy-D-xylulose 5-phosphate + CO2	EC-2.2.1.7	thiamine diphosphate thiazole component biosynthesis // methylerythritol phosphate pathway	D-glyceraldehyde 3-phosphate // pyruvate // H<SUP>+</SUP> // 1-deoxy-D-xylulose 5-phosphate // CO<SUB>2</SUB>
succinate[in] + an electron-transfer quinone[membrane]  <-->  fumarate[in] + an electron-transfer quinol[membrane]	EC-1.3.5.1	partial TCA cycle (obligate autotrophs)	succinate // an electron-transfer quinone // an electron-transfer quinol // fumarate
(7R,8S)-8-amino-7-(carboxyamino)nonanoate + ATP  ->  dethiobiotin + ADP + phosphate + H+		(7R,8S)-diaminononanoate + CO2 + ATP  ->  dethiobiotin + ADP + phosphate + 3 H+	ATP // (7<i>R</i>,8<i>S</i>)-8-amino-7-(carboxyamino)nonanoate // dethiobiotin // phosphate // ADP // H<SUP>+</SUP>
ADP-alpha-D-glucose + 3-phospho-D-glycerate  ->  2-O-(alpha-D-glucopyranosyl)-3-phospho-D-glycerate + ADP + H+	EC-2.4.1.266	glucosylglycerate biosynthesis I	3-phospho-D-glycerate // ADP-&alpha;-D-glucose // 2-<i>O</i>-(&alpha;-D-glucopyranosyl)-3-phospho-D-glycerate // ADP // H<SUP>+</SUP>
glycine + a tetrahydrofolate + NAD+  ->  a 5,10-methylenetetrahydrofolate + ammonium + CO2 + NADH	EC-1.4.1	folate transformations III (<i>E. coli</i>)	NAD<sup>+</sup> // a tetrahydrofolate // glycine // a 5,10-methylenetetrahydrofolate // ammonium // CO<SUB>2</SUB> // NADH
pppGpp + H2O  ->  ppGpp + phosphate + H+	EC-3.6.1.40	ppGpp metabolism	pppGpp // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // ppGpp
N1-(5-phospho-beta-D-ribosyl)glycinamide + formate + ATP  ->  N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + ADP + phosphate + H+	EC-6.3.1	5-aminoimidazole ribonucleotide biosynthesis II	ATP // formate // <i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // H<SUP>+</SUP> // <i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // ADP // phosphate
D-threo-isocitrate + NADP+  <-->  2-oxoglutarate + CO2 + NADPH	EC-1.1.1.42	partial TCA cycle (obligate autotrophs)	NADP<sup>+</sup> // D-<i>threo</i>-isocitrate // 2-oxoglutarate // CO<SUB>2</SUB> // NADPH
N2-succinylglutamate + H2O  =  L-glutamate + succinate	EC-3.5.1.96		H<sub>2</sub>O // N<SUP>2</SUP>-succinylglutamate // L-glutamate // succinate
demethylphylloquinol methyltransferase	EC-2.1.1.329	phylloquinol biosynthesis	demethylphylloquinol // <i>S</i>-adenosyl-L-methionine // phylloquinol // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
phytyl diphosphate + 3 NADP+  <-  geranylgeranyl diphosphate + 3 NADPH + 3 H+	EC-1.3.1.83		NADP<sup>+</sup> // phytyl diphosphate // geranylgeranyl diphosphate // NADPH // H<SUP>+</SUP>
pyruvate + hydrogencarbonate + ATP  ->  oxaloacetate + ADP + phosphate + H+	EC-6.4.1.1		ATP // hydrogencarbonate // pyruvate // H<SUP>+</SUP> // oxaloacetate // ADP // phosphate
glycine + gamma-L-glutamyl-L-cysteine + ATP  ->  glutathione + ADP + phosphate + H+	EC-6.3.2.3	glutathione biosynthesis	ATP // &gamma;-L-glutamyl-L-cysteine // glycine // glutathione // ADP // phosphate // H<SUP>+</SUP>
precorrin-6B + NADP+  <-  precorrin-6A + NADPH + H+	EC-1.3.1.54	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	NADP<sup>+</sup> // precorrin-6B // precorrin-6A // NADPH // H<SUP>+</SUP>
all-trans neurosporene  ->  alpha-zeacarotene	EC-5.5.1.18		<i>all-trans</i> neurosporene // &alpha;-zeacarotene
L-tyrosine + 2-oxoglutarate  <-->  3-(4-hydroxyphenyl)pyruvate + L-glutamate	EC-2.6.1.1 // EC-2.6.1.57 // EC-2.6.1.5 // EC-2.6.1.27	L-tyrosine biosynthesis I // 4-hydroxyphenylpyruvate biosynthesis	2-oxoglutarate // L-tyrosine // 3-(4-hydroxyphenyl)pyruvate // L-glutamate
XMP + ammonium + ATP  =  GMP + AMP + diphosphate + 2 H+		XMP + L-glutamine + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+	ATP // ammonium // XMP // GMP // AMP // diphosphate // H<SUP>+</SUP>
L-homocysteine + a 5-methyltetrahydrofolate  ->  L-methionine + a tetrahydrofolate	EC-2.1.1.13	folate transformations III (<i>E. coli</i>) // L-methionine biosynthesis I	a 5-methyltetrahydrofolate // L-homocysteine // L-methionine // a tetrahydrofolate
