Reaction	EC-Number	In-Pathway	Substrates
2-iminobutanoate + H+ + H2O  ->  2-oxobutanoate + ammonium	EC-3.5.99.10	L-cystathionine + H2O  ->  L-cysteine + 2-oxobutanoate + ammonium // L-homocysteine + H2O  ->  hydrogen sulfide + 2-oxobutanoate + ammonium // L-threonine  ->  2-oxobutanoate + ammonium // L-isoleucine biosynthesis I (from threonine)	H<sub>2</sub>O // 2-iminobutanoate // H<SUP>+</SUP> // 2-oxobutanoate // ammonium
sn-glycerol 3-phosphate + dioxygen  ->  hydrogen peroxide + glycerone phosphate	EC-1.1.3.21		<i>sn</i>-glycerol 3-phosphate // dioxygen // hydrogen peroxide // glycerone phosphate
a fatty aldehyde + NAD+ + H2O  ->  a fatty acid + NADH + 2 H+	EC-1.2.1.3		H<sub>2</sub>O // NAD<sup>+</sup> // a fatty aldehyde // a fatty acid // NADH // H<SUP>+</SUP>
XMP + ammonia + ATP  =  GMP + AMP + diphosphate + H+		XMP + L-glutamine + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+	ATP // ammonia // XMP // GMP // AMP // diphosphate // H<SUP>+</SUP>
S-adenosyl-L-methionine + a demethylated methyl donor  ->  S-adenosyl-L-homocysteine + a methylated methyl donor + H+	EC-2.1.1	L-cysteine biosynthesis VI (from L-methionine) // autoinducer AI-2 biosynthesis I	a demethylated methyl donor // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a methylated methyl donor // H<SUP>+</SUP>
D-sorbitol 2-dehydrogenase	EC-1.1.1.14	D-sorbitol degradation I	NAD<sup>+</sup> // D-sorbitol // <i>keto</i>-D-fructose // NADH // H<SUP>+</SUP>
a tRNAHis + L-histidine + ATP  ->  an L-histidyl-[tRNAHis] + AMP + diphosphate	EC-6.1.1.21	tRNA charging	ATP // L-histidine // a tRNA<SUP>His</SUP> // an L-histidyl-[tRNA<SUP>His</SUP>] // diphosphate // AMP
a 5,10-methylenetetrahydrofolate + NAD+  ->  a 5,10-methenyltetrahydrofolate + NADH	EC-1.5.1.15	folate transformations I	NAD<sup>+</sup> // a 5,10-methylenetetrahydrofolate // a 5,10-methenyltetrahydrofolate // NADH
sulfite + H+  <-->  hydrogensulfite			sulfite // H<SUP>+</SUP> // hydrogensulfite
D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate  ->  3-(imidazol-4-yl)-2-oxopropyl phosphate + H2O	EC-4.2.1.19	L-histidine biosynthesis	D-<i>erythro</i>-1-(imidazol-4-yl)-glycerol 3-phosphate // 3-(imidazol-4-yl)-2-oxopropyl phosphate // H<sub>2</sub>O
sn-glycerol 1-phosphate + geranylgeranyl diphosphate  =  3-(O-geranylgeranyl)-sn-glycerol 1-phosphate + diphosphate	EC-2.5.1.41		geranylgeranyl diphosphate // <i>sn</i>-glycerol 1-phosphate // 3-(<i>O</i>-geranylgeranyl)-<i>sn</i>-glycerol 1-phosphate // diphosphate
3-isopropylmalate dehydratase		(2R,3S)-3-isopropylmalate  <-->  (2S)-2-isopropylmalate // L-leucine biosynthesis	(2<i>R</i>,3<i>S</i>)-3-isopropylmalate // 2-isopropylmaleate // H<sub>2</sub>O
(S)-lactaldehyde + NAD+ + H2O  ->  (S)-lactate + NADH + 2 H+	EC-1.2.1.22	L-lactaldehyde degradation (aerobic)	H<sub>2</sub>O // NAD<sup>+</sup> // (<i>S</i>)-lactaldehyde // (<i>S</i>)-lactate // NADH // H<SUP>+</SUP>
(S)-3-hydroxy-isobutanoate + NAD+  ->  (S)-methylmalonate-semialdehyde + NADH + H+	EC-1.1.1.31	L-valine degradation I	NAD<sup>+</sup> // (<i>S</i>)-3-hydroxy-isobutanoate // H<SUP>+</SUP> // NADH // (<i>S</i>)-methylmalonate-semialdehyde
D-kanosamine 6-phosphate  ->  3-amino-3-deoxy-D-fructose 6-phosphate			D-kanosamine 6-phosphate // 3-amino-3-deoxy-D-fructose 6-phosphate
D-mannonate  ->  2-dehydro-3-deoxy-D-gluconate + H2O	EC-4.2.1.8	D-fructuronate degradation	D-mannonate // H<sub>2</sub>O // 2-dehydro-3-deoxy-D-gluconate
a guanine34 in tRNA + preQ1  ->  a 7-aminomethyl-7-deazaguanosine34 in tRNA + guanine	EC-2.4.2.29	queuosine biosynthesis I (<i>de novo</i>)	preQ<sub>1</sub> // a guanine<sup>34</sup> in tRNA // a 7-aminomethyl-7-deazaguanosine<sup>34</sup> in tRNA // guanine
a glucuronoarabinoxylan + n H2O  ->  n a glucuronoarabinoxylan oligosaccharide	EC-3.2.1.136		H<sub>2</sub>O // a glucuronoarabinoxylan // a glucuronoarabinoxylan oligosaccharide
(R)-methylmalonyl-CoA  ->  succinyl-CoA	EC-5.4.99.2	propanoyl CoA degradation I	(R)-methylmalonyl-CoA // succinyl-CoA
maltose + H2O  ->  2 D-glucopyranose	EC-3.2.1.20		H<sub>2</sub>O // maltose // D-glucopyranose
lichenan + n H2O  ->  n a short glucan	EC-3.2.1.73		H<sub>2</sub>O // lichenan // a short glucan
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol  ->  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP	EC-4.6.1.12	methylerythritol phosphate pathway I	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // 2-C-methyl-D-erythritol-2,4-cyclodiphosphate // CMP
ATP + beta-nicotinate D-ribonucleotide + H+  ->  nicotinate adenine dinucleotide + diphosphate	EC-2.7.7.18	NAD <i>de novo</i> biosynthesis I (from aspartate)	&beta;-nicotinate D-ribonucleotide // ATP // H<SUP>+</SUP> // diphosphate // nicotinate adenine dinucleotide
(1,4-alpha-D-glucosyl)(n) + phosphate  ->  (1,4-alpha-D-glucosyl)(n-1) + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // a (1&rarr;4)-&alpha;-D-glucan // &alpha;-D-glucopyranose 1-phosphate
L-ornithine  =  D-ornithine	EC-5.1.1.12		L-ornithine // D-ornithine
(1,4-alpha-D-galacturonosyl)(n+m)  ->  (1,4-alpha-D-galacturonosyl)(n) + n an unsaturated pectate oligosaccharide	EC-4.2.2.2		a homogalacturonan // an unsaturated pectate oligosaccharide
1D-myo-inositol 1-monophosphate + H2O  ->  myo-inositol + phosphate	EC-3.1.3.25		1D-<i>myo</i>-inositol 1-monophosphate // H<sub>2</sub>O // <I>myo</I>-inositol // phosphate
alpha-D-glucose 6-phosphate  <-->  beta-D-fructofuranose 6-phosphate	EC-5.3.1.9	gluconeogenesis I // glycolysis I (from glucose 6-phosphate) // gluconeogenesis I // UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	&alpha;-D-glucose 6-phosphate // &beta;-D-fructofuranose 6-phosphate
D-alanyl-D-alanine + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysine + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + ADP + phosphate + H+	EC-6.3.2.10		ATP // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine // D-alanyl-D-alanine // H<SUP>+</SUP> // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine // phosphate // ADP
CTP + 2 hydroxyl radical  ->  5-hydroxy-CTP + H2O			hydroxyl radical // CTP // 5-hydroxy-CTP // H<sub>2</sub>O
a purine ribonucleoside + phosphate  <-->  a purine base + alpha-D-ribose-1-phosphate	EC-2.4.2.1		phosphate // a purine ribonucleoside // a purine base // &alpha;-D-ribose-1-phosphate
O-acetyl-L-homoserine + hydrogen sulfide  ->  L-homocysteine + acetate + H+	EC-2.5.1.49	L-homocysteine biosynthesis	hydrogen sulfide // <i>O</i>-acetyl-L-homoserine // H<SUP>+</SUP> // L-homocysteine // acetate
dodecyl sulfate + NADPH + H+ + dioxygen  =  oxidized SDS + NADP+ + H2O			dioxygen // H<SUP>+</SUP> // NADPH // dodecyl sulfate // oxidized SDS // NADP<sup>+</sup> // H<sub>2</sub>O
protoporphyrinogen IX + 3 dioxygen  ->  protoporphyrin IX + 3 hydrogen peroxide	EC-1.3.3.4		dioxygen // protoporphyrinogen IX // protoporphyrin IX // hydrogen peroxide
AMP + ATP  <-->  2 ADP	EC-2.7.4.3	adenosine ribonucleotides <i>de novo</i> biosynthesis // purine and pyrimidine metabolism	ATP // AMP // ADP
S-(2-succinyl)-L-cysteine + acetyl-CoA  ->  N-acetyl-S-(2-succinyl)-L-cysteine + coenzyme A + H+	EC-2.3.1	<i>S</i>-(2-succinyl)-L-cysteine degradation	acetyl-CoA // <i>S</i>-(2-succinyl)-L-cysteine // <i>N</i>-acetyl-<i>S</i>-(2-succinyl)-L-cysteine // coenzyme A // H<SUP>+</SUP>
beta-nicotinate D-ribonucleotide + CO2 + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + quinolinate + 2 H+	EC-2.4.2.19	NAD <i>de novo</i> biosynthesis I (from aspartate)	CO<SUB>2</SUB> // diphosphate // &beta;-nicotinate D-ribonucleotide // 5-phospho-&alpha;-D-ribose 1-diphosphate // quinolinate // H<SUP>+</SUP>
allantoate + 2 H+ + H2O  ->  (S)-ureidoglycine + ammonium + CO2	EC-3.5.3.9	allantoin degradation to ureidoglycolate II (ammonia producing)	H<sub>2</sub>O // allantoate // H<SUP>+</SUP> // (<i>S</i>)-ureidoglycine // ammonium // CO<SUB>2</SUB>
prephenate decarboxylase		tetrahydrotyrosine biosynthesis	H<SUP>+</SUP> // prephenate // dihydro-4-hydroxyphenylpyruvate // CO<SUB>2</SUB>
(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + an oxidized flavodoxin + H2O + H+  <-  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + a reduced flavodoxin	EC-1.17.7.3	methylerythritol phosphate pathway I	H<SUP>+</SUP> // H<sub>2</sub>O // an oxidized flavodoxin // (<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate // 2-C-methyl-D-erythritol-2,4-cyclodiphosphate // a reduced flavodoxin
D-ribose 5-phosphate  <-->  D-ribulose 5-phosphate	EC-5.3.1.6	pentose phosphate pathway (non-oxidative branch) I // formaldehyde assimilation II (assimilatory RuMP Cycle)	D-ribose 5-phosphate // D-ribulose 5-phosphate
L-arginine + H2O  ->  urea + L-ornithine	EC-3.5.3.1	urea cycle // L-arginine degradation I (arginase pathway) // L-arginine degradation VI (arginase 2 pathway)	L-arginine // H<sub>2</sub>O // urea // L-ornithine
S-adenosyl-L-methionine + H+  ->  CO2 + S-adenosyl 3-(methylsulfanyl)propylamine	EC-4.1.1.50	spermidine biosynthesis I	H<SUP>+</SUP> // <i>S</i>-adenosyl-L-methionine // CO<SUB>2</SUB> // <i>S</i>-adenosyl 3-(methylsulfanyl)propylamine
DNA combined with exogenous DNA to form a recombinational junction + H2O  ->  resolution of recombinational junction formation of two intact strands	EC-3.1.21.10		H<sub>2</sub>O // DNA combined with exogenous DNA to form a recombinational junction // resolution of recombinational junction formation of two intact strands
a [protein]-L-tyrosine + 2 dioxygen  ->  topaquinone + hydrogen peroxide + H+			dioxygen // a [protein]-L-tyrosine // topaquinone // hydrogen peroxide // H<SUP>+</SUP>
(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one + H2O  ->  (2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran			H<sub>2</sub>O // (2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one // (2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran
1-(5-phospho-beta-D-ribosyl)-ATP + diphosphate  <-->  ATP + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.17	L-histidine biosynthesis	diphosphate // 1-(5-phospho-&beta;-D-ribosyl)-ATP // ATP // 5-phospho-&alpha;-D-ribose 1-diphosphate
2 superoxide + 2 H+  ->  hydrogen peroxide + dioxygen	EC-1.15.1.1	superoxide radicals degradation	H<SUP>+</SUP> // superoxide // hydrogen peroxide // dioxygen
S-adenosyl-L-methionine + 4,5-secobiotin  ->  biotin + 5'-deoxyadenosine + L-methionine + H+		biotin biosynthesis from 8-amino-7-oxononanoate II // 2 S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin  ->  an unsulfurated [sulfur carrier] + biotin + 2 5'-deoxyadenosine + 2 L-methionine + 2 an oxidized [2Fe-2S] ferredoxin	4,5-secobiotin // <i>S</i>-adenosyl-L-methionine // biotin // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP>
S-adenosyl-L-methionine + a cytosine967 in 16S rRNA  ->  a 5-methylcytosine967 in 16S rRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.176		a cytosine<sup>967</sup> in 16S rRNA // <i>S</i>-adenosyl-L-methionine // a 5-methylcytosine<sup>967</sup> in 16S rRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
CDP-alpha-D-glucose  =  CDP-4-dehydro-6-deoxy-alpha-D-glucose + H2O	EC-4.2.1.45		CDP-&alpha;-D-glucose // H<sub>2</sub>O // CDP-4-dehydro-6-deoxy-&alpha;-D-glucose
thymidine + ATP  ->  dTMP + ADP + H+	EC-2.7.1.145 // EC-2.7.1.21	pyrimidine deoxyribonucleosides salvage // purine and pyrimidine metabolism // salvage pathways of pyrimidine deoxyribonucleotides	ATP // thymidine // H<SUP>+</SUP> // dTMP // ADP
2 sucrose  ->  1-kestotriose + D-glucopyranose	EC-2.4.1.99	fructan biosynthesis	sucrose // 1-kestotriose // D-glucopyranose
ATP + CMP  <-->  ADP + CDP	EC-2.7.4.14 // EC-2.7.4.25	CMP phosphorylation // salvage pathways of pyrimidine ribonucleotides // purine and pyrimidine metabolism	CMP // ATP // ADP // CDP
cytidine + GTP  ->  CMP + GDP + H+	EC-2.7.1.48	salvage pathways of pyrimidine ribonucleotides	GTP // cytidine // H<SUP>+</SUP> // CMP // GDP
D-glyceraldehyde 3-phosphate  <-->  glycerone phosphate	EC-5.3.1.1	gluconeogenesis I // glycolysis I (from glucose 6-phosphate) // gluconeogenesis I // glycolysis II (from fructose 6-phosphate)	D-glyceraldehyde 3-phosphate // glycerone phosphate
1-kestotriose + sucrose  ->  1,6-kestotetraose + D-glucopyranose	EC-2.4.1.10	fructan biosynthesis	sucrose // 1-kestotriose // 1,6-kestotetraose // D-glucopyranose
4-deoxy-4,5-unsaturated alpha-D-galactopyranosyluronate-[rhamnogalacturonan I oligosaccharide]  ->  2-O-(4-deoxy-beta-L-threo-hex-4-enopyranuronosyl)-alpha-L-rhamnopyranose + alpha-D-galacturonate-[rhamnogalacturonan I oligosaccharide]	EC-4.2.2.24	rhamnogalacturonan type I degradation II (bacteria)	4-deoxy-4,5-unsaturated &alpha;-D-galactopyranosyluronate-[rhamnogalacturonan I oligosaccharide] // 2-<i>O</i>-(4-deoxy-&beta;-L-threo-hex-4-enopyranuronosyl)-&alpha;-L-rhamnopyranose // &alpha;-D-galacturonate-[rhamnogalacturonan I oligosaccharide]
2-dehydro-3-deoxy-D-gluconate + ATP  ->  2-dehydro-3-deoxy-D-gluconate 6-phosphate + ADP + H+	EC-2.7.1.178 // EC-2.7.1.45	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation // D-galacturonate degradation I // D-fructuronate degradation	ATP // 2-dehydro-3-deoxy-D-gluconate // H<SUP>+</SUP> // 2-dehydro-3-deoxy-D-gluconate 6-phosphate // ADP
UDP + ATP  ->  UTP + ADP	EC-2.7.4.6	UTP and CTP <i>de novo</i> biosynthesis // pyrimidine ribonucleotides interconversion	ATP // UDP // UTP // ADP
ferroheme o + an oxidized electron carrier + H2O  ->  ferroheme i + a reduced two electron carrier		ferroheme o + 2 an oxidized electron carrier + H2O  ->  ferroheme a + 2 a reduced two electron carrier // heme <i>a</i> biosynthesis	an oxidized electron carrier // H<sub>2</sub>O // ferroheme <i>o</i> // ferroheme <i>i</i> // a reduced two electron carrier
pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)		acetoin + an [acetoin dehydrogenase E2 protein] N6-lipoyl-L-lysine  ->  an [acetoin dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine + acetaldehyde // pyruvate + a [pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine + H+  ->  a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine + CO2	thiamine diphosphate // pyruvate // H<SUP>+</SUP> // 2-(&alpha;-hydroxyethyl)thiamine diphosphate // CO<SUB>2</SUB>
7,8-dihydroneopterin 3'-phosphate + H2O  ->  D-erythro-7,8-dihydroneopterin + phosphate	EC-3.6.1	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	H<sub>2</sub>O // 7,8-dihydroneopterin 3'-phosphate // D-<i>erythro</i>-7,8-dihydroneopterin // phosphate
S-adenosyl-L-methionine + uroporphyrinogen-III  ->  S-adenosyl-L-homocysteine + precorrin-1 + H+		2 S-adenosyl-L-methionine + uroporphyrinogen-III  ->  2 S-adenosyl-L-homocysteine + precorrin-2 + H+ // siroheme biosynthesis	uroporphyrinogen-III // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // precorrin-1
all-trans-heptaprenyl diphosphate  ->  tetraprenyl-beta-curcumene + diphosphate	EC-4.2.3.130		all-<i>trans</i>-heptaprenyl diphosphate // tetraprenyl-&beta;-curcumene // diphosphate
ATP + dTMP  ->  ADP + dTDP	EC-2.7.4.12 // EC-2.7.4.13 // EC-2.7.4.9	pyrimidine deoxyribonucleotide phosphorylation // pyrimidine deoxyribonucleotides biosynthesis from CTP // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // purine and pyrimidine metabolism	dTMP // ATP // ADP // dTDP
NADPH + H2O  ->  (R)-NADPHX			H<sub>2</sub>O // NADPH // (<i>R</i>)-NADPHX
L-cystathionine  ->  (2Z)-2-aminobut-2-enoate + L-cysteine + H+		L-cystathionine + H2O  ->  L-cysteine + 2-oxobutanoate + ammonium	L-cystathionine // H<SUP>+</SUP> // (2Z)-2-aminobut-2-enoate // L-cysteine
N-formimino-L-glutamate + H2O  ->  L-glutamate + formamide	EC-3.5.3.8	L-histidine degradation I	<i>N</i>-formimino-L-glutamate // H<sub>2</sub>O // L-glutamate // formamide
2 S-adenosyl-L-methionine + coproporphyrinogen III  ->  protoporphyrinogen IX + 2 CO2 + 2 L-methionine + 2 5'-deoxyadenosine	EC-1.3.98.3	heme <i>b</i> biosynthesis II (oxygen-independent)	coproporphyrinogen III // <i>S</i>-adenosyl-L-methionine // protoporphyrinogen IX // CO<SUB>2</SUB> // L-methionine // 5'-deoxyadenosine
arsenous acid + 3 glutathione  ->  arsenic triglutathione + 3 H2O			glutathione // arsenous acid // arsenic triglutathione // H<sub>2</sub>O
salicylaldehyde + NAD+ + H2O  =  salicylate + NADH + 2 H+	EC-1.2.1.65		H<sub>2</sub>O // NAD<sup>+</sup> // salicylaldehyde // salicylate // NADH // H<SUP>+</SUP>
pulcherriminic acid + 2 Fe3+  ->  pulcherrimin		pulcherrimin biosynthesis	Fe<SUP>3+</SUP> // pulcherriminic acid // pulcherrimin
D-lysine + H2O + dioxygen  ->  6-amino-2-oxohexanoate + ammonium + hydrogen peroxide	EC-1.4.3.3		dioxygen // H<sub>2</sub>O // D-lysine // 6-amino-2-oxohexanoate // ammonium // hydrogen peroxide
ATP + GDP  ->  AMP + ppGpp + H+	EC-2.7.6.5	ppGpp metabolism	GDP // ATP // AMP // ppGpp // H<SUP>+</SUP>
IMP + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + hypoxanthine	EC-2.4.2.8	adenine salvage	IMP // diphosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // hypoxanthine
arsenous acid  <-->  arsenite + H+			arsenous acid // arsenite // H<SUP>+</SUP>
alpha-D-glucosamine 1-phosphate + acetyl-CoA  ->  N-acetyl-alpha-D-glucosamine 1-phosphate + coenzyme A + H+	EC-2.3.1.157	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	acetyl-CoA // &alpha;-D-glucosamine 1-phosphate // H<SUP>+</SUP> // <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate // coenzyme A
keto-L-sorbose  <-->  L-sorbopyranose			<i>keto</i>-L-sorbose // L-sorbopyranose
FMNH2 + dioxygen  ->  5,6-dimethylbenzimidazole + D-erythrose 4-phosphate + dialurate	EC-1.13.11.79	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	dioxygen // FMNH<SUB>2</SUB> // 5,6-dimethylbenzimidazole // D-erythrose 4-phosphate // dialurate
a tRNAglu + L-glutamate + ATP  ->  an L-glutamyl-[tRNAGlu] + AMP + diphosphate	EC-6.1.1.17	tRNA charging // tetrapyrrole biosynthesis I (from glutamate)	ATP // L-glutamate // a tRNA<SUP>glu</SUP> // an L-glutamyl-[tRNA<SUP>Glu</SUP>] // diphosphate // AMP
L-aspartate + dioxygen  ->  2-iminosuccinate + hydrogen peroxide + H+	EC-1.4.3.16	NAD <i>de novo</i> biosynthesis I (from aspartate)	dioxygen // L-aspartate // H<SUP>+</SUP> // 2-iminosuccinate // hydrogen peroxide
chorismate + ammonia + H+  ->  4-amino-4-deoxychorismate + H2O		chorismate + L-glutamine  ->  4-amino-4-deoxychorismate + L-glutamate	H<SUP>+</SUP> // ammonia // chorismate // 4-amino-4-deoxychorismate // H<sub>2</sub>O
D-erythrose 4-phosphate + D-xylulose 5-phosphate  <-->  beta-D-fructofuranose 6-phosphate + D-glyceraldehyde 3-phosphate	EC-2.2.1.1	superpathway of glucose and xylose degradation // pentose phosphate pathway (non-oxidative branch) I // formaldehyde assimilation II (assimilatory RuMP Cycle)	D-xylulose 5-phosphate // D-erythrose 4-phosphate // &beta;-D-fructofuranose 6-phosphate // D-glyceraldehyde 3-phosphate
2-iminopropanoate + H2O  ->  pyruvate + ammonium	EC-3.5.99.10	D-serine degradation // D-serine  ->  pyruvate + ammonium // L-serine  ->  pyruvate + ammonium // L-cystathionine + H2O  ->  ammonium + pyruvate + L-homocysteine // L-cysteine + H2O  ->  pyruvate + ammonium + hydrogen sulfide // L-cysteine degradation II // L-serine degradation	H<sub>2</sub>O // 2-iminopropanoate // pyruvate // ammonium
L-phosphinothricin + acetyl-CoA  ->  N-acetylphosphinothricin + coenzyme A + H+	EC-2.3.1.183		acetyl-CoA // L-phosphinothricin // H<SUP>+</SUP> // coenzyme A // <i>N</i>-acetylphosphinothricin
a (1->4)-alpha-D-glucan  ->  a glycogen	EC-2.4.1.18	glycogen biosynthesis I (from ADP-D-Glucose)	a (1&rarr;4)-&alpha;-D-glucan // a glycogen
maltose + acetyl-CoA  ->  6-O-acetyl-alpha-D-glucopyranosyl-(1->4)-D-glucose + coenzyme A	EC-2.3.1.79		acetyl-CoA // maltose // 6-<i>O</i>-acetyl-&alpha;-D-glucopyranosyl-(1&rarr;4)-D-glucose // coenzyme A
(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + NAD+  ->  dipicolinate + NADH + H+ + H2O	EC-1.17.1	dipicolinate biosynthesis	H<sub>2</sub>O // H<SUP>+</SUP> // NADH // dipicolinate // (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate // NAD<sup>+</sup>
(S)-4-amino-5-oxopentanoate  ->  5-aminolevulinate	EC-5.4.3.8	tetrapyrrole biosynthesis I (from glutamate)	(S)-4-amino-5-oxopentanoate // 5-aminolevulinate
phytate + H2O  ->  D-myo-inositol (1,2,4,5,6)-pentakisphosphate + phosphate	EC-3.1.3.8		H<sub>2</sub>O // phytate // D-<i>myo</i>-inositol (1,2,4,5,6)-pentakisphosphate // phosphate
n a (1->4)-alpha-D-glucan  ->  n starch	EC-2.4.1.18		a (1&rarr;4)-&alpha;-D-glucan // starch
a 5,10-methylenetetrahydrofolate + NADP+  <-->  a 5,10-methenyltetrahydrofolate + NADPH	EC-1.5.1.5	folate transformations I // folate transformations III (<i>E. coli</i>)	NADP<sup>+</sup> // a 5,10-methylenetetrahydrofolate // a 5,10-methenyltetrahydrofolate // NADPH
histidinol + NAD+  <-->  histidinal + NADH + H+		histidinol + 2 NAD+ + H2O  ->  L-histidine + 2 NADH + 3 H+ // L-histidine biosynthesis	NAD<sup>+</sup> // histidinol // H<SUP>+</SUP> // histidinal // NADH
an N-acetyl-beta-D-hexosaminide + H2O  ->  an N-acetyl-beta-D-hexosamine + an alcohol	EC-3.2.1.52		H<sub>2</sub>O // an <i>N</i>-acetyl-&beta;-D-hexosaminide // an <i>N</i>-acetyl-&beta;-D-hexosamine // an alcohol
D-sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate  <-->  D-ribose 5-phosphate + D-xylulose 5-phosphate	EC-2.2.1.1	pentose phosphate pathway (non-oxidative branch) I // formaldehyde assimilation II (assimilatory RuMP Cycle)	D-glyceraldehyde 3-phosphate // D-sedoheptulose 7-phosphate // D-ribose 5-phosphate // D-xylulose 5-phosphate
ATP + molybdopterin + H+  =  molybdopterin adenine dinucleotide + diphosphate	EC-2.7.7.75		ATP // molybdopterin // H<SUP>+</SUP> // molybdopterin adenine dinucleotide // diphosphate
an oxidized electron carrier + NADH + H+  <-->  a reduced two electron carrier + NAD+	EC-1.6.99.3		H<SUP>+</SUP> // NADH // an oxidized electron carrier // a reduced two electron carrier // NAD<sup>+</sup>
inosine + phosphate  <-->  alpha-D-ribose-1-phosphate + hypoxanthine	EC-2.4.2.1	adenosine nucleotides degradation II // purine ribonucleosides degradation	phosphate // inosine // &alpha;-D-ribose-1-phosphate // hypoxanthine
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP  ->  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP + H+	EC-2.7.1.148	methylerythritol phosphate pathway I	ATP // 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // H<SUP>+</SUP> // 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // ADP
4-nitrobenzyl alcohol + NADP+  <-  4-nitrobenzaldehyde + NADPH + H+	EC-1.1.1.91		NADP<sup>+</sup> // 4-nitrobenzyl alcohol // 4-nitrobenzaldehyde // NADPH // H<SUP>+</SUP>
a debranched alpha-limit dextrin + n phosphate  ->  n alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1	glycogen degradation II	phosphate // a debranched &alpha;-limit dextrin // &alpha;-D-glucopyranose 1-phosphate
ATP + 4-amino-2-methyl-5-pyrimidinemethanol  ->  ADP + 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + H+	EC-2.7.1.49	thiamine diphosphate salvage IV (yeast) // hydroxymethylpyrimidine salvage	4-amino-2-methyl-5-pyrimidinemethanol // ATP // H<SUP>+</SUP> // ADP // 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine
sucrose + [6)-beta-D-fructofuranosyl-(2->](n) alpha-D-glucopyranoside  ->  [6)-beta-D-fructofuranosyl-(2->](n+1) alpha-D-glucopyranoside + D-glucopyranose	EC-2.4.1.10		sucrose // a levan // D-glucopyranose
(2-carboxy-2,5-dihydro-5-oxofuran-2-yl)-acetate + H+  =  CO2 + (4,5-dihydro-5-oxofuran-2-yl)-acetate	EC-4.1.1.44		(2-carboxy-2,5-dihydro-5-oxofuran-2-yl)-acetate // H<SUP>+</SUP> // CO<SUB>2</SUB> // (4,5-dihydro-5-oxofuran-2-yl)-acetate
