Reaction	EC-Number	In-Pathway	Substrates
3-hydroxy-L-kynurenine + H2O  =  3-hydroxyanthranilate + L-alanine + H+	EC-3.7.1.3		H<sub>2</sub>O // 3-hydroxy-L-kynurenine // H<SUP>+</SUP> // 3-hydroxyanthranilate // L-alanine
cyanase		cyanate + hydrogen carbonate + 3 H+  ->  ammonium + 2 CO2	H<SUP>+</SUP> // carbamate // ammonium // CO<SUB>2</SUB>
aminoacetone + H2O + oxygen  ->  methylglyoxal + ammonium + hydrogen peroxide	EC-1.4.3.21		oxygen // H<sub>2</sub>O // aminoacetone // methylglyoxal // ammonium // hydrogen peroxide
di-trans,octa-cis-undecaprenyl diphosphate + H2O  =  di-trans,octa-cis-undecaprenyl phosphate + phosphate + H+	EC-3.6.1.27		H<sub>2</sub>O // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate // H<SUP>+</SUP> // <i>di-trans,octa-cis</i>-undecaprenyl phosphate // phosphate
an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine + a [HECT-type E3 ubiquitin transferase]-L-cysteine  ->  an [E2 ubiquitin-conjugating enzyme]-L-cysteine + a [HECT-type E3 ubiquitin transferase]-S-ubiquitinyl-L-cysteine	EC-2.3.2.26	protein ubiquitylation	a [HECT-type E3 ubiquitin transferase]-L-cysteine // an [E2 ubiquitin-conjugating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine // an [E2 ubiquitin-conjugating enzyme]-L-cysteine // a [HECT-type E3 ubiquitin transferase]-<i>S</i>-ubiquitinyl-L-cysteine
L-glutamine + L-aspartate + ATP + H2O  ->  L-glutamate + L-asparagine + AMP + diphosphate + H+	EC-6.3.5.4	L-asparagine biosynthesis I	H<sub>2</sub>O // ATP // L-aspartate // L-glutamine // H<SUP>+</SUP> // L-glutamate // L-asparagine // diphosphate // AMP
(5Z)-tetradecenoyl-CoA + acetyl-CoA  <-  3-oxo-(7Z)-hexadecenoyl-CoA + coenzyme A	EC-2.3.1.16		acetyl-CoA // (5Z)-tetradecenoyl-CoA // 3-oxo-(7Z)-hexadecenoyl-CoA // coenzyme A
4-hydroxybenzoyl-CoA + acetyl-CoA  =  4-hydroxybenzoyl-acetyl-CoA + coenzyme A	EC-2.3.1.16		acetyl-CoA // 4-hydroxybenzoyl-CoA // 4-hydroxybenzoyl-acetyl-CoA // coenzyme A
(R)-methylmalonyl-CoA  <-  (S)-methylmalonyl-CoA	EC-5.1.99.1	propanoyl CoA degradation I	(R)-methylmalonyl-CoA // (S)-methylmalonyl-CoA
4-aminobutanoate + 2-oxoglutarate  =  succinate semialdehyde + L-glutamate	EC-2.6.1.19		2-oxoglutarate // 4-aminobutanoate // succinate semialdehyde // L-glutamate
2 L-tyrosine + oxygen  ->  2 L-dopa		L-tyrosine + oxygen  ->  dopaquinone + H2O	oxygen // L-tyrosine // L-dopa
1D-myo-inositol 3-monophosphate + H2O  ->  myo-inositol + phosphate	EC-3.1.3.25	<i>myo</i>-inositol biosynthesis	H<sub>2</sub>O // 1D-<i>myo</i>-inositol 3-monophosphate // <I>myo</I>-inositol // phosphate
L-cysteine desulfurase + L-cysteine  ->  an S-sulfanyl-[L-cysteine desulfurase] + L-alanine	EC-2.8.1.7	[2Fe-2S] iron-sulfur cluster biosynthesis	L-cysteine // an [L-cysteine desulfurase] // an <i>S</i>-sulfanyl-[L-cysteine desulfurase] // L-alanine
6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol + a reduced two electron carrier + oxygen  ->  3-demethylubiquinol-10 + an oxidized electron carrier + H2O	EC-1.14.99	ubiquinol-10 biosynthesis (eukaryotic)	a reduced two electron carrier // oxygen // 6-methoxy-3-methyl-2-<i>all-trans</i>-decaprenyl-1,4-benzoquinol // 3-demethylubiquinol-10 // H<sub>2</sub>O // an oxidized electron carrier
beta-D-glucopyranose 1-phosphate  <-->  beta-D-glucose 6-phosphate	EC-5.4.2.6		&beta;-D-glucopyranose 1-phosphate // &beta;-D-glucose 6-phosphate
a maltooligosyl-trehalose + H2O  =  a maltodextrin + alpha,alpha-trehalose	EC-3.2.1.141		H<sub>2</sub>O // a maltooligosyl-trehalose // a maltodextrin // &alpha;,&alpha;-trehalose
2,3-dioxo-L-gulonate  ->  2-carboxy-L-xylonolactone		L-ascorbate degradation V	2,3-dioxo-L-gulonate // 2-carboxy-L-xylonolactone
ADP-alpha-D-glucose + (1,4-alpha-D-glucosyl)(n)  ->  ADP + (1,4-alpha-D-glucosyl)(n+1)	EC-2.4.1.21	glycogen biosynthesis I (from ADP-D-Glucose) // starch biosynthesis	ADP-&alpha;-D-glucose // ADP // a (1&rarr;4)-&alpha;-D-glucan
chlorophyllide a + phytyl diphosphate + H+  ->  chlorophyll a + diphosphate	EC-2.5.1.62	chlorophyll <i>a</i> biosynthesis I	H<SUP>+</SUP> // phytyl diphosphate // chlorophyllide <i>a</i> // chlorophyll <i>a</i> // diphosphate
L-glutamate + acetyl-CoA  ->  N-acetyl-L-glutamate + coenzyme A + H+	EC-2.3.1.1	L-arginine biosynthesis II (acetyl cycle) // L-ornithine biosynthesis I	acetyl-CoA // L-glutamate // H<SUP>+</SUP> // <i>N</i>-acetyl-L-glutamate // coenzyme A
a uridine32 in tRNA  =  a pseudouridine32 in tRNA	EC-5.4.99.28		a uridine<sup>32</sup> in tRNA // a pseudouridine<sup>32</sup> in tRNA
3-oxo-docosapentaenoyl-CoA + NAD(P)H + H+  ->  (5Z,8Z,11Z,14Z,17Z)-3R-hydroxy-docosapentaenoyl-CoA + NAD(P)+	EC-1.1.1.330	docosahexaenoate biosynthesis III (6-desaturase, mammals)	H<SUP>+</SUP> // NAD(P)H // 3-oxo-docosapentaenoyl-CoA // (5Z,8Z,11Z,14Z,17Z)-3R-hydroxy-docosapentaenoyl-CoA // NAD(P)<sup>+</sup>
S-adenosyl-L-methionine + a 5-(aminomethyl)-2-thiouridine34 in tRNA  ->  S-adenosyl-L-homocysteine + a 5-[(methylamino)methyl]-2-thiouridine34 in tRNA + H+	EC-2.1.1.61		a 5-(aminomethyl)-2-thiouridine<sup>34</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a 5-[(methylamino)methyl]-2-thiouridine<sup>34</sup> in tRNA // H<SUP>+</SUP>
a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end + a 3'-half-tRNA molecule with a 5'-OH end + 2 ATP + H2O  ->  a 2'-phospho-[ligated tRNA] + AMP + ADP + diphosphate + 2 H+	EC-6.5.1	tRNA splicing	H<sub>2</sub>O // ATP // a 3'-half-tRNA molecule with a 5'-OH end // a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end // a 2'-phospho-[ligated tRNA] // AMP // H<SUP>+</SUP> // ADP // diphosphate
S-adenosyl-L-methionine + a [protein]-L-beta-isoaspartate  ->  S-adenosyl-L-homocysteine + a protein L-beta-isoaspartate alpha-methyl ester	EC-2.1.1.77		a [protein]-L-&beta;-isoaspartate // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a protein L-&beta;-isoaspartate &alpha;-methyl ester
propionamide + H2O  =  propanoate + ammonium	EC-3.5.1.4		H<sub>2</sub>O // propionamide // propanoate // ammonium
ammonium + L-glutamate + ATP  ->  L-glutamine + ADP + phosphate + H+	EC-6.3.1.2	L-glutamine biosynthesis I // L-glutamine biosynthesis III	ATP // L-glutamate // ammonium // H<SUP>+</SUP> // L-glutamine // ADP // phosphate
2-methoxy-6-(all-trans-nonaprenyl)phenol + a reduced two electron carrier + oxygen  ->  2-methoxy-6-all trans-nonaprenyl-2-methoxy-1,4-benzoquinol + an oxidized electron carrier + H2O	EC-1.14.3	ubiquinol-9 biosynthesis (eukaryotic)	a reduced two electron carrier // oxygen // 2-methoxy-6-(<i>all-trans</i>-nonaprenyl)phenol // 2-methoxy-6-<i>all trans</i>-nonaprenyl-2-methoxy-1,4-benzoquinol // H<sub>2</sub>O // an oxidized electron carrier
an acyl-CoA + H2O  ->  a carboxylate + coenzyme A + H+	EC-3.1.2.20		H<sub>2</sub>O // an acyl-CoA // coenzyme A // a carboxylate // H<SUP>+</SUP>
3-methyl-branched fatty acyl-CoA ligase	EC-6.2.1.3		ATP // coenzyme A // a 3-methyl-branched 2,3,4-saturated fatty acid // a 3-methyl-branched 2,3,4-saturated fatty acyl-CoA // AMP // diphosphate
AMP + diphosphate  =  adenine + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.7		diphosphate // AMP // adenine // 5-phospho-&alpha;-D-ribose 1-diphosphate
a diphthine-[translation elongation factor 2] + ammonium + ATP  ->  a diphthamide-[translation elongation factor 2] + AMP + diphosphate + H+	EC-6.3.1.14		ATP // ammonium // a diphthine-[translation elongation factor 2] // H<SUP>+</SUP> // a diphthamide-[translation elongation factor 2] // AMP // diphosphate
4-trans-undecenoyl-CoA + oxygen  ->  2-trans, 4-trans-undecadienoyl-CoA + hydrogen peroxide	EC-1.3.3.6		oxygen // 4-<i>trans</i>-undecenoyl-CoA // 2-<i>trans</i>, 4-<i>trans</i>-undecadienoyl-CoA // hydrogen peroxide
prephytoene diphosphate  ->  15-cis-phytoene + diphosphate		<i>trans</i>-lycopene biosynthesis II (plants) // 2 2-cis,6-trans,10-trans-geranylgeranyl diphosphate  =  15-cis-phytoene + 2 diphosphate	prephytoene diphosphate // 15-<i>cis</i>-phytoene // diphosphate
(S)-4-amino-5-oxopentanoate  ->  5-aminolevulinate	EC-5.4.3.8	tetrapyrrole biosynthesis I (from glutamate)	(S)-4-amino-5-oxopentanoate // 5-aminolevulinate
L-ornithine + carbamoyl phosphate  <-->  L-citrulline + phosphate + H+	EC-2.1.3.3	L-citrulline degradation // urea cycle // L-proline biosynthesis II (from arginine) // L-arginine biosynthesis II (acetyl cycle)	carbamoyl phosphate // L-ornithine // H<SUP>+</SUP> // L-citrulline // phosphate
ATP  =  cyclic-AMP + diphosphate	EC-4.6.1.1		ATP // cyclic-AMP // diphosphate
4'-phosphopantetheine + ATP + H+  ->  3'-dephospho-CoA + diphosphate	EC-2.7.7.3	coenzyme A biosynthesis I // coenzyme A biosynthesis II (mammalian)	ATP // 4'-phosphopantetheine // H<SUP>+</SUP> // 3'-dephospho-CoA // diphosphate
phytyl diphosphate + homogentisate + H+  ->  2-methyl-6-phytyl-1,4-benzoquinol + CO2 + diphosphate	EC-2.5.1.115	vitamin E biosynthesis (tocopherols)	H<SUP>+</SUP> // homogentisate // phytyl diphosphate // 2-methyl-6-phytyl-1,4-benzoquinol // CO<SUB>2</SUB> // diphosphate
2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	EC-5.4.2.12	glycolysis IV (plant cytosol) // Rubisco shunt // glycolysis I (from glucose 6-phosphate)	2-phospho-D-glycerate // 3-phospho-D-glycerate
S-adenosyl-L-methionine + a demethylated methyl donor  ->  S-adenosyl-L-homocysteine + a methylated methyl donor + H+	EC-2.1.1	L-methionine degradation I (to L-homocysteine) // <i>S</i>-adenosyl-L-methionine cycle II	a demethylated methyl donor // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a methylated methyl donor // H<SUP>+</SUP>
5-amino-6-(5-phospho-D-ribitylamino)uracil + NADP+  =  5-amino-6-(5-phospho-D-ribosylamino)uracil + NADPH + H+	EC-1.1.1.193		NADP<sup>+</sup> // 5-amino-6-(5-phospho-D-ribitylamino)uracil // 5-amino-6-(5-phospho-D-ribosylamino)uracil // NADPH // H<SUP>+</SUP>
keto-D-fructose 6-phosphate  <-->  beta-D-fructofuranose 6-phosphate			<i>keto</i>-D-fructose 6-phosphate // &beta;-D-fructofuranose 6-phosphate
dATP + 2 hydroxyl radical  ->  2-hydroxy-dATP + H2O			hydroxyl radical // dATP // 2-hydroxy-dATP // H<sub>2</sub>O
5-hydroxytryptophol dehydrogenase	EC-1.1.1.1		NAD<sup>+</sup> // 5-hydroxytryptophol // 5-hydroxyindole acetaldehyde // NADH // H<SUP>+</SUP>
pyridoxamine 5'-phosphate + oxygen + H2O  ->  ammonium + hydrogen peroxide + pyridoxal 5'-phosphate	EC-1.4.3.5		pyridoxamine 5'-phosphate // H<sub>2</sub>O // oxygen // ammonium // hydrogen peroxide // pyridoxal 5'-phosphate
1D-myo-inositol 1-monophosphate + H2O  ->  myo-inositol + phosphate	EC-3.1.3.25		1D-<i>myo</i>-inositol 1-monophosphate // H<sub>2</sub>O // <I>myo</I>-inositol // phosphate
D-xylulose + ATP  =  D-xylulose 5-phosphate + ADP + H+	EC-2.7.1.17		ATP // D-xylulose // H<SUP>+</SUP> // D-xylulose 5-phosphate // ADP
acetone cyanohydrin + 2 H2O  =  2-hydroxyisobutanoate + ammonium	EC-3.5.5.1		H<sub>2</sub>O // acetone cyanohydrin // 2-hydroxyisobutanoate // ammonium
(3S)-hydroxy-(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA  <-  (2E,6Z,9Z,12Z,15Z,18Z,21Z)-tetracosaheptaenoyl-CoA + H2O	EC-4.2.1.17	docosahexaenoate biosynthesis III (6-desaturase, mammals)	(3S)-hydroxy-(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA // (2E,6Z,9Z,12Z,15Z,18Z,21Z)-tetracosaheptaenoyl-CoA // H<sub>2</sub>O
S-adenosyl-L-methionine + 2-methyl-6-geranylgeranyl-1,4-benzoquinol  ->  S-adenosyl-L-homocysteine + 2,3-dimethyl-6-geranylgeranyl-1,4-benzoquinol + H+	EC-2.1.1.295		2-methyl-6-geranylgeranyl-1,4-benzoquinol // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // 2,3-dimethyl-6-geranylgeranyl-1,4-benzoquinol // H<SUP>+</SUP>
a 3-oxooctanoyl-[acp] + 2 NADPH + 2 H+  ->  an octanoyl-[acp] + 2 NADP+ + H2O		octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	H<SUP>+</SUP> // NADPH // a 3-oxooctanoyl-[acp] // an octanoyl-[acp] // NADP<sup>+</sup> // H<sub>2</sub>O
N-acetyl-L-ornithine + 2-oxoglutarate  <-  L-glutamate + N-acetyl-L-glutamate 5-semialdehyde	EC-2.6.1.11	L-arginine biosynthesis II (acetyl cycle) // L-ornithine biosynthesis I	2-oxoglutarate // <i>N</i>-acetyl-L-ornithine // L-glutamate // <i>N</i>-acetyl-L-glutamate 5-semialdehyde
(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O  <-  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + 2 a reduced ferredoxin [iron-sulfur] cluster + H+	EC-1.17.7.1	methylerythritol phosphate pathway II	H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster // (<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate // 2-C-methyl-D-erythritol-2,4-cyclodiphosphate // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>
an (S)-2-hydroxycarboxylate + oxygen  ->  hydrogen peroxide + a 2-oxo carboxylate	EC-1.1.3.15		an (<i>S</i>)-2-hydroxycarboxylate // oxygen // hydrogen peroxide // a 2-oxo carboxylate
prephenate + H+  =  2-oxo-3-phenylpropanoate + CO2 + H2O	EC-4.2.1.51		prephenate // H<SUP>+</SUP> // 2-oxo-3-phenylpropanoate // H<sub>2</sub>O // CO<SUB>2</SUB>
a debranched alpha-limit dextrin + n phosphate  ->  n alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // a debranched &alpha;-limit dextrin // &alpha;-D-glucopyranose 1-phosphate
a glycogen + n H2O  ->  n a maltodextrin	EC-3.2.1.68		H<sub>2</sub>O // a glycogen // a maltodextrin
methionol + NAD+  =  3-methylthiopropanal + NADH + H+	EC-1.1.1.1		NAD<sup>+</sup> // methionol // 3-methylthiopropanal // NADH // H<SUP>+</SUP>
(R)-mevalonate 5-phosphate + ATP  ->  (R)-mevalonate diphosphate + ADP	EC-2.7.4.2	mevalonate pathway I	ATP // (<i>R</i>)-mevalonate 5-phosphate // (R)-mevalonate diphosphate // ADP
2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonium + hydrogen peroxide	EC-1.4.3.21		H<sub>2</sub>O // oxygen // 2-phenylethylamine // phenylacetaldehyde // ammonium // hydrogen peroxide
S-adenosyl-L-methionine + demethylmenaquinol-10  ->  S-adenosyl-L-homocysteine + menaquinol-10 + H+	EC-2.1.1.163		demethylmenaquinol-10 // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // menaquinol-<i>10</i> // <i>S</i>-adenosyl-L-homocysteine
3-hydroxy-L-kynurenine-oxoglutarate transaminase	EC-2.6.1.7		2-oxoglutarate // 3-hydroxy-L-kynurenine // 4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate // L-glutamate
5-amino-6-(D-ribitylamino)uracil + 1-deoxy-L-glycero-tetrulose 4-phosphate  =  6,7-dimethyl-8-(1-D-ribityl)lumazine + phosphate + H+ + 2 H2O	EC-2.5.1.78		1-deoxy-L-glycero-tetrulose 4-phosphate // 5-amino-6-(D-ribitylamino)uracil // H<SUP>+</SUP> // 6,7-dimethyl-8-(1-D-ribityl)lumazine // phosphate // H<sub>2</sub>O
indole acetaldehyde + NAD(P)+ + H2O  =  indole-3-acetate + NAD(P)H + 2 H+	EC-1.2.1.5		H<sub>2</sub>O // NAD(P)<sup>+</sup> // indole acetaldehyde // indole-3-acetate // NAD(P)H // H<SUP>+</SUP>
oleoyl-CoA + 1-oleyl-2-lyso-phosphatidate  ->  dioleoyl phosphatidate + coenzyme A	EC-2.3.1.51	phospholipid remodeling (phosphatidate, yeast) // superpathway of phosphatidate biosynthesis (yeast)	1-oleyl-2-lyso-phosphatidate // oleoyl-CoA // dioleoyl phosphatidate // coenzyme A
acetate + ATP + coenzyme A  ->  acetyl-CoA + AMP + diphosphate	EC-6.2.1.1	ethanol degradation II	ATP // acetate // coenzyme A // acetyl-CoA // diphosphate // AMP
maltotetraose + D-glucopyranose  =  maltotriose + maltose	EC-2.4.1.25		D-glucopyranose // maltotetraose // maltotriose // maltose
2-oxoglutarate + (S)-3-amino-2-methylpropanoate  <-->  L-glutamate + (S)-methylmalonate-semialdehyde	EC-2.6.1.22	L-valine degradation I	(S)-3-amino-2-methylpropanoate // 2-oxoglutarate // L-glutamate // (<i>S</i>)-methylmalonate-semialdehyde
a 2-lysophosphatidylcholine + H2O  ->  a carboxylate + sn-glycero-3-phosphocholine + H+	EC-3.1.1.5		H<sub>2</sub>O // a 2-lysophosphatidylcholine // a carboxylate // <i>sn</i>-glycero-3-phosphocholine // H<SUP>+</SUP>
ppGpp + H2O  ->  GDP + diphosphate + H+	EC-3.1.7.2		H<sub>2</sub>O // ppGpp // H<SUP>+</SUP> // diphosphate // GDP
hydrogen sulfide + glutathione disulfide  ->  S-sulfanylglutathione + glutathione			glutathione disulfide // hydrogen sulfide // <i>S</i>-sulfanylglutathione // glutathione
methylene-tetrahydropteroyl-[gamma-Glu](n) + L-glutamate + ATP  ->  methylene-tetrahydropteroyl-[gamma-Glu](n+1) + ADP + phosphate	EC-6.3.2.17	folate polyglutamylation	ATP // L-glutamate // a 5,10-methylenetetrahydrofolate // ADP // phosphate
1,3-propanediol + NAD+  =  3-hydroxypropionaldehyde + NADH + H+	EC-1.1.1.202		1,3-propanediol // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // 3-hydroxypropionaldehyde
keto-D-fructose  ->  beta-D-fructofuranose			<i>keto</i>-D-fructose // &beta;-D-fructofuranose
4&alpha;,14&alpha;-dimethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol 14-demethylase	EC-1.14.13.70		H<SUP>+</SUP> // NADPH // oxygen // 4&alpha;,14&alpha;-dimethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // 4&alpha;-methyl-5&alpha;-cholesta-8,14,24-trien-3&beta;-ol // formate // H<sub>2</sub>O // NADP<sup>+</sup>
L-aspartate + 2-oxoglutarate  <-->  L-glutamate + oxaloacetate	EC-2.6.1.1	L-aspartate degradation I // L-aspartate biosynthesis // C4 photosynthetic carbon assimilation cycle, NAD-ME type	2-oxoglutarate // L-aspartate // L-glutamate // oxaloacetate
5-cis, 7-trans-3-oxo-tetradecadienoyl-CoA + coenzyme A  =  3-cis, 5-trans-dodecadienoyl-CoA + acetyl-CoA	EC-2.3.1.16		coenzyme A // 5-<i>cis</i>, 7-<i>trans</i>-3-oxo-tetradecadienoyl-CoA // 3-<i>cis</i>, 5-<i>trans</i>-dodecadienoyl-CoA // acetyl-CoA
alpha-carotene + NADPH + H+ + oxygen  ->  zeinoxanthin + NADP+ + H2O	EC-1.14.99	lutein biosynthesis	oxygen // NADPH // &alpha;-carotene // H<SUP>+</SUP> // zeinoxanthin // NADP<sup>+</sup> // H<sub>2</sub>O
methylsterol monooxygenase		4,4-dimethyl-5alpha-cholest-7-en-3beta-ol + 3 NAD(P)H + 3 oxygen + 2 H+  ->  3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + 3 NAD(P)+ + 4 H2O	oxygen // NAD(P)H // 3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carbaldehyde // 3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carboxylate // NAD(P)<sup>+</sup> // H<sub>2</sub>O
acetoacetyl-[acyl-carrier protein] reductase	EC-2.3.1.86 // EC-2.3.1.85 // EC-1.1.1.100	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	NADP<sup>+</sup> // a (<i>3R</i>)-3-hydroxybutanoyl-[acp] // an acetoacetyl-[acp] // NADPH // H<SUP>+</SUP>
L-phenylalanine + 2-oxoglutarate  <-->  2-oxo-3-phenylpropanoate + L-glutamate	EC-2.6.1.1		2-oxoglutarate // L-phenylalanine // 2-oxo-3-phenylpropanoate // L-glutamate
a {beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein] + UDP-N-acetyl-alpha-D-glucosamine  ->  a {beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein] + UDP + H+	EC-2.4.1.155	mannosyl-glycoprotein <i>N</i>-acetylglucosaminyltransferases	UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // a {&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-GlcNAc-(1&rarr;4)]-&alpha;-D-Man-(1&rarr;3)-[&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein] // a {&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-GlcNAc-(1&rarr;4)]-&alpha;-D-Man-(1&rarr;3)-[&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-GlcNAc-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein] // H<SUP>+</SUP> // UDP
glycolaldehyde + NADPH + H+  =  ethylene glycol + NADP+	EC-1.1.1.2		NADPH // H<SUP>+</SUP> // glycolaldehyde // ethylene glycol // NADP<sup>+</sup>
(2E)-hexadecenal + NAD+ + H2O  =  (2E)-hexadecenoate + NADH + 2 H+	EC-1.2.1.3		H<sub>2</sub>O // NAD<sup>+</sup> // (2E)-hexadecenal // (2E)-hexadecenoate // NADH // H<SUP>+</SUP>
D-mannopyranose 6-phosphate  <-->  beta-D-fructofuranose 6-phosphate	EC-5.3.1.8	D-mannose degradation // GDP-mannose biosynthesis	D-mannopyranose 6-phosphate // &beta;-D-fructofuranose 6-phosphate
a dolichyl phosphate + GDP-alpha-D-mannose  ->  a dolichyl beta-D-mannosyl phosphate + GDP	EC-2.4.1.83	protein <i>N</i>-glycosylation (eukaryotic, high mannose)	GDP-&alpha;-D-mannose // a dolichyl phosphate // a dolichyl &beta;-D-mannosyl phosphate // GDP
an L-seryl-[tRNAsec] + ATP  ->  an O-phospho-L-seryl-[tRNASec] + ADP + H+	EC-2.7.1.164	L-selenocysteine biosynthesis II (archaea and eukaryotes)	ATP // an L-seryl-[tRNA<SUP>sec</SUP>] // an <i>O</i>-phospho-L-seryl-[tRNA<sup>Sec</sup>] // ADP // H<SUP>+</SUP>
(3S)-hydroxyadipyl-CoA  =  trans-2,3-dehydroadipyl-coA + H2O	EC-4.2.1.17		(3S)-hydroxyadipyl-CoA // trans-2,3-dehydroadipyl-coA // H<sub>2</sub>O
an N10-formyltetrahydrofolate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide  ->  a tetrahydrofolate + 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	EC-2.1.2.3	inosine-5'-phosphate biosynthesis II	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // a tetrahydrofolate // 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide
CTP + H2O  ->  CDP + phosphate + H+	EC-3.6.1.15	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides biosynthesis from CTP // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III // CTP + 2 H2O  ->  CMP + 2 phosphate + 2 H+	CTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // CDP
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole  ->  fumarate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	EC-4.3.2.2	inosine-5'-phosphate biosynthesis II	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole // fumarate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
isoprimeverose + H2O  ->  D-glucopyranose + alpha-D-xylopyranose	EC-3.2.1.177		H<sub>2</sub>O // isoprimeverose // D-glucopyranose // &alpha;-D-xylopyranose
a polycistronic tRNA precursor  ->  a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end + a 3'-half-tRNA molecule with a 5'-OH end + a tRNA intron with a 2',3'-cyclic phosphate and a 5'-hydroxyl terminus	EC-4.6.1.16	tRNA splicing	a polycistronic tRNA precursor // a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end // a 3'-half-tRNA molecule with a 5'-OH end // a tRNA intron with a 2',3'-cyclic phosphate and a 5'-hydroxyl terminus
dTDP + ATP  ->  dTTP + ADP	EC-2.7.4.6	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotide phosphorylation // pyrimidine deoxyribonucleotides biosynthesis from CTP // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	ATP // dTDP // dTTP // ADP
