Compound	SMILES
benzoylsuccinyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(C(=O)C1(\C=C/C=C\C=1))CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
GLYCO-CT-PHOSPHATE	
(2S)-pinocembrin	C3(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C(/C=C(/C=2)/[O-])\O)))=C\C=3)
palmitoleoyl-CoA	CCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
Hg<SUP>2+</SUP>	[Hg+2]
4-(&gamma;-L-glutamylamino)butanoate	C(CC[C@@H](C([O-])=O)[NH3+])(NCCCC(=O)[O-])=O
(7,8-dihydropterin-6-yl)methyl diphosphate	C1(C(/COP(=O)([O-])OP(=O)([O-])[O-])=N\C2(/C(=O)NC(/N)=N/C(\N1)=2))
&gamma;-carotene	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1)
1-(o-carboxyphenylamino)-1'-deoxyribulose 5'-phosphate	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)CNC1(/C=C\C=C/C(/C(=O)[O-])=1)
x-PEN-1:4	
menaquinol-<i>10</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
phenylacetaldehyde	C(=O)CC1(\C=C/C=C\C=1)
<i>N</i>-acetyl-L-ornithine	CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-]
5-(2-hydroxyethyl)-4-methylthiazole	CC1(\N=C/SC(/CCO)=1)
phosphoribulosylformimino-AICAR-P	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)C\N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@H]2([C@H](O)[C@@H]([C@@H](COP(=O)([O-])[O-])O2)O))
<i>trans</i>-oct-2-enoyl-CoA	CCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
tetrahydromethanopterin	C[C@H]([C@H]1([C@H](C)NC2(/N=C(N)\NC(C(/N1)=2)=O)))NC4(\C=C/C(\C[C@@H]([C@@H]([C@@H](CO[C@@H]3([C@@H]([C@@H]([C@@H](COP([O-])(=O)O[C@H](C([O-])=O)CCC([O-])=O)O3)O)O))O)O)O)=C\C=4)
a-dman-OCT-2:6|1:a|2:keto|3:d	
orotate	C1(\C(=O)NC(NC(/C([O-])=O)=1)=O)
2-iminoacetate	C(=O)([O-])C=N
CDP group	C1(N)(\C=C/N(C(=O)/N=1)[C@@H]2(O[C@H](COP([O-])(=O)OP([O-])(=O)O)[C@@H](O)[C@@H](O)2))
L-cysteate	C([C@H]([NH3+])C(=O)[O-])S(=O)(=O)[O-]
3-nonaprenyl-4-hydroxybenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C/C(/O)=1)/C(=O)[O-])
3-methoxy-4-hydroxy-5-<i>all-trans</i>-heptaprenylbenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/OC)/C([O-])=O)
(<i>S</i>)-3-hydroxy-isobutanoate	C[C@H](C([O-])=O)CO
(2E,7Z)-tetradecenoyl-CoA	CCCCCC\C=C/CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-dimethylsulfoniopropionaldehyde	C[S+](C)CCC=O
phytol	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/CO
6-<i>cis</i>, 2-<i>trans</i>-tridecadienoyl-CoA	CCCCCC\C=C/CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
cyclic-AMP	C1(OP(=O)([O-])O[C@H]2([C@@H](O)[C@@H](O[C@H]12)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))
(<i>R</i>)-4'-phosphopantothenate	CC([C@H](C(=O)NCCC(=O)[O-])O)(COP([O-])([O-])=O)C
&beta;-D-fructofuranose 6-phosphate	C(OP(=O)([O-])[O-])[C@H]1(O[C@@](CO)(O)[C@@H](O)[C@H](O)1)
succinate	C(C([O-])=O)CC([O-])=O
chlorophyllide <i>b</i>	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C=O)=C(CC)\C(/C=C(C(\C)=1)\2)=N3))=4)5))=6)))=N7)))
9,15,9'-tri-<i>cis</i>-&zeta;-carotene	CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C\C=C(C)\C=C\C=C(C)/CC/C=C(C)/CCC=C(C)C
b-lido-HEX-1:5|6:a	
ferroheme <i>b</i>	C=CC4(\C(/C)=C5(\C=C6(C(/C)=C(CCC(=O)[O-])/C7(\C=C8(C(/CCC(=O)[O-])=C(C)/C1(/N([Fe-2]3(N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=[N+]2/3))=4)5)([N+]/6=7))8))))))
3-oxo-icosatrienoyl-CoA	CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
a-dglc-HEX-1:5|6:a	
dGTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
(E)-3-(methoxycarbonyl)pent-2-enedioate	COC(=O)C(\CC(=O)[O-])=C/C(=O)[O-]
L-leucine	CC(C[C@H]([NH3+])C([O-])=O)C
CDP	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))OP(OP([O-])([O-])=O)([O-])=O
3-methylbutanol	CC(CCO)C
Hg<sup>0</sup>	[Hg]
<i>all-trans</i>-&beta;-carotene	CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)CCCC(/C)=2)
dihydrogeranylgeranyl diphosphate	CC(C)=CCCC(\C)=C/CC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C
methanethiol	CS
1-18:1-2-16:0-monogalactosyldiacylglycerol	CCCCCCCC\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCCCCCCCCCCCC)=O)=O
geranylgeranyl chlorophyll <i>a</i>	C=CC5(\C1(\N6([Mg]N3(C4(\C(/[C@@H-](C(OC)=O)C(=O)C(\C(/C)=C(\C=C2(C(/CC)=C(C)/C(\C=1)=N\2))/3)=4)=C7([C@@H](CCC(=O)OC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)[C@H](C)C(\C=C(C(/C)=5)/6)=N7))))))
&beta;-D-xylopyranose	C1(O[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
pristanate	CC(CCCC(CCCC(C)CCCC(C([O-])=O)C)C)C
(<i>S</i>)-NADHX	C1(/N([C@@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))
dUDP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))
(5Z)-tetradecenoyl-CoA	CCCCCCCC\C=C/CCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
(<i>R</i>)-lipoate	C(CCC(=O)[O-])C[C@@H]1(CCSS1)
3-deoxy-D-glycero-&beta;-D-galacto-nonulosonate	C(O)[C@@H](O)[C@H]([C@@H]1(O[C@@](C([O-])=O)(O)C[C@@H]([C@H]1O)O))O
&alpha;-D-mannose 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@H](O)1)
<i>scyllo</i>-inosose	[C@@H]1([C@@H]([C@H](C([C@H]([C@@H]1O)O)=O)O)O)O
3-demethylubiquinol-<i>7</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C(\OC)=C(C(/C)=1)\O)\O)
CO<SUB>2</SUB>	C(=O)=O
&beta;-D-glucopyranose 1-phosphate	C(O)[C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OP([O-])([O-])=O)
adenosylcobinamide	C[C@@H](CNC(CC[C@]8(C1(\N7([Co-2]35([N+]4(C(/[C@]([C@H](CCC(=O)N)C(\C=C2([C@](C)(C)[C@H](CCC(=O)N)C(\C(/C)=1)=[N+]2\3))=4)(CC(=O)N)C)=C(C)/C6(\[C@@H](CCC(N)=O)[C@@](CC(=O)N)(C)[C@]([N+]/5=6)(C)[C@@H]7[C@H](CC(=O)N)8)))CC9(OC(C(O)C(O)9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11))))))C)=O)O
lutein	CC(/C=C/C=C(C)/C=C/C1(C(/C)=C/[C@@H](C[C@@]1(C)C)O))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\[C@@](C[C@@H](CC(/C)=2)O)(C)C)
2'-deoxyuridine	C1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](CO)O2))
b-dara-HEX-2:6|2:keto	
coproporphyrinogen I	CC2(\C(/CCC([O-])=O)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(CCC([O-])=O)/C(\C)=3))=C(CCC([O-])=O)/C(\C)=4))=C(CCC([O-])=O)/C(\C)=5)))
4-hydroxy-2-nonenal-[Cys-Gly] conjugate	CCCCCC(O)C(CC=O)SCC([NH3+])C(=O)NCC([O-])=O
4-<i>trans</i>-undecenoyl-CoA	CCCCCC/C=C/CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
trans-2,3-dehydroadipyl-coA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(/C=C/CCC(=O)[O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
sulfite	[O-]S([O-])=O
N-&alpha;-acetyl-L-methionine	CC(=O)N[C@@H](CCSC)C([O-])=O
7-hydroxylaurate	CCCCCC(O)CCCCCC([O-])=O
2-<I>O</I>-(6-phospho-&alpha;-D-mannosyl)-D-glycerate	C(O)[C@H](C(=O)[O-])O[C@H]1(O[C@H](COP(=O)([O-])[O-])[C@H]([C@@H]([C@@H]1O)O)O)
chloride	[Cl-]
a 2-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	CC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
all-<i>trans</i>-decaprenyl diphosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
2-methylbutanal	CCC(C)C=O
(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate	C1(/NC2(/C=C\C=C/C(/C(/[C@@H]([C@@H](COP([O-])(=O)[O-])O)O)=1)=2))
3,4-dihydroxyphenylacetate	C([O-])(=O)CC1(\C=C/C(/O)=C(\C=1)/O)
tributyrin	CCCC(OC[C@@H](OC(CCC)=O)COC(CCC)=O)=O
formamide	C(N)=O
&beta;-L-fucopyranose	C[C@@H]1(O[C@@H]([C@H]([C@@H]([C@@H]1O)O)O)O)
(3R)-3-hydroxy-2-oxo-4 phosphonooxybutanoate	C([C@H](C(C([O-])=O)=O)O)OP([O-])(=O)[O-]
1-chloro-2,4-dinitrobenzene	C1(/C=C(C(/[N+]([O-])=O)=C\C(\[N+]([O-])=O)=1)/Cl)
<i>N</i>-acetylputrescine	CC(=O)NCCCC[NH3+]
selenide	[Se-2]
x-pyrophosphate-group	[O-]P(OP([O-])=O)=O
palmitoleate	CCCCCC\C=C/CCCCCCCC(=O)[O-]
<i>S</i>-adenosyl-L-homocysteine	C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+]
geranyl diphosphate	CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O
b-dman-HEX-1:5	
pregn-5-ene-3,20-dione-17-ol	CC(=O)C4(O)(CCC3(C(C)(CCC2(C1(C)(C(/CC(=O)CC1)=C/CC23)))4))
4&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CC[C@H](O)[C@@H](C=O)3)))CC4)))C
1,5-anhydro-D-mannitol	C(O)[C@H]1(OC[C@@H](O)[C@@H](O)[C@H](O)1)
L-homoserine	C(CO)[C@H]([NH3+])C([O-])=O
<i>N</i>-carbamoylputrescine	C(CCCNC(N)=O)[NH3+]
1-piperideine-2-carboxylate	C1(/N=C(CCC1)/C(=O)[O-])
oxalosuccinate	C(C([O-])=O)C(C(C(=O)[O-])=O)C([O-])=O
dTDP-&beta;-L-rhamnose	CC1(\C(=O)NC(=O)N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2(O[C@@H](C)[C@H](O)[C@@H](O)[C@@H](O)2))O3))
4&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](CO)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
1,3-bisphospho-D-glycerate	C([C@@H](O)C(OP(=O)([O-])[O-])=O)OP(=O)([O-])[O-]
4-pyridoxolactone	CC1(/N=C\C2(\COC(C(/C(/O)=1)=2)=O))
UDP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))
dTDP group	CC1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2))
<i>N</i>-(5-phosphoribosyl)-anthranilate	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)NC2(/C=C\C=C/C(/C(=O)[O-])=2))
L-serine	C(O)[C@H]([NH3+])C(=O)[O-]
a 2-acyl-sn-glycero-3-phosphoglycerol (n-C18:1)	CCCCCC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
maltohexaose	C([C@H]6(O[C@H](O[C@@H]5([C@H](O[C@H](O[C@@H]4([C@H](O[C@H](O[C@@H]1([C@H](O[C@@H]([C@@H]([C@H]1O)O)O[C@@H]2([C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3([C@H](OC([C@@H]([C@H]3O)O)O)CO))CO))CO))[C@@H]([C@H]4O)O)CO))[C@@H]([C@H]5O)O)CO))[C@@H]([C@H]([C@@H]6O)O)O))O
[acp]-group	CC(C)(COP(=O)([O-])OC[C@H](N[a soluble apo-[acyl-carrier protein]])C(=O)[a soluble apo-[acyl-carrier protein]])[C@@H](O)C(=O)NCCC(=O)NCCS
3-oxo-myristoyl-CoA	CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
13<SUP>1</SUP>-oxo-magnesium-protoporphyrin IX 13-monomethyl ester	C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/C(=O)CC(=O)OC)=C(C)\C1(\N([Mg]N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N2))=3)4)5)))=N6)))
4-methylsalicylate	CC1(\C=C/C(/C([O-])=O)=C(\C=1)/O)
OPC4-trans-2-enoyl-CoA	CC\C=C/CC4(C(=O)CCC(C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])4)
cytidine	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))O
(<i>R</i>)-NADHX	C1(/N([C@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))
x-dglc-HEX-1:5	
1D-<i>myo</i>-inositol 2-monophosphate	[C@@H]1(O)([C@@H](O)[C@H](O)[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)1)
3-aminopropanal	C(CC[NH3+])=O
5-hydroxy-CTP	C([C@@H]2([C@H]([C@@H](O)[C@H](N1(C(/N=C(C(/O)=C\1)/N)=O))O2)O))OP(OP(OP([O-])([O-])=O)([O-])=O)([O-])=O
4-guanidinobutanoate	C([O-])(=O)CCCNC(N)=[NH2+]
lanosteryl oleate	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H]4(CC[C@@]1(C)([C@@H](CCC2(/[C@]3(C)(CC[C@H]([C@@H](CCC=C(C)C)C)[C@@](C)(CCC\1=2)3)))C(C)(C)4))
glutathione	C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
sulfamate	NS([O-])(=O)=O
3-methoxy-4-hydroxyphenylglycolaldehyde	COC1(/C=C(\C=C/C(/O)=1)/[C@@H](O)C=O)
a-lido-HEX-1:5|6:a	
b-dglc-HEX-1:5|6:a	
thiocyanate	C(#N)[S-]
taurine	C(S(=O)(=O)[O-])C[NH3+]
acetaldehyde	CC=O
L-<i>threo</i>-sphinganine	CCCCCCCCCCCCCCC[C@@H]([C@H](CO)[NH3+])O
succinyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
&alpha;-linolenate	CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)[O-]
5-phospho-&beta;-D-ribosylamine	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H]([NH3+])O1)
2-methoxy-6-<i>all trans</i>-nonaprenyl-2-methoxy-1,4-benzoquinol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(/C=C(\C=1)/O)\OC)
GLYCO-CT-AMINO	
4-hydroxyphenylpyruvate	C1(\C(/CC(C([O-])=O)=O)=C/C=C(\C=1)/O)
2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine	C(NC=O)C(N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1))=[NH2+]
adenosyl-cobyrinate <i>a,c</i>-diamide	CC3(\C%11(/[C@@H](CCC([O-])=O)C(C)(C)C4(\[N+](\[Co-2]15([N+]7(/[C@@](C)([C@H]2([C@H](CC(=O)[O-])[C@@](C)(CCC([O-])=O)C(\N12)=3))[C@@](C)(CC(N)=O)[C@H](CCC([O-])=O)C(\C(/C)=C6([C@@](C)(CC(N)=O)[C@H](CCC([O-])=O)C(\C=4)=[N+]56))=7))(C[C@@H]8([C@H]([C@@H](O)[C@@H](O8)N9(\C=N/C%10(C(/N)=N\C=N/C9=%10)))O)))=%11)))
dCDP	C([C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))OP(OP(=O)([O-])[O-])([O-])=O
4&alpha;-methyl-5&alpha;-cholesta-8-en-3-one	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CCC(=O)[C@@H](C)3)))CC4)))C
<i>trans</i>-aconitate	C([O-])(=O)/C=C(CC([O-])=O)/C([O-])=O
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	C(OP([O-])([O-])=O)[C@@H]2([C@@H](O)[C@@H](O)[C@H](N1(C(/N)=C(C(=O)NC(C([O-])=O)CC([O-])=O)/N=C\1))O2)
&gamma;-L-glutamyl-L-cysteine	C(S)[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA	CC\C=C/CC4(C(=O)CCC(CCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)4)
5-aminolevulinate	C(C(C[NH3+])=O)CC([O-])=O
16-hydroxypalmitoyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5-hydroxy-3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC[C@@H]1([C@H](O)CC[C@]2(C)(C(=O)CC[C@@H]12)))COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]
dipalmitoyl phosphatidate	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(CCCCCCCCCCCCCCC)=O
uracil	C1(\NC(=O)NC(=O)\C=1)
oxaloacetate	C(C([O-])=O)C(=O)C([O-])=O
ammonia	N
(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate	CC(C)(O)[C@@H](O)C(=O)[O-]
demethylmenaquinol-13	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
L-homocysteine	C([C@H](CCS)[NH3+])(=O)[O-]
prephenate	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)
cyanate	C([O-])#N
L-dehydro-ascorbate	C(O)[C@H](O)C1(C(=O)C(=O)C(=O)O1)
3-methyl-2-oxobutanoate	CC(C(C([O-])=O)=O)C
purine-ring	C1(\C2(N\C=N/C(\N=C/N=1)=2))
<i>all-trans</i>-lycopene	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/CCC=C(C)C
lanosterol	CC(C)=CCC[C@H]([C@@H]1([C@]3(C)([C@@](C)(CC1)C4(\CC[C@@H]2(C(C)(C)[C@@H](O)CC[C@@]2(C(\CC3)=4)C)))))C
4-nitrophenyl phosphate	C1(\C(\[N+]([O-])=O)=C/C=C(\C=1)/OP([O-])(=O)[O-])
UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine	CCCCCCCCCCC[C@H](CC(N[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1OP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))CO)O)OC(C[C@@H](CCCCCCCCCCC)O)=O))=O)O
b-dgro-dgal-NON-2:6|1:a|2:keto|3:d	
L-isoleucine	CC[C@H](C)[C@H]([NH3+])C(=O)[O-]
D-glyceraldehyde	C(=O)[C@H](O)CO
&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub>	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)1)CO[C@H]2([C@H](NC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H]([C@H](O2)CO[C@]3(C([O-])=O)(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C3))OP([O-])([O-])=O))
7,8-diaminopelargonate	CC(C(CCCCCC([O-])=O)[NH3+])[NH3+]
